row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,prediction_decision_score,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
33,correct,"This is the book that was used for MATH 0150 at Kean University, Union, NJ, USA.",neu,neu,0.4449,0.0269,RoBERTa,"Enhanced RoBERTa Neu = 0.8853 (contribution: 0.5663);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Meta Intensifier Count = 0.0 (contribution: 0.0737);
Meta Neg Phrase Count = 0.0 (contribution: 0.0509);
Enhanced RoBERTa Pos = 0.082 (contribution: 0.048)","Meta Has Contrast = 0.0 (contribution: -0.0765);
Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Negator = 0.0 (contribution: -0.064);
Enhanced VADER Compound = 0.0 (contribution: -0.06)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Pos Phrase Count, Meta Intensifier Count, Meta Neg Phrase Count, Enhanced RoBERTa Pos. The main opposing signal was Meta Has Contrast."
35,correct,You'd have to be nuts to trust your data to this device,neg,neg,0.597,0.3915,RoBERTa,"Enhanced RoBERTa Neg = 0.7267 (contribution: 0.3351);
Enhanced RoBERTa Pos = 0.0224 (contribution: 0.2185);
Meta Has Negator = 0.0 (contribution: 0.1097);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578);
Meta Has Neg Phrase = 0.0 (contribution: 0.0386)","Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Negator Count = 0.0 (contribution: -0.0478);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Meta Intensifier Count = 0.0 (contribution: -0.0151);
Enhanced VADER Neu = 0.641 (contribution: -0.0149)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Has Negator, Meta Has Pos Phrase, Meta Has Neg Phrase. The main opposing signal was Meta Pos Phrase Count."
39,correct,"Don't let this one pass you buy. Despite the height of the heel , it's extremely comfortable .I have this shoe in the black patent. It's a a buy you won't regret..",pos,pos,0.6934,0.6762,RoBERTa,"Enhanced RoBERTa Pos = 0.8554 (contribution: 0.4388);
Enhanced RoBERTa Neg = 0.0078 (contribution: 0.2892);
Enhanced SVM Neu = 0.1618 (contribution: 0.0937);
Enhanced NB Neg = 0.5948 (contribution: 0.0787);
Meta Has Contrast = 0.0 (contribution: 0.0636)","Meta Has Intensifier = 1.0 (contribution: -0.1264);
Enhanced VADER Neu = 0.886 (contribution: -0.0162);
Enhanced VADER Pos = 0.114 (contribution: -0.014);
Meta Diminisher Count = 0.0 (contribution: -0.0115);
Meta Negator Count = 2.0 (contribution: -0.0106)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced SVM Neu, Enhanced NB Neg, Meta Has Contrast. The main opposing signal was Meta Has Intensifier."
40,correct,Item is cracked and unusable,neg,neg,0.7303,0.7747,RoBERTa,"Enhanced RoBERTa Neg = 0.8982 (contribution: 0.4878);
Enhanced RoBERTa Pos = 0.0119 (contribution: 0.2256);
Enhanced VADER Compound = -0.5859 (contribution: 0.168);
Meta Has Negator = 0.0 (contribution: 0.1097);
Enhanced RoBERTa Neu = 0.0899 (contribution: 0.1085)","Enhanced VADER Neg = 0.487 (contribution: -0.0593);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Negator Count = 0.0 (contribution: -0.0478);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Enhanced VADER Neu = 0.513 (contribution: -0.032)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Meta Has Negator, Enhanced RoBERTa Neu. The main opposing signal was Enhanced VADER Neg."
41,correct,"I like the color of the case but it is too tight for my phone (I have a 5s). It pushes on the volume buttons so that it goes up and down without me pressing them. It squeezes the phone so that the screen is popping out a bit from the backing. I also have trouble plugging it in, as the case does not entirely align with the area for the charger. I am hoping that it stretches over time and is not so tight after a few weeks.",neu,neu,0.4951,0.1545,RoBERTa,"Enhanced RoBERTa Neu = 0.4657 (contribution: 0.1555);
Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Enhanced SVM Neu = 0.4892 (contribution: 0.0743);
Meta Intensifier Count = 0.0 (contribution: 0.0737)","Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Meta Negator Count = 3.0 (contribution: -0.0484);
Enhanced VADER Neg = 0.04 (contribution: -0.0161)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Contrast, Meta Pos Phrase Count, Enhanced SVM Neu, Meta Intensifier Count. The main opposing signal was Meta Has Intensifier."
45,correct,"Seascape, an avalanche of human emotions,knits the calm hermit Ben and the hysteric drifter Tracy in an net where the must bear their souls and see if love exists past an abortion, earning for escape, and distance from hope. Beautiful dialogue including outstanding scene/monologue, or directoral work.",pos,pos,0.5474,0.2757,RoBERTa,"Enhanced RoBERTa Pos = 0.6957 (contribution: 0.3021);
Enhanced RoBERTa Neg = 0.0221 (contribution: 0.2771);
Meta Has Intensifier = 0.0 (contribution: 0.0671);
Meta Has Contrast = 0.0 (contribution: 0.0636);
Enhanced VADER Pos = 0.317 (contribution: 0.037)","Meta Intensifier Count = 0.0 (contribution: -0.0648);
Enhanced SVM Neu = 0.4587 (contribution: -0.053);
Meta Has Negator = 0.0 (contribution: -0.0525);
Enhanced NB Neg = 0.2252 (contribution: -0.036);
Enhanced VADER Compound = 0.9584 (contribution: -0.0235)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Meta Has Intensifier, Meta Has Contrast, Enhanced VADER Pos. The main opposing signal was Meta Intensifier Count."
46,correct,this is a downgrade from mx610,neg,neg,0.6264,0.4813,RoBERTa,"Enhanced RoBERTa Neg = 0.7501 (contribution: 0.3559);
Enhanced RoBERTa Pos = 0.0146 (contribution: 0.2238);
Meta Has Negator = 0.0 (contribution: 0.1097);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578);
Enhanced VADER Compound = 0.0 (contribution: 0.0543)","Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Negator Count = 0.0 (contribution: -0.0478);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Meta Intensifier Count = 0.0 (contribution: -0.0151);
Enhanced SVM Neu = 0.4658 (contribution: -0.0139)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Has Negator, Meta Has Pos Phrase, Enhanced VADER Compound. The main opposing signal was Meta Pos Phrase Count."
47,correct,"It's great. I'm near the max distance from Green Bay, WI. Time Warner took our NBC any MyTV off because of price disputes. Now TWC can do whatever with local tv. With next day shipping it was only around $42.00.",pos,pos,0.5028,0.141,RoBERTa,"Enhanced RoBERTa Neg = 0.0533 (contribution: 0.2508);
Enhanced RoBERTa Pos = 0.622 (contribution: 0.239);
Meta Has Intensifier = 0.0 (contribution: 0.0671);
Meta Has Contrast = 0.0 (contribution: 0.0636);
Meta Contrast Count = 0.0 (contribution: 0.0344)","Meta Intensifier Count = 0.0 (contribution: -0.0648);
Meta Has Negator = 0.0 (contribution: -0.0525);
Enhanced VADER Pos = 0.093 (contribution: -0.0193);
Enhanced VADER Neu = 0.86 (contribution: -0.0131);
Enhanced SVM Pos = 0.2794 (contribution: -0.0123)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Has Intensifier, Meta Has Contrast, Meta Contrast Count. The main opposing signal was Meta Intensifier Count."
48,correct,It lasted one night. It was flimsy and super thin. Not worth it.,neg,neg,0.6697,0.5993,RoBERTa,"Enhanced RoBERTa Neg = 0.9074 (contribution: 0.496);
Meta Neg Phrase Count = 1.0 (contribution: 0.2564);
Enhanced RoBERTa Pos = 0.0108 (contribution: 0.2263);
Enhanced VADER Compound = -0.7783 (contribution: 0.2053);
Enhanced RoBERTa Neu = 0.0817 (contribution: 0.1126)","Meta Has Neg Phrase = 1.0 (contribution: -0.3287);
Meta Has Negator = 1.0 (contribution: -0.0851);
Enhanced VADER Neg = 0.43 (contribution: -0.0511);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Has Intensifier = 1.0 (contribution: -0.0245)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Meta Neg Phrase Count, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu. The main opposing signal was Meta Has Neg Phrase."
49,correct,"This detector provides barely enough warning distance for my area. I live in a more-or-less heavily forested area of the country (Southern New Hampshire). Our roads are often twisty and hilly, with lots of vegetation to soak up radar waves. I still get by with this detector, but I have to be responsive to alerts as soon as they happen, or pay the consequences. With any radar detector that alerts on X-band, you need to be able to ignore spurious signals issued by automatic doors (WalMart, Target, etc.) and the collision detection sensors used on the more and more well-equipped cars today. I only use mine for X and Xa band detection, since those are typically most used here. LADAR? Forget about it!",neu,neu,0.4786,0.0558,RoBERTa,"Enhanced RoBERTa Neu = 0.633 (contribution: 0.3193);
Meta Has Diminisher = 1.0 (contribution: 0.1828);
Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Meta Intensifier Count = 0.0 (contribution: 0.0737)","Enhanced VADER Compound = -0.7937 (contribution: -0.2299);
Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Negator = 0.0 (contribution: -0.064);
Meta Has Neg Phrase = 0.0 (contribution: -0.055)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Diminisher, Meta Has Contrast, Meta Pos Phrase Count, Meta Intensifier Count. The main opposing signal was Enhanced VADER Compound."
50,correct,"Few months ago, our U.S history teacher advice us to buy this book and i got the last one, on the last minute. When I began read the book, it doesnt have enough ""entertainment"" but in few chapters later, I just notice that some part(maybe all) occured during the historical action a that time. What I mostly enjoyed is that when I read in this book, i learning more often and gave me a head start, because were in the part about the Spanish American War at class. I already finished the book a month ago and i enjoyed it alot. I recommended to the reader who like history or a student that needs more backup at history.",pos,pos,0.5936,0.4004,RoBERTa,"Enhanced RoBERTa Pos = 0.8812 (contribution: 0.4608);
Enhanced RoBERTa Neg = 0.0066 (contribution: 0.2902);
Meta Has Intensifier = 0.0 (contribution: 0.0671);
Enhanced NB Neg = 0.5319 (contribution: 0.0592);
Enhanced RoBERTa Neu = 0.1122 (contribution: 0.0537)","Meta Has Contrast = 1.0 (contribution: -0.0756);
Meta Intensifier Count = 0.0 (contribution: -0.0648);
Enhanced VADER Compound = 0.8402 (contribution: -0.0194);
Enhanced VADER Pos = 0.12 (contribution: -0.0125);
Meta Diminisher Count = 0.0 (contribution: -0.0115)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Meta Has Intensifier, Enhanced NB Neg, Enhanced RoBERTa Neu. The main opposing signal was Meta Has Contrast."
52,correct,Says it's for a toddler but this hat was huge,neu,neu,0.5153,0.1743,RoBERTa,"Enhanced RoBERTa Neu = 0.5486 (contribution: 0.2367);
Meta Has Contrast = 1.0 (contribution: 0.091);
Enhanced SVM Neu = 0.5189 (contribution: 0.0903);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Meta Intensifier Count = 0.0 (contribution: 0.0737)","Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Negator = 0.0 (contribution: -0.064);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Enhanced VADER Neg = 0.0 (contribution: -0.0331)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Contrast, Enhanced SVM Neu, Meta Pos Phrase Count, Meta Intensifier Count. The main opposing signal was Meta Has Intensifier."
54,correct,If your looking for a long dress that is comfortable and different this is the one.,pos,pos,0.5872,0.3654,RoBERTa,"Enhanced RoBERTa Pos = 0.7361 (contribution: 0.3367);
Enhanced RoBERTa Neg = 0.0071 (contribution: 0.2898);
Enhanced SVM Pos = 0.5234 (contribution: 0.0844);
Meta Has Intensifier = 0.0 (contribution: 0.0671);
Meta Has Contrast = 0.0 (contribution: 0.0636)","Meta Intensifier Count = 0.0 (contribution: -0.0648);
Meta Has Negator = 0.0 (contribution: -0.0525);
Enhanced NB Neg = 0.1746 (contribution: -0.0517);
Enhanced NB Neu = 0.4776 (contribution: -0.0321);
Meta Diminisher Count = 0.0 (contribution: -0.0115)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced SVM Pos, Meta Has Intensifier, Meta Has Contrast. The main opposing signal was Meta Intensifier Count."
56,correct,"I read this book many years ago when I was 13 or 14 so my memory is a little fuzzy on the details, but I remember it made a huge impression on me at the time. I saw the movie and that is what originally inspired me to read the book, but there is a lot more to the book than just the love story that was portrayed in the movie. There is a lot of political and social history presented in the novel, but not so much that it overwhelms the reader. The story and the history are balanced very well. The main character strives to do well and survive against the odds, which was inspirational despite the fact that so many unfortunate incidents happened to him.",neu,neu,0.447,0.0707,Polarity Shift Features,"Enhanced VADER Compound = 0.9731 (contribution: 0.1484);
Meta Has Intensifier = 1.0 (contribution: 0.1399);
Meta Contrast Count = 3.0 (contribution: 0.1285);
Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789)","Enhanced RoBERTa Neu = 0.1893 (contribution: -0.115);
Enhanced RoBERTa Pos = 0.8038 (contribution: -0.0848);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Intensifier Count = 1.0 (contribution: -0.0611);
Meta Has Neg Phrase = 0.0 (contribution: -0.055)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Enhanced VADER Compound, Meta Has Intensifier, Meta Contrast Count, Meta Has Contrast, Meta Pos Phrase Count. The main opposing signal was Enhanced RoBERTa Neu."
57,correct,Good affordable laptop ram option,pos,pos,0.6302,0.4909,RoBERTa,"Enhanced RoBERTa Pos = 0.8077 (contribution: 0.398);
Enhanced RoBERTa Neg = 0.0083 (contribution: 0.2888);
Enhanced VADER Pos = 0.651 (contribution: 0.1209);
Meta Has Intensifier = 0.0 (contribution: 0.0671);
Meta Has Contrast = 0.0 (contribution: 0.0636)","Meta Intensifier Count = 0.0 (contribution: -0.0648);
Enhanced NB Neg = 0.1579 (contribution: -0.0569);
Meta Has Negator = 0.0 (contribution: -0.0525);
Enhanced SVM Neu = 0.397 (contribution: -0.0226);
Enhanced VADER Compound = 0.6808 (contribution: -0.0139)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Pos, Meta Has Intensifier, Meta Has Contrast. The main opposing signal was Meta Intensifier Count."
58,correct,Nice but thought it was more wide neck opening. Nice soft fabric.,neu,neu,0.4118,-0.0567,SVM,"Enhanced VADER Compound = 0.8338 (contribution: 0.1186);
Meta Has Contrast = 1.0 (contribution: 0.091);
Enhanced SVM Neu = 0.5023 (contribution: 0.0813);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Meta Intensifier Count = 0.0 (contribution: 0.0737)","Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Negator = 0.0 (contribution: -0.064);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Enhanced VADER Pos = 0.496 (contribution: -0.0548)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced VADER Compound, Meta Has Contrast, Enhanced SVM Neu, Meta Pos Phrase Count, Meta Intensifier Count. The main opposing signal was Meta Has Intensifier."
59,correct,This is not on Charter's list even though the description said so.,neg,neg,0.4778,0.1317,RoBERTa,"Enhanced RoBERTa Pos = 0.0184 (contribution: 0.2211);
Enhanced RoBERTa Neg = 0.5691 (contribution: 0.1948);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578);
Enhanced VADER Compound = 0.0 (contribution: 0.0543);
Enhanced SVM Neg = 0.6077 (contribution: 0.042)","Meta Has Negator = 1.0 (contribution: -0.0851);
Enhanced RoBERTa Neu = 0.4124 (contribution: -0.0528);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Meta Has Contrast = 1.0 (contribution: -0.0226)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Meta Has Pos Phrase, Enhanced VADER Compound, Enhanced SVM Neg. The main opposing signal was Meta Has Negator."
60,correct,"Maybe I'm not imaginative, but most of the things this book offers are decorative items, not functional items. And they're not particularly attractive or interesting decorative items. A knitted pint glass? What FOR? I don't mind the occasional tchotchky, but these items are both silly and useless, as far as I'm concerned. There are two exceptions, a cute nightgown designed in the style of a twenties flapper dress, and a pair of ear muffs made of knitted fried eggs. If you like this kind of thing, and I don't know anyone who does, or if you like to knit and want to punish everyone you know with presents they'll hate, this is the book for you. Otherwise, stay far, far away.",neg,neg,0.634,0.5004,RoBERTa,"Enhanced RoBERTa Neg = 0.7286 (contribution: 0.3368);
Enhanced RoBERTa Pos = 0.0226 (contribution: 0.2183);
Enhanced VADER Compound = -0.4764 (contribution: 0.1467);
Meta Negator Count = 5.0 (contribution: 0.1341);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578)","Meta Has Negator = 1.0 (contribution: -0.0851);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Meta Contrast Count = 2.0 (contribution: -0.0282);
Meta Has Contrast = 1.0 (contribution: -0.0226)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Meta Negator Count, Meta Has Pos Phrase. The main opposing signal was Meta Has Negator."
62,correct,"When I first read this book I thought it was interesting but it sure didn't go with what I remembered from the Bible. In my Bible study groups we had not covered Revelations that much, so I had to go look up a few things. I discovered that many of the evangelists use a Bible written by a man named Scofield. He came from a dubious background. Look him up on the internet. While in prison for forgery, he converted to Christianity, of the Darbyite influence. Anyway, he ended up writing a Bible using his interpretations of what it meant, so of course, then he has changed it to his liking.But what the authors are saying is that we, believers in Jesus, will receive this Rapture they are talking about instead of going through the tribulations, but the original Bible does not say this. So I am wondering, if Armegeddon comes, and the Christians who believe what the authors are preaching, when they don't receive this Rapture when promised, will that make them turn away from God? Is this more a Satanic than a Christian book? I don't know, but I would suggest that before you take it as gospel, that you should look a little deeper. Jesus warned of us the false prophets. One thing good about the book is that it does make one want to get right with God. You might want to read the book ""Forcing God's Hands..."" by Grace Halsell, she has written a book explaining how this evangelical belief started and what it means and it is truly scary for the people of this world.",neu,neu,0.6033,0.4224,RoBERTa,"Enhanced RoBERTa Neu = 0.5754 (contribution: 0.263);
Meta Contrast Count = 4.0 (contribution: 0.1861);
Enhanced VADER Compound = 0.9513 (contribution: 0.1437);
Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789)","Meta Negator Count = 5.0 (contribution: -0.1057);
Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Enhanced NB Neg = 0.427 (contribution: -0.0289)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Enhanced VADER Compound, Meta Has Contrast, Meta Pos Phrase Count. The main opposing signal was Meta Negator Count."
64,correct,"Great for DVD's, but bad for Wi-Fi",neg,neg,0.433,-0.0166,RoBERTa,"Enhanced RoBERTa Pos = 0.0755 (contribution: 0.1823);
Enhanced VADER Compound = -0.4939 (contribution: 0.1501);
Enhanced RoBERTa Neg = 0.4934 (contribution: 0.1273);
Meta Has Negator = 0.0 (contribution: 0.1097);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578)","Enhanced RoBERTa Neu = 0.4311 (contribution: -0.0622);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Negator Count = 0.0 (contribution: -0.0478);
Enhanced VADER Neu = 0.407 (contribution: -0.0461);
Enhanced VADER Neg = 0.386 (contribution: -0.0447)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neg, Meta Has Negator, Meta Has Pos Phrase. The main opposing signal was Enhanced RoBERTa Neu."
66,correct,"Awful book! I like some of Alexandra Raife's books, but this one is awful. First there is the tease that is hinted at but not revealed. Just tell us, for pity's sake, so we can understand what is going on! Then the main male character is so unlikable that you keep hoping someone will show up who is really worth caring about. When I think of some of this author's other books, it's difficult to believe that this was even penned by her. The bad language and emotional shifts are excessive, and I don't care for the ""sex for fun with no commitment"" attitude. ""We'll just have sex and nobody will get hurt!"" What is that??? ""I want to see your naked body and make love to IT???????????????????"" A huge disappointment and I can't believe an author like Mary Stewart who has recommended this author has read this particular book.",neg,neg,0.5852,0.3954,RoBERTa,"Enhanced RoBERTa Neg = 0.9271 (contribution: 0.5135);
Enhanced RoBERTa Pos = 0.0061 (contribution: 0.2296);
Enhanced RoBERTa Neu = 0.0669 (contribution: 0.12);
Meta Negator Count = 4.0 (contribution: 0.0977);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578)","Enhanced VADER Compound = 0.9109 (contribution: -0.1224);
Meta Has Negator = 1.0 (contribution: -0.0851);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Meta Contrast Count = 2.0 (contribution: -0.0282)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced RoBERTa Neu, Meta Negator Count, Meta Has Pos Phrase. The main opposing signal was Enhanced VADER Compound."
67,correct,"I didn't really care for this book at all, the plot was a little too far fetched. I didn't like Anne at all, she was too vain, obsessed with being queen and just too full of herself for my liking.I liked Horatio the best but even his character could have had a little more depth to him.I only gave this book two stars for the Monkey. If you still want to read this book, I would suggest the library.",neg,neg,0.4693,0.1105,RoBERTa,"Enhanced RoBERTa Neg = 0.6346 (contribution: 0.2531);
Enhanced RoBERTa Pos = 0.0321 (contribution: 0.2119);
Meta Has Pos Phrase = 0.0 (contribution: 0.0578);
Enhanced VADER Compound = 0.0574 (contribution: 0.0432);
Meta Has Neg Phrase = 0.0 (contribution: 0.0386)","Meta Has Negator = 1.0 (contribution: -0.0851);
Meta Pos Phrase Count = 0.0 (contribution: -0.0507);
Meta Neg Phrase Count = 0.0 (contribution: -0.0339);
Meta Has Intensifier = 1.0 (contribution: -0.0245);
Meta Has Contrast = 1.0 (contribution: -0.0226)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Has Pos Phrase, Enhanced VADER Compound, Meta Has Neg Phrase. The main opposing signal was Meta Has Negator."
68,correct,"This is not a story. Rather it is a collection of stories about semi-related events occurring over a period of about 50 years, which in and of itself would not be such a bad thing, but East of Eden is so long! The style of Steinbeck's prose is erratic at best which, again, wouldn't be so unpleasant if East of Eden weren't trying to pass itself off as a novel. The basis of the story's symbolism is evident from the first chapter, but Steinbeck doesn't stop there. He hammers his message home with a three ton sledgehammer that is about as subtle as a train wreck. For example, each generation in East of Eden has a Cain character and an Abel character, and Steinbeck dives relatively deep when he begins the name of the corresponding characters with a ""C"" and an ""A"". That seems to be the limit of his subtlety as this bludgeoning draws slowly out over the torturous course of over seven hundred pages, finally grinding to a leadenly melodramatic finish. And yet, at the end of this gruelling road, the message is still frustratingly vague. The reader has suffered for nothing. The sporadic insertion of episodes totally unrelated to the rest of the book is reminiscent of bits of trash floating in a river of sludge from some factory's drain pipe. John Steinbeck is that factory, and in East of Eden he pumps out page after page of superficial writing. As Steinbeck would, were he writing this review, extend the metaphor beyond its use, one might even consider East of Eden a waste product from the creation of masterpieces such as The Grapes of Wrath and Tortilla Flat.I see that East of Eden might contain a modicum of interest for students of Steinbeck (I myself have researched the man and used this book to defend a thesis), but someone looking to become acquainted for the first time with the power that Steinbeck can wield would be better served by The Red Pony or one of the afore-mentioned alternatives.",neu,neu,0.644,0.5384,RoBERTa,"Enhanced RoBERTa Neu = 0.62 (contribution: 0.3066);
Meta Contrast Count = 4.0 (contribution: 0.1861);
Meta Has Intensifier = 1.0 (contribution: 0.1399);
Meta Has Contrast = 1.0 (contribution: 0.091);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789)","Meta Negator Count = 5.0 (contribution: -0.1057);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Intensifier Count = 1.0 (contribution: -0.0611);
Meta Has Neg Phrase = 0.0 (contribution: -0.055);
Enhanced VADER Compound = 0.1561 (contribution: -0.0266)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Meta Has Intensifier, Meta Has Contrast, Meta Pos Phrase Count. The main opposing signal was Meta Negator Count."
71,correct,"For both my girls, we needed to size-up.",neu,neu,0.4065,-0.0924,RoBERTa,"Enhanced RoBERTa Neu = 0.7395 (contribution: 0.4236);
Meta Pos Phrase Count = 0.0 (contribution: 0.0789);
Meta Intensifier Count = 0.0 (contribution: 0.0737);
Meta Neg Phrase Count = 0.0 (contribution: 0.0509);
Meta Negator Count = 0.0 (contribution: 0.0377)","Meta Has Contrast = 0.0 (contribution: -0.0765);
Meta Has Intensifier = 0.0 (contribution: -0.0742);
Meta Has Pos Phrase = 0.0 (contribution: -0.0692);
Meta Has Negator = 0.0 (contribution: -0.064);
Enhanced VADER Compound = 0.0 (contribution: -0.06)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Pos Phrase Count, Meta Intensifier Count, Meta Neg Phrase Count, Meta Negator Count. The main opposing signal was Meta Has Contrast."
