row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,prediction_decision_score,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
41,correct,"I like the color of the case but it is too tight for my phone (I have a 5s). It pushes on the volume buttons so that it goes up and down without me pressing them. It squeezes the phone so that the screen is popping out a bit from the backing. I also have trouble plugging it in, as the case does not entirely align with the area for the charger. I am hoping that it stretches over time and is not so tight after a few weeks.",neu,neu,0.4676,0.0657,RoBERTa,"Base RoBERTa Neu = 0.4677 (contribution: 0.1712);
Base NB Neu = 0.5736 (contribution: 0.0955);
Base RoBERTa Pos = 0.0501 (contribution: 0.0629);
Base NB Pos = 0.2091 (contribution: 0.0446);
Base SVM Neu = 0.3845 (contribution: 0.0221)","Base VADER Compound = 0.2617 (contribution: -0.0146);
Base RoBERTa Neg = 0.4822 (contribution: -0.0139);
Base VADER Neg = 0.04 (contribution: -0.0113);
Base NB Neg = 0.2173 (contribution: -0.0095);
Base SVM Pos = 0.3375 (contribution: -0.0049)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base NB Neu, Base RoBERTa Pos, Base NB Pos, Base SVM Neu. The main opposing signal was Base VADER Compound."
45,correct,"Seascape, an avalanche of human emotions,knits the calm hermit Ben and the hysteric drifter Tracy in an net where the must bear their souls and see if love exists past an abortion, earning for escape, and distance from hope. Beautiful dialogue including outstanding scene/monologue, or directoral work.",pos,pos,0.5259,0.2738,RoBERTa,"Base RoBERTa Pos = 0.7026 (contribution: 0.3145);
Base RoBERTa Neg = 0.0222 (contribution: 0.2726);
Base SVM Pos = 0.3993 (contribution: 0.0651);
Base VADER Neg = 0.0 (contribution: 0.0323);
Base NB Neg = 0.2175 (contribution: 0.0314)","Base VADER Compound = 0.9584 (contribution: -0.048);
Base NB Pos = 0.2328 (contribution: -0.0243);
Base SVM Neu = 0.3696 (contribution: -0.0118);
Base NB Neu = 0.5497 (contribution: -0.0077);
Base VADER Neu = 0.683 (contribution: -0.0044)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base SVM Pos, Base VADER Neg, Base NB Neg. The main opposing signal was Base VADER Compound."
46,correct,this is a downgrade from mx610,neg,neg,0.589,0.3696,RoBERTa,"Base RoBERTa Neg = 0.7654 (contribution: 0.3722);
Base RoBERTa Pos = 0.0133 (contribution: 0.2153);
Base VADER Compound = 0.0 (contribution: 0.069);
Base RoBERTa Neu = 0.2214 (contribution: 0.0414);
Base VADER Neg = 0.0 (contribution: 0.0111)","Base VADER Pos = 0.0 (contribution: -0.0172);
Base VADER Neu = 1.0 (contribution: -0.0092);
Base NB Neg = 0.3314 (contribution: -0.001)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base VADER Neg. The main opposing signal was Base VADER Pos."
47,correct,"It's great. I'm near the max distance from Green Bay, WI. Time Warner took our NBC any MyTV off because of price disputes. Now TWC can do whatever with local tv. With next day shipping it was only around $42.00.",pos,pos,0.4821,0.0964,RoBERTa,"Base RoBERTa Pos = 0.6449 (contribution: 0.2642);
Base RoBERTa Neg = 0.0514 (contribution: 0.2482);
Base SVM Pos = 0.329 (contribution: 0.0107);
Base VADER Neg = 0.048 (contribution: 0.008);
Base SVM Neu = 0.3428 (contribution: 0.0059)","Base NB Neg = 0.4082 (contribution: -0.0177);
Base NB Pos = 0.261 (contribution: -0.0149);
Base VADER Compound = 0.4588 (contribution: -0.0107);
Base VADER Pos = 0.093 (contribution: -0.0093)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base SVM Pos, Base VADER Neg, Base SVM Neu. The main opposing signal was Base NB Neg."
48,correct,It lasted one night. It was flimsy and super thin. Not worth it.,neg,neg,0.6144,0.4482,RoBERTa,"Base RoBERTa Neg = 0.8642 (contribution: 0.4605);
Base RoBERTa Pos = 0.0133 (contribution: 0.2152);
Base RoBERTa Neu = 0.1225 (contribution: 0.0876);
Base SVM Neg = 0.4319 (contribution: 0.0349);
Base SVM Pos = 0.2661 (contribution: 0.0227)","Base VADER Compound = 0.4997 (contribution: -0.0402);
Base NB Pos = 0.1937 (contribution: -0.0218);
Base VADER Neg = 0.101 (contribution: -0.0065);
Base NB Neu = 0.3661 (contribution: -0.0048)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base SVM Neg, Base SVM Pos. The main opposing signal was Base VADER Compound."
50,correct,"Few months ago, our U.S history teacher advice us to buy this book and i got the last one, on the last minute. When I began read the book, it doesnt have enough ""entertainment"" but in few chapters later, I just notice that some part(maybe all) occured during the historical action a that time. What I mostly enjoyed is that when I read in this book, i learning more often and gave me a head start, because were in the part about the Spanish American War at class. I already finished the book a month ago and i enjoyed it alot. I recommended to the reader who like history or a student that needs more backup at history.",pos,pos,0.6033,0.4225,RoBERTa,"Base RoBERTa Pos = 0.8718 (contribution: 0.4619);
Base RoBERTa Neg = 0.0074 (contribution: 0.285);
Base SVM Pos = 0.4513 (contribution: 0.1053);
Base RoBERTa Neu = 0.1208 (contribution: 0.0891);
Base SVM Neg = 0.1872 (contribution: 0.024)","Base NB Neg = 0.6002 (contribution: -0.0671);
Base NB Pos = 0.1714 (contribution: -0.0445);
Base VADER Compound = 0.8402 (contribution: -0.0391);
Base SVM Neu = 0.3614 (contribution: -0.0064);
Base VADER Pos = 0.12 (contribution: -0.006)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base SVM Pos, Base RoBERTa Neu, Base SVM Neg. The main opposing signal was Base NB Neg."
51,correct,"I got this as a replacement for my first Nexus case that had the magnets come loose. This one does have a sturdy magnet and clasp that won't come loose, but the cover is rather loose fitting and doesn't fold into a stand very well. I got the white case that looked great at first, but it gets dirty quickly and is hard to clean. I tried rubbing alcohol but that dulled the finish.",neg,neg,0.474,0.151,RoBERTa,"Base RoBERTa Neg = 0.694 (contribution: 0.3085);
Base RoBERTa Pos = 0.024 (contribution: 0.2082);
Base SVM Pos = 0.1461 (contribution: 0.0782);
Base VADER Compound = 0.0873 (contribution: 0.0499);
Base RoBERTa Neu = 0.282 (contribution: 0.0131)","Base NB Neu = 0.5602 (contribution: -0.0829);
Base SVM Neu = 0.5628 (contribution: -0.0275);
Base NB Pos = 0.1974 (contribution: -0.0211);
Base VADER Neg = 0.173 (contribution: -0.019);
Base SVM Neg = 0.2911 (contribution: -0.0149)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Pos, Base VADER Compound, Base RoBERTa Neu. The main opposing signal was Base NB Neu."
52,correct,Says it's for a toddler but this hat was huge,neu,neu,0.4467,0.0065,RoBERTa,"Base RoBERTa Neu = 0.5522 (contribution: 0.263);
Base VADER Compound = 0.4497 (contribution: 0.0362);
Base NB Neu = 0.4135 (contribution: 0.0258);
Base RoBERTa Neg = 0.1161 (contribution: 0.0242);
Base SVM Neu = 0.3745 (contribution: 0.0153)","Base VADER Neg = 0.0 (contribution: -0.0304);
Base VADER Pos = 0.269 (contribution: -0.0173);
Base NB Pos = 0.3246 (contribution: -0.0084);
Base NB Neg = 0.2619 (contribution: -0.006);
Base SVM Neg = 0.3451 (contribution: -0.0023)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base NB Neu, Base RoBERTa Neg, Base SVM Neu. The main opposing signal was Base VADER Neg."
53,correct,"The second novel in this series does not disappoint. We are presented with another cozy mystery, in which the characters and life in Botswana play a much more prominent role than the case itself. In most cases, I would say that this is a drawback, but McCall Smith's writing is so good, that the reader finds himself happily devouring the pages and learning about Mma Ramotswe and her entourage.Not only do we get a depiction of culture in Botswana, we get this through the colorful commentary of the characters. When I read lines like """"old Botswana morality, as everybody knew, was so plainly right"" I can't help it but break a smile. The dialogues are truly priceless, and even the thoughts of some characters, such as the evil and conniving maid of Ramotswe's fiance, are truly entertaining.Like I mentioned, there is not much emphasis on the couple of cases in which the No. 1 Ladies' Detective Agency is focusing on, but this is fine. The part that does bother me a little though, and is the reason why I am giving it 4 stars instead of 5, is that the main character reaches conclusions without us having any idea of what the reasoning was. For example, she decides someone is a bad person by looking at a picture, or she gets a clear profile of family and work of a woman she meets just by looking at her and what she is carrying. But we never know how she determined this, which is frustrating. I much rather have the logic described similar to what we get with Sherlock Holmes. Anyway, a small defect that overall does not invalidate the great appeal of this book.",pos,pos,0.5009,0.2198,RoBERTa,"Base RoBERTa Pos = 0.8276 (contribution: 0.4234);
Base RoBERTa Neg = 0.0109 (contribution: 0.282);
Base RoBERTa Neu = 0.1615 (contribution: 0.0699);
Base SVM Neg = 0.0889 (contribution: 0.0401);
Base NB Neg = 0.2172 (contribution: 0.0315)","Base SVM Neu = 0.5701 (contribution: -0.1444);
Base VADER Compound = 0.8426 (contribution: -0.0393);
Base NB Pos = 0.1981 (contribution: -0.0357);
Base VADER Neg = 0.098 (contribution: -0.0173);
Base NB Neu = 0.5847 (contribution: -0.009)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base SVM Neg, Base NB Neg. The main opposing signal was Base SVM Neu."
54,correct,If your looking for a long dress that is comfortable and different this is the one.,pos,pos,0.5997,0.4115,RoBERTa,"Base RoBERTa Pos = 0.7297 (contribution: 0.3381);
Base RoBERTa Neg = 0.0073 (contribution: 0.285);
Base NB Pos = 0.5701 (contribution: 0.0872);
Base NB Neg = 0.1806 (contribution: 0.0409);
Base VADER Neg = 0.0 (contribution: 0.0323)","Base SVM Neu = 0.384 (contribution: -0.0214);
Base VADER Compound = 0.5106 (contribution: -0.0145)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base NB Pos, Base NB Neg, Base VADER Neg. The main opposing signal was Base SVM Neu."
57,correct,Good affordable laptop ram option,pos,pos,0.6097,0.4339,RoBERTa,"Base RoBERTa Pos = 0.8202 (contribution: 0.417);
Base RoBERTa Neg = 0.0082 (contribution: 0.2843);
Base RoBERTa Neu = 0.1715 (contribution: 0.0652);
Base VADER Neg = 0.0 (contribution: 0.0323);
Base VADER Pos = 0.42 (contribution: 0.0314)","Base NB Pos = 0.2717 (contribution: -0.0114);
Base VADER Neu = 0.58 (contribution: -0.0098);
Base VADER Compound = 0.4404 (contribution: -0.0093);
Base NB Neu = 0.4133 (contribution: -0.0023)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base VADER Neg, Base VADER Pos. The main opposing signal was Base NB Pos."
59,correct,This is not on Charter's list even though the description said so.,neg,neg,0.4602,0.0655,RoBERTa,"Base RoBERTa Pos = 0.0173 (contribution: 0.2126);
Base RoBERTa Neg = 0.5772 (contribution: 0.2043);
Base VADER Compound = 0.0 (contribution: 0.069);
Base SVM Neg = 0.3897 (contribution: 0.02);
Base SVM Pos = 0.2732 (contribution: 0.0194)","Base NB Neu = 0.4766 (contribution: -0.0492);
Base RoBERTa Neu = 0.4055 (contribution: -0.0446);
Base NB Pos = 0.199 (contribution: -0.0208);
Base VADER Pos = 0.0 (contribution: -0.0172);
Base VADER Neu = 1.0 (contribution: -0.0092)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Compound, Base SVM Neg, Base SVM Pos. The main opposing signal was Base NB Neu."
60,correct,"Maybe I'm not imaginative, but most of the things this book offers are decorative items, not functional items. And they're not particularly attractive or interesting decorative items. A knitted pint glass? What FOR? I don't mind the occasional tchotchky, but these items are both silly and useless, as far as I'm concerned. There are two exceptions, a cute nightgown designed in the style of a twenties flapper dress, and a pair of ear muffs made of knitted fried eggs. If you like this kind of thing, and I don't know anyone who does, or if you like to knit and want to punish everyone you know with presents they'll hate, this is the book for you. Otherwise, stay far, far away.",neg,neg,0.654,0.5531,RoBERTa,"Base RoBERTa Neg = 0.7105 (contribution: 0.3233);
Base RoBERTa Pos = 0.0241 (contribution: 0.2082);
Base VADER Compound = -0.4764 (contribution: 0.1732);
Base SVM Pos = 0.1268 (contribution: 0.0871);
Base NB Pos = 0.5641 (contribution: 0.0501)","Base NB Neg = 0.1988 (contribution: -0.018);
Base SVM Neu = 0.4792 (contribution: -0.0166);
Base VADER Neg = 0.121 (contribution: -0.01);
Base VADER Pos = 0.125 (contribution: -0.0044)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Pos, Base NB Pos. The main opposing signal was Base NB Neg."
62,correct,"When I first read this book I thought it was interesting but it sure didn't go with what I remembered from the Bible. In my Bible study groups we had not covered Revelations that much, so I had to go look up a few things. I discovered that many of the evangelists use a Bible written by a man named Scofield. He came from a dubious background. Look him up on the internet. While in prison for forgery, he converted to Christianity, of the Darbyite influence. Anyway, he ended up writing a Bible using his interpretations of what it meant, so of course, then he has changed it to his liking.But what the authors are saying is that we, believers in Jesus, will receive this Rapture they are talking about instead of going through the tribulations, but the original Bible does not say this. So I am wondering, if Armegeddon comes, and the Christians who believe what the authors are preaching, when they don't receive this Rapture when promised, will that make them turn away from God? Is this more a Satanic than a Christian book? I don't know, but I would suggest that before you take it as gospel, that you should look a little deeper. Jesus warned of us the false prophets. One thing good about the book is that it does make one want to get right with God. You might want to read the book ""Forcing God's Hands..."" by Grace Halsell, she has written a book explaining how this evangelical belief started and what it means and it is truly scary for the people of this world.",neu,neu,0.5654,0.3427,RoBERTa,"Base RoBERTa Neu = 0.5831 (contribution: 0.2967);
Base VADER Compound = 0.9513 (contribution: 0.1718);
Base SVM Neu = 0.5538 (contribution: 0.136);
Base RoBERTa Pos = 0.0717 (contribution: 0.0583);
Base SVM Pos = 0.0994 (contribution: 0.0471)","Base NB Neu = 0.2411 (contribution: -0.0493);
Base NB Pos = 0.3479 (contribution: -0.0191);
Base VADER Neg = 0.05 (contribution: -0.0066);
Base SVM Neg = 0.3468 (contribution: -0.0026)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base SVM Neu, Base RoBERTa Pos, Base SVM Pos. The main opposing signal was Base NB Neu."
64,correct,"Great for DVD's, but bad for Wi-Fi",neg,neg,0.4846,0.0908,RoBERTa,"Base RoBERTa Pos = 0.0693 (contribution: 0.1785);
Base VADER Compound = -0.4939 (contribution: 0.177);
Base RoBERTa Neg = 0.5154 (contribution: 0.1491);
Base NB Pos = 0.4484 (contribution: 0.0276);
Base NB Neu = 0.3074 (contribution: 0.0189)","Base VADER Neg = 0.386 (contribution: -0.0562);
Base RoBERTa Neu = 0.4153 (contribution: -0.0491);
Base SVM Pos = 0.3563 (contribution: -0.0191);
Base SVM Neg = 0.2968 (contribution: -0.0129);
Base NB Neg = 0.2442 (contribution: -0.0122)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neg, Base NB Pos, Base NB Neu. The main opposing signal was Base VADER Neg."
66,correct,"Awful book! I like some of Alexandra Raife's books, but this one is awful. First there is the tease that is hinted at but not revealed. Just tell us, for pity's sake, so we can understand what is going on! Then the main male character is so unlikable that you keep hoping someone will show up who is really worth caring about. When I think of some of this author's other books, it's difficult to believe that this was even penned by her. The bad language and emotional shifts are excessive, and I don't care for the ""sex for fun with no commitment"" attitude. ""We'll just have sex and nobody will get hurt!"" What is that??? ""I want to see your naked body and make love to IT???????????????????"" A huge disappointment and I can't believe an author like Mary Stewart who has recommended this author has read this particular book.",neg,neg,0.6286,0.4783,RoBERTa,"Base RoBERTa Neg = 0.9273 (contribution: 0.5168);
Base RoBERTa Pos = 0.0057 (contribution: 0.2203);
Base RoBERTa Neu = 0.067 (contribution: 0.1135);
Base NB Pos = 0.5932 (contribution: 0.0557);
Base NB Neu = 0.2312 (contribution: 0.0495)","Base VADER Compound = 0.9109 (contribution: -0.1301);
Base NB Neg = 0.1756 (contribution: -0.0209);
Base SVM Neu = 0.4685 (contribution: -0.0152);
Base VADER Neg = 0.143 (contribution: -0.0138);
Base SVM Neg = 0.2957 (contribution: -0.0133)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base NB Pos, Base NB Neu. The main opposing signal was Base VADER Compound."
67,correct,"I didn't really care for this book at all, the plot was a little too far fetched. I didn't like Anne at all, she was too vain, obsessed with being queen and just too full of herself for my liking.I liked Horatio the best but even his character could have had a little more depth to him.I only gave this book two stars for the Monkey. If you still want to read this book, I would suggest the library.",neg,neg,0.4418,0.0031,RoBERTa,"Base RoBERTa Neg = 0.6004 (contribution: 0.2249);
Base RoBERTa Pos = 0.0364 (contribution: 0.2001);
Base VADER Compound = 0.0574 (contribution: 0.0565);
Base SVM Neg = 0.3785 (contribution: 0.016);
Base SVM Neu = 0.292 (contribution: 0.0078)","Base NB Neu = 0.5769 (contribution: -0.0896);
Base RoBERTa Neu = 0.3632 (contribution: -0.0248);
Base NB Pos = 0.2015 (contribution: -0.0203);
Base NB Neg = 0.2216 (contribution: -0.0151);
Base VADER Pos = 0.075 (contribution: -0.0095)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Neg, Base SVM Neu. The main opposing signal was Base NB Neu."
68,correct,"This is not a story. Rather it is a collection of stories about semi-related events occurring over a period of about 50 years, which in and of itself would not be such a bad thing, but East of Eden is so long! The style of Steinbeck's prose is erratic at best which, again, wouldn't be so unpleasant if East of Eden weren't trying to pass itself off as a novel. The basis of the story's symbolism is evident from the first chapter, but Steinbeck doesn't stop there. He hammers his message home with a three ton sledgehammer that is about as subtle as a train wreck. For example, each generation in East of Eden has a Cain character and an Abel character, and Steinbeck dives relatively deep when he begins the name of the corresponding characters with a ""C"" and an ""A"". That seems to be the limit of his subtlety as this bludgeoning draws slowly out over the torturous course of over seven hundred pages, finally grinding to a leadenly melodramatic finish. And yet, at the end of this gruelling road, the message is still frustratingly vague. The reader has suffered for nothing. The sporadic insertion of episodes totally unrelated to the rest of the book is reminiscent of bits of trash floating in a river of sludge from some factory's drain pipe. John Steinbeck is that factory, and in East of Eden he pumps out page after page of superficial writing. As Steinbeck would, were he writing this review, extend the metaphor beyond its use, one might even consider East of Eden a waste product from the creation of masterpieces such as The Grapes of Wrath and Tortilla Flat.I see that East of Eden might contain a modicum of interest for students of Steinbeck (I myself have researched the man and used this book to defend a thesis), but someone looking to become acquainted for the first time with the power that Steinbeck can wield would be better served by The Red Pony or one of the afore-mentioned alternatives.",neu,neu,0.5731,0.3478,RoBERTa,"Base RoBERTa Neu = 0.6307 (contribution: 0.3484);
Base NB Neu = 0.5846 (contribution: 0.1004);
Base SVM Neu = 0.4901 (contribution: 0.0931);
Base SVM Pos = 0.0325 (contribution: 0.0617);
Base NB Pos = 0.1981 (contribution: 0.0496)","Base VADER Compound = 0.1561 (contribution: -0.0431);
Base SVM Neg = 0.4774 (contribution: -0.0273);
Base NB Neg = 0.2172 (contribution: -0.0095)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base NB Neu, Base SVM Neu, Base SVM Pos, Base NB Pos. The main opposing signal was Base VADER Compound."
69,correct,This is a very good book with useful tips. I tried baking my pie on the floor of the oven like she suggests. The first time it turned out amazing. Every time since it has burned. Anyone have ideas why this happened? I have tried reducing the temperature and the crust comes out nice and golden but seems a little tougher to me.,pos,pos,0.4736,0.0971,RoBERTa,"Base RoBERTa Neg = 0.0635 (contribution: 0.2381);
Base RoBERTa Pos = 0.556 (contribution: 0.1868);
Base NB Pos = 0.4659 (contribution: 0.0528);
Base NB Neg = 0.2106 (contribution: 0.0332);
Base VADER Neg = 0.0 (contribution: 0.0323)","Base VADER Compound = 0.8275 (contribution: -0.0382);
Base RoBERTa Neu = 0.3805 (contribution: -0.0332);
Base SVM Neu = 0.3708 (contribution: -0.0126)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Pos, Base NB Neg, Base VADER Neg. The main opposing signal was Base VADER Compound."
71,correct,"For both my girls, we needed to size-up.",neu,neu,0.4854,0.1132,RoBERTa,"Base RoBERTa Neu = 0.7386 (contribution: 0.4656);
Base RoBERTa Pos = 0.1539 (contribution: 0.0405);
Base VADER Pos = 0.0 (contribution: 0.0287);
Base RoBERTa Neg = 0.1074 (contribution: 0.0251);
Base SVM Neu = 0.3588 (contribution: 0.0048)","Base VADER Compound = 0.0 (contribution: -0.0853);
Base NB Pos = 0.3746 (contribution: -0.0314);
Base VADER Neg = 0.0 (contribution: -0.0304);
Base NB Neg = 0.2645 (contribution: -0.0058);
Base SVM Pos = 0.3222 (contribution: -0.0015)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base RoBERTa Pos, Base VADER Pos, Base RoBERTa Neg, Base SVM Neu. The main opposing signal was Base VADER Compound."
74,correct,She really likes it.,pos,pos,0.5526,0.2876,RoBERTa,"Base RoBERTa Pos = 0.6788 (contribution: 0.2937);
Base RoBERTa Neg = 0.0198 (contribution: 0.2746);
Base VADER Pos = 0.508 (contribution: 0.0423);
Base VADER Neg = 0.0 (contribution: 0.0323);
Base NB Pos = 0.365 (contribution: 0.0194)","Base VADER Neu = 0.492 (contribution: -0.0144);
Base VADER Compound = 0.4754 (contribution: -0.0119);
Base SVM Neg = 0.3346 (contribution: -0.0002);
Base NB Neu = 0.3566 (contribution: -0.0001)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Pos, Base VADER Neg, Base NB Pos. The main opposing signal was Base VADER Neu."
77,correct,If i had known all it was was a patch glued to a crappy wallet id have just bought a patch and done it myself... At least i would have centered it...,neg,neg,0.4894,0.1271,RoBERTa,"Base RoBERTa Pos = 0.0473 (contribution: 0.1929);
Base VADER Compound = -0.5574 (contribution: 0.1909);
Base RoBERTa Neg = 0.4979 (contribution: 0.1334);
Base NB Neu = 0.2978 (contribution: 0.0227);
Base NB Neg = 0.4978 (contribution: 0.0202)","Base RoBERTa Neu = 0.4548 (contribution: -0.0676);
Base NB Pos = 0.2044 (contribution: -0.0198);
Base VADER Pos = 0.0 (contribution: -0.0172);
Base VADER Neg = 0.122 (contribution: -0.0101);
Base VADER Neu = 0.878 (contribution: -0.0044)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neg, Base NB Neu, Base NB Neg. The main opposing signal was Base RoBERTa Neu."
78,correct,good price quality seems great,pos,pos,0.6647,0.5904,RoBERTa,"Base RoBERTa Pos = 0.8713 (contribution: 0.4614);
Base RoBERTa Neg = 0.0131 (contribution: 0.2802);
Base RoBERTa Neu = 0.1156 (contribution: 0.0915);
Base VADER Pos = 0.7 (contribution: 0.0662);
Base NB Pos = 0.4364 (contribution: 0.043)","Base VADER Compound = 0.7906 (contribution: -0.0354);
Base VADER Neu = 0.3 (contribution: -0.0243);
Base SVM Neu = 0.3563 (contribution: -0.0031)","The meta SVM predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base VADER Pos, Base NB Pos. The main opposing signal was Base VADER Compound."
79,correct,"This is yet another book that was not written for the general public. While it does name various techniques, nowhere in it does it tell you how to do the techniques. In fact, the book says:""If you do not receive instructions from an enlightened teacher, you will not know how to set up the stove and erect the cauldron. You will not know how to build the foundation, how to gather the herbs, how to obtain the cinnibar, or how to pick the herbs at the right moment. You will not know what is the waterwheel, what is the right amount of fire, what is the union of ch'ien and k'un, what is the interaction of k'an and li, and what is the exchange of wood and metal."" [and it goes on like this for another two paragraphs]After you read the entire book, you still will not know any of the answers to these questions. This is not a tutorial or 'how to' book.",neu,neu,0.491,0.1737,RoBERTa,"Base RoBERTa Neu = 0.4456 (contribution: 0.1473);
Base SVM Neu = 0.4729 (contribution: 0.0816);
Base NB Neu = 0.5217 (contribution: 0.073);
Base RoBERTa Pos = 0.0387 (contribution: 0.0654);
Base VADER Compound = 0.5106 (contribution: 0.0527)","Base VADER Neg = 0.014 (contribution: -0.0237);
Base RoBERTa Neg = 0.5157 (contribution: -0.0174);
Base SVM Neg = 0.412 (contribution: -0.0149);
Base NB Neg = 0.2821 (contribution: -0.0045)","The meta SVM predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base SVM Neu, Base NB Neu, Base RoBERTa Pos, Base VADER Compound. The main opposing signal was Base VADER Neg."
80,correct,"The story is great, but the condition of the book was less than what I expected. All of the pages are brown and tear easily. The purchase that I selected was classified as ""new"". I was disappointed.",neg,neg,0.6044,0.4306,RoBERTa,"Base RoBERTa Neg = 0.8702 (contribution: 0.4658);
Base RoBERTa Pos = 0.0088 (contribution: 0.2182);
Base RoBERTa Neu = 0.121 (contribution: 0.0883);
Base SVM Pos = 0.2027 (contribution: 0.052);
Base VADER Compound = 0.128 (contribution: 0.041)","Base NB Neu = 0.5781 (contribution: -0.0901);
Base NB Pos = 0.1989 (contribution: -0.0208);
Base NB Neg = 0.223 (contribution: -0.0149);
Base VADER Neg = 0.102 (contribution: -0.0067);
Base VADER Pos = 0.138 (contribution: -0.0031)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base SVM Pos, Base VADER Compound. The main opposing signal was Base NB Neu."
81,correct,Requires assembly. Don't let the picture fool you. It is supposed to come already assembled. Fake product. Don't buy!,neg,neg,0.6999,0.6786,RoBERTa,"Base RoBERTa Neg = 0.8493 (contribution: 0.4472);
Base VADER Compound = -0.7424 (contribution: 0.2313);
Base RoBERTa Pos = 0.0114 (contribution: 0.2165);
Base RoBERTa Neu = 0.1393 (contribution: 0.0798);
Base NB Neu = 0.2537 (contribution: 0.0405)","Base VADER Neg = 0.27 (contribution: -0.036);
Base NB Pos = 0.1684 (contribution: -0.0268);
Base VADER Pos = 0.0 (contribution: -0.0172)","The meta SVM predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base VADER Compound, Base RoBERTa Pos, Base RoBERTa Neu, Base NB Neu. The main opposing signal was Base VADER Neg."
