row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_individual_feature,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
56,wrong,"I read this book many years ago when I was 13 or 14 so my memory is a little fuzzy on the details, but I remember it made a huge impression on me at the time. I saw the movie and that is what originally inspired me to read the book, but there is a lot more to the book than just the love story that was portrayed in the movie. There is a lot of political and social history presented in the novel, but not so much that it overwhelms the reader. The story and the history are balanced very well. The main character strives to do well and survive against the odds, which was inspirational despite the fact that so many unfortunate incidents happened to him.",neu,pos,0.7011,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.0069 (SHAP contribution: 0.9428);
Enhanced RoBERTa Pos = 0.8038 (SHAP contribution: 0.3622);
Enhanced VADER Compound = 0.9731 (SHAP contribution: 0.0579);
Enhanced NB Pos = 0.4504 (SHAP contribution: 0.0459);
Enhanced SVM Neu = 0.3697 (SHAP contribution: 0.0158)","Enhanced SVM Pos = 0.3062 (SHAP contribution: -0.0792);
Enhanced VADER Neg = 0.045 (SHAP contribution: -0.0454);
Enhanced NB Neg = 0.1938 (SHAP contribution: -0.0431);
Enhanced SVM Neg = 0.324 (SHAP contribution: -0.0207);
Enhanced VADER Pos = 0.199 (SHAP contribution: -0.0165)","The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced NB Pos, Enhanced SVM Neu. The main opposing signal was Enhanced SVM Pos."
61,wrong,"I purchased this in 2013. It was easy to set up and has worked great since then. Only issue is when the display is out of it's dock it will sometimes lock up and require a restart to get the functions to work again. Also, none of the administrative functions work while it is in the dock, have to remove from dock to do anything. Now, here we are in the latter part of 2017 and I can no longer access the system on my iPhone because Uniden had not issued any upgrades that will allow their system to work with IOS 11. Trying to contact Uniden but like so many companies these days they hide their contact information so that you either spend way too much time to find it, or you never find it, which means they don't have to help many people, just sell a product and write it off.",pos,neg,0.7564,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.6496 (SHAP contribution: 0.6481);
Enhanced VADER Pos = 0.058 (SHAP contribution: 0.1583);
Enhanced SVM Pos = 0.2375 (SHAP contribution: 0.12);
Enhanced RoBERTa Pos = 0.0354 (SHAP contribution: 0.088);
Enhanced NB Neu = 0.2082 (SHAP contribution: 0.0864)","Enhanced VADER Compound = 0.3946 (SHAP contribution: -0.0382);
Enhanced NB Neg = 0.6205 (SHAP contribution: -0.0258)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced VADER Pos, Enhanced SVM Pos, Enhanced RoBERTa Pos, Enhanced NB Neu. The main opposing signal was Enhanced VADER Compound."
63,wrong,"I have two of these that I'll be returning. The menu functions require about an hour of training. Between the three buttons and power button, it's a puzzle trying to figure out which buttons do what, and how long you have to hold down which button for 1, 2 or 5 seconds to make something happen. Aside from that, I wouldn't have been rating this a bad product if it wasn't for what followed. I hooked one up for a day, and noticed that the time stamp seemed to fall back about 2 minutes every hour. GPS function is a non-existent joke. It simply doesn't work. It did manage to locate where I parked my car, and after that reported everywhere I went at the same location. The time stamp started to jam after 4 hours of use, and after another hour, the camera stopped recording all together losing the last hour of my drive. I'm not sure why it has any sort of built in power source, as it gets about 2 minutes on a full charge before shutting off. Again, I can deal with the power deficiency issue, and complicated menu, the lack of a working GPS, and even the time stamp, but when it just decided to stop recording I'm not seeing the point in having it. I also noticed after taking the time to read the reviews this is a cheap dysfunctional copy of a real product. 09/04/2014 Just an update. I mentioned I purchased two. For kicks and grins I tried the other one today and everything seems to work fine. It is still a little cheap, and difficult to move around the menus, but I admit the other one had to be really screwed up. The GPS on the new one works as well. I'd update the review to three stars from one. I'd give it four stars for overall value if the first one had worked.",neu,neg,0.7154,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.6744 (SHAP contribution: 0.636);
Enhanced RoBERTa Pos = 0.0218 (SHAP contribution: 0.3513);
Enhanced VADER Pos = 0.044 (SHAP contribution: 0.1583);
Enhanced VADER Compound = -0.7806 (SHAP contribution: 0.1253);
Enhanced SVM Pos = 0.183 (SHAP contribution: 0.12)","Enhanced VADER Neu = 0.887 (SHAP contribution: -0.0333);
Enhanced NB Neg = 0.485 (SHAP contribution: -0.0258);
Enhanced SVM Neu = 0.3781 (SHAP contribution: -0.0154)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Pos, Enhanced VADER Compound, Enhanced SVM Pos. The main opposing signal was Enhanced VADER Neu."
64,wrong,"Great for DVD's, but bad for Wi-Fi",neg,neu,0.5663,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4311 (SHAP contribution: 0.1948);
Enhanced NB Neu = 0.444 (SHAP contribution: 0.1046);
Enhanced VADER Neg = 0.386 (SHAP contribution: 0.0947);
Enhanced RoBERTa Neg = 0.4934 (SHAP contribution: 0.085);
Enhanced NB Neg = 0.2142 (SHAP contribution: 0.0733)","Enhanced NB Pos = 0.3419 (SHAP contribution: -0.1088);
Enhanced VADER Compound = -0.4939 (SHAP contribution: -0.0693);
Enhanced SVM Pos = 0.4906 (SHAP contribution: -0.0624);
Enhanced SVM Neu = 0.3139 (SHAP contribution: -0.0576);
Enhanced VADER Neu = 0.407 (SHAP contribution: -0.0406)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced NB Neu, Enhanced VADER Neg, Enhanced RoBERTa Neg, Enhanced NB Neg. The main opposing signal was Enhanced NB Pos."
65,wrong,Too small for my child's head,neu,neg,0.8196,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.8162 (SHAP contribution: 0.6355);
Enhanced RoBERTa Pos = 0.013 (SHAP contribution: 0.3618);
Enhanced VADER Pos = 0.0 (SHAP contribution: 0.1583);
Enhanced VADER Compound = 0.0 (SHAP contribution: 0.1253);
Enhanced SVM Pos = 0.1998 (SHAP contribution: 0.1044)","Enhanced NB Neu = 0.4641 (SHAP contribution: -0.0579);
Enhanced NB Neg = 0.2355 (SHAP contribution: -0.0431);
Enhanced SVM Neu = 0.3656 (SHAP contribution: -0.0154)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Pos, Enhanced VADER Compound, Enhanced SVM Pos. The main opposing signal was Enhanced NB Neu."
69,wrong,This is a very good book with useful tips. I tried baking my pie on the floor of the oven like she suggests. The first time it turned out amazing. Every time since it has burned. Anyone have ideas why this happened? I have tried reducing the temperature and the crust comes out nice and golden but seems a little tougher to me.,pos,neu,0.4989,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.372 (SHAP contribution: 0.1898);
Enhanced SVM Neu = 0.3887 (SHAP contribution: 0.1395);
Enhanced RoBERTa Neg = 0.0554 (SHAP contribution: 0.1173);
Enhanced VADER Compound = 0.8275 (SHAP contribution: 0.0673);
Enhanced VADER Pos = 0.181 (SHAP contribution: 0.0571)","Enhanced VADER Neg = 0.0 (SHAP contribution: -0.0668);
Enhanced SVM Pos = 0.4274 (SHAP contribution: -0.054);
Enhanced SVM Neg = 0.1839 (SHAP contribution: -0.0174);
Enhanced RoBERTa Pos = 0.5726 (SHAP contribution: -0.0112);
Enhanced NB Pos = 0.459 (SHAP contribution: -0.0106)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced SVM Neu, Enhanced RoBERTa Neg, Enhanced VADER Compound, Enhanced VADER Pos. The main opposing signal was Enhanced VADER Neg."
70,wrong,"I took a trip to Thailand and was appalled at what I saw, from the filth and smut to the rampant corruption, prostitution, and hideous architecture. And through it all was the ever-present face of THE KING, hundreds of feet tall on skyscrapers, in subways, on office buildings, billboards...everywhere. Say anything critical of him and you're in big trouble.So my question going into this book was: How much is the King responsible for the Thailand that I experienced? For the innumerable narratives of abuse and extortion at the hands of government officials and one of the world's most deplorable legal systems?My answer after reading much of this book is that the King, even if not directly responsible for all that is foul in Thailand, is a huge power player in the utterly fragmented, rudderless, and byzantine world of this Southeast Asian power. His throne and the hold in which it has over his people, would seem anything but democratic -- as the king himself, in his own words, does not truly believe in the concept. I think we are seeing that play out to this day. Like all monarchs, the takeaway is that he is interested in retaining the power of the throne at all costs, and then implementing public works as a ""gift"" to his people. It's like entering the middle ages.Most fascinating and dizzying of all is that this is all perpetrated in the name of Buddhism, of creating a community of well being and dharma for an entire society. This is one of the most indicting statements I have ever heard against Buddhist precepts, and shows how that religion just like any other can be manipulated for the retention of power by a monarchy. It's actually quite a straightforward story that's played itself over time and again in human history, but the Buddhist and particularly the Hindu notions of royalty give this chapter in human domination a mephitic whiff all of its own. My hat's off to Handley for describing much of this insanely complex power brokering from its origins, but in its play-by=play analysis the book cannot help but be a dense, tiresome slog.But the question remains -- without the King, would Thailand look something more like Burma or Cambodia? A scary thought to be sure.",neu,neg,0.6054,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.9035 (SHAP contribution: 0.7009);
Enhanced RoBERTa Pos = 0.0053 (SHAP contribution: 0.3773);
Enhanced RoBERTa Neu = 0.0912 (SHAP contribution: 0.0844)","Enhanced SVM Pos = 0.422 (SHAP contribution: -0.1276);
Enhanced VADER Compound = 0.9663 (SHAP contribution: -0.1149);
Enhanced VADER Pos = 0.105 (SHAP contribution: -0.0855);
Enhanced SVM Neg = 0.1881 (SHAP contribution: -0.0535);
Enhanced VADER Neu = 0.843 (SHAP contribution: -0.0434)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced RoBERTa Neu. The main opposing signal was Enhanced SVM Pos."
72,wrong,"Wanted to update my 4 year old Sony TX630 with SSD. I read here, read there, finally ordered this MTRON drive and then the next evening found an obscure link with a better photo and it clearly showed that ZIF wasn't compatible with the microATA50 Toshiba Drives used in Sonys. I didn't open the OEM box when it came. I wrote Jonny at Rocket Disk and he said they'll restock it for a modest fee so its on its way back. I am writing this as a precaution to buyers who are unsure - the error will cost ya. My Bad. BUT, today, I found conics.net has an SSD that WILL work, similar price range. Too bad they're not on AMAZON.",pos,neg,0.6971,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.679 (SHAP contribution: 0.6259);
Enhanced RoBERTa Pos = 0.0207 (SHAP contribution: 0.3513);
Enhanced VADER Pos = 0.031 (SHAP contribution: 0.1673);
Enhanced VADER Compound = -0.862 (SHAP contribution: 0.1253);
Enhanced SVM Pos = 0.2316 (SHAP contribution: 0.12)","Enhanced SVM Neg = 0.3241 (SHAP contribution: -0.0498);
Enhanced VADER Neu = 0.85 (SHAP contribution: -0.0434);
Enhanced SVM Neu = 0.4443 (SHAP contribution: -0.0046)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Pos, Enhanced VADER Compound, Enhanced SVM Pos. The main opposing signal was Enhanced SVM Neg."
73,wrong,The chest area of the dress was quite large. I decided to size up like I usually do with online purchases and it fit perfectly at my waist but the chest area was much to large even with the adjustable straps. I am a 34 DD and had this problem. It also has a very low back which is hard to wear a bra with!!!,pos,neu,0.5107,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4412 (SHAP contribution: 0.1929);
Enhanced NB Neu = 0.4828 (SHAP contribution: 0.1117);
Enhanced RoBERTa Neg = 0.5089 (SHAP contribution: 0.0849);
Enhanced NB Pos = 0.2324 (SHAP contribution: 0.0792);
Enhanced VADER Neg = 0.126 (SHAP contribution: 0.0729)","Enhanced SVM Neu = 0.2957 (SHAP contribution: -0.2249);
Enhanced VADER Compound = -0.4316 (SHAP contribution: -0.0374);
Enhanced VADER Neu = 0.736 (SHAP contribution: -0.0369);
Enhanced SVM Neg = 0.4397 (SHAP contribution: -0.0295);
Enhanced RoBERTa Pos = 0.0499 (SHAP contribution: -0.005)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced NB Neu, Enhanced RoBERTa Neg, Enhanced NB Pos, Enhanced VADER Neg. The main opposing signal was Enhanced SVM Neu."
75,wrong,"SPOILER ALERT, SPOILER ALERT!Annakin Skywalker becomes Darth Vadar! oh yeah, everyone already knew that.my only disappointment with this book; no scenes on the wookie homeworld. it's my understanding it is shown and featured in the movie, yet nothing in these pages other than ""yep, Yoda went there and escaped thanks to Bail Organa.""still, this is a fine read.",pos,neu,0.5751,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4248 (SHAP contribution: 0.2045);
Enhanced RoBERTa Neg = 0.4993 (SHAP contribution: 0.0918);
Enhanced VADER Neg = 0.082 (SHAP contribution: 0.0752);
Enhanced SVM Pos = 0.3886 (SHAP contribution: 0.0714);
Enhanced VADER Pos = 0.156 (SHAP contribution: 0.0438)","Enhanced SVM Neu = 0.2186 (SHAP contribution: -0.2472);
Enhanced RoBERTa Pos = 0.0758 (SHAP contribution: -0.0112);
Enhanced SVM Neg = 0.3929 (SHAP contribution: -0.0073)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced RoBERTa Neg, Enhanced VADER Neg, Enhanced SVM Pos, Enhanced VADER Pos. The main opposing signal was Enhanced SVM Neu."
76,wrong,"He says something as if it is in ""quotation marks,"" in EVERY sentence. Who talks like that? Gets to be distracting.Also, he references ""study after study"" frequently, but I would love to hear him cite a study.My main gripe with him is his speaking habit of quoting one-third to one-half of each sentence. You'll know what I mean when you listen to him speak about ANYTHING. No other speaker does this.",neg,neu,0.5537,Enhanced RoBERTa Neu,Naive Bayes,"Enhanced RoBERTa Neu = 0.3217 (SHAP contribution: 0.1513);
Enhanced SVM Neu = 0.5743 (SHAP contribution: 0.1346);
Enhanced NB Neu = 0.5576 (SHAP contribution: 0.1122);
Enhanced NB Pos = 0.2587 (SHAP contribution: 0.0821);
Enhanced VADER Compound = 0.7469 (SHAP contribution: 0.0497)","Enhanced VADER Neg = 0.037 (SHAP contribution: -0.0285);
Enhanced SVM Pos = 0.2397 (SHAP contribution: -0.0235);
Enhanced SVM Neg = 0.186 (SHAP contribution: -0.0037);
Enhanced RoBERTa Neg = 0.6398 (SHAP contribution: -0.0007)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was Naive Bayes. The top supporting features were Enhanced RoBERTa Neu, Enhanced SVM Neu, Enhanced NB Neu, Enhanced NB Pos, Enhanced VADER Compound. The main opposing signal was Enhanced VADER Neg."
85,wrong,It's comfy but the shirt keeps coming up,pos,neu,0.433,Enhanced RoBERTa Neu,Naive Bayes,"Enhanced RoBERTa Neu = 0.6153 (SHAP contribution: 0.1228);
Enhanced NB Neu = 0.63 (SHAP contribution: 0.1223);
Enhanced NB Pos = 0.1707 (SHAP contribution: 0.0982);
Enhanced NB Neg = 0.1993 (SHAP contribution: 0.071);
Enhanced RoBERTa Neg = 0.2265 (SHAP contribution: 0.059)","Enhanced VADER Compound = 0.0 (SHAP contribution: -0.0823);
Enhanced VADER Neg = 0.0 (SHAP contribution: -0.0614);
Enhanced SVM Neu = 0.3305 (SHAP contribution: -0.057);
Enhanced VADER Neu = 1.0 (SHAP contribution: -0.0499);
Enhanced VADER Pos = 0.0 (SHAP contribution: -0.0399)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was Naive Bayes. The top supporting features were Enhanced RoBERTa Neu, Enhanced NB Neu, Enhanced NB Pos, Enhanced NB Neg, Enhanced RoBERTa Neg. The main opposing signal was Enhanced VADER Compound."
86,wrong,Cute but not look good on me and little small,neu,neg,0.5549,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.6748 (SHAP contribution: 0.6135);
Enhanced RoBERTa Pos = 0.0312 (SHAP contribution: 0.2006);
Enhanced VADER Compound = -0.2753 (SHAP contribution: 0.1419);
Enhanced SVM Pos = 0.1516 (SHAP contribution: 0.1044);
Enhanced RoBERTa Neu = 0.294 (SHAP contribution: 0.0844)","Enhanced VADER Pos = 0.153 (SHAP contribution: -0.1228);
Enhanced NB Neu = 0.7231 (SHAP contribution: -0.066);
Enhanced SVM Neg = 0.129 (SHAP contribution: -0.0535);
Enhanced NB Neg = 0.133 (SHAP contribution: -0.0394);
Enhanced SVM Neu = 0.7194 (SHAP contribution: -0.0046)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced SVM Pos, Enhanced RoBERTa Neu. The main opposing signal was Enhanced VADER Pos."
88,wrong,Work for our PS4 but are fragile.,neg,neu,0.4088,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.5562 (SHAP contribution: 0.1109);
Enhanced VADER Neg = 0.381 (SHAP contribution: 0.0803);
Enhanced RoBERTa Neg = 0.3666 (SHAP contribution: 0.0636);
Enhanced NB Neg = 0.2266 (SHAP contribution: 0.0364);
Enhanced SVM Neg = 0.3566 (SHAP contribution: 0.0133)","Enhanced VADER Compound = -0.5719 (SHAP contribution: -0.0823);
Enhanced VADER Neu = 0.619 (SHAP contribution: -0.0549);
Enhanced SVM Neu = 0.3409 (SHAP contribution: -0.0355);
Enhanced VADER Pos = 0.0 (SHAP contribution: -0.0347);
Enhanced NB Pos = 0.4516 (SHAP contribution: -0.0325)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced VADER Neg, Enhanced RoBERTa Neg, Enhanced NB Neg, Enhanced SVM Neg. The main opposing signal was Enhanced VADER Compound."
94,wrong,"Decent quality for tracking, they work",neu,pos,0.4931,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.013 (SHAP contribution: 0.8947);
Enhanced RoBERTa Pos = 0.7627 (SHAP contribution: 0.2989);
Enhanced SVM Neu = 0.3626 (SHAP contribution: 0.0433);
Enhanced VADER Neg = 0.0 (SHAP contribution: 0.0185)","Enhanced RoBERTa Neu = 0.2244 (SHAP contribution: -0.2068);
Enhanced SVM Pos = 0.2571 (SHAP contribution: -0.14);
Enhanced VADER Compound = 0.0 (SHAP contribution: -0.0845);
Enhanced NB Pos = 0.2535 (SHAP contribution: -0.0646);
Enhanced NB Neg = 0.4723 (SHAP contribution: -0.0521)","The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced SVM Neu, Enhanced VADER Neg. The main opposing signal was Enhanced RoBERTa Neu."
97,wrong,"chain isn't the best ""fake"" quality but the charm is cute and unique. I just put it on another one of my chains.",pos,neu,0.6263,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4468 (SHAP contribution: 0.2044);
Enhanced NB Neu = 0.4509 (SHAP contribution: 0.1063);
Enhanced SVM Neu = 0.3703 (SHAP contribution: 0.0863);
Enhanced RoBERTa Neg = 0.0408 (SHAP contribution: 0.0842);
Enhanced VADER Neg = 0.076 (SHAP contribution: 0.0677)","Enhanced VADER Pos = 0.263 (SHAP contribution: -0.075);
Enhanced VADER Neu = 0.661 (SHAP contribution: -0.0461);
Enhanced RoBERTa Pos = 0.5124 (SHAP contribution: -0.0112);
Enhanced SVM Pos = 0.2717 (SHAP contribution: -0.0076);
Enhanced NB Pos = 0.2913 (SHAP contribution: -0.0013)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced NB Neu, Enhanced SVM Neu, Enhanced RoBERTa Neg, Enhanced VADER Neg. The main opposing signal was Enhanced VADER Pos."
99,wrong,"These sit on your ears (they do not ""cup"" the ears) but are very comfortable. They are not very loud which concerns me.",neu,pos,0.4185,Enhanced RoBERTa Neu,VADER,"Enhanced RoBERTa Neu = 0.5873 (SHAP contribution: 0.2182);
Enhanced VADER Compound = 0.7086 (SHAP contribution: 0.0538);
Enhanced SVM Neu = 0.2457 (SHAP contribution: 0.0357);
Enhanced VADER Neg = 0.0 (SHAP contribution: 0.0238);
Enhanced VADER Neu = 0.818 (SHAP contribution: 0.009)","Enhanced RoBERTa Neg = 0.1191 (SHAP contribution: -0.1551);
Enhanced SVM Pos = 0.2314 (SHAP contribution: -0.1387);
Enhanced NB Neg = 0.4825 (SHAP contribution: -0.0521);
Enhanced SVM Neg = 0.5229 (SHAP contribution: -0.0177);
Enhanced NB Pos = 0.2951 (SHAP contribution: -0.0016)","The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was VADER. The top supporting features were Enhanced RoBERTa Neu, Enhanced VADER Compound, Enhanced SVM Neu, Enhanced VADER Neg, Enhanced VADER Neu. The main opposing signal was Enhanced RoBERTa Neg."
100,wrong,The pattern is not the same as the model! But the bathing suit is still cute. Fits pretty well and has padding that can be removed. I got a small and I weigh 125 pounds I'm 57 and I'm at 32A,neg,pos,0.4606,Enhanced RoBERTa Neg,VADER,"Enhanced RoBERTa Neg = 0.0651 (SHAP contribution: 0.1142);
Enhanced SVM Pos = 0.3676 (SHAP contribution: 0.0875);
Enhanced VADER Compound = 0.9051 (SHAP contribution: 0.079);
Enhanced NB Neg = 0.3544 (SHAP contribution: 0.075);
Enhanced RoBERTa Pos = 0.4746 (SHAP contribution: 0.0496)","Enhanced RoBERTa Neu = 0.4603 (SHAP contribution: -0.0846);
Enhanced NB Pos = 0.2601 (SHAP contribution: -0.0769);
Enhanced SVM Neg = 0.3254 (SHAP contribution: -0.0177)","The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was VADER. The top supporting features were Enhanced RoBERTa Neg, Enhanced SVM Pos, Enhanced VADER Compound, Enhanced NB Neg, Enhanced RoBERTa Pos. The main opposing signal was Enhanced RoBERTa Neu."
101,wrong,Fahrenheit 451 was a disappointing book for a reader who is not an avid science fiction lover. This book is very difficult to read. The correctors a sometimes very confusing to understand. The setting is also very hard to have a visual picture. Although the plot is very good the way that it is described is hard to understand. I think if you are a science fiction lover that you would like this book. But if you sometimes like to read science fiction you will not like this because you have to be a huge science fiction lover to like this. I also think you need to be above the 6th grade or a very advanced reader.,neg,neu,0.5702,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.4042 (SHAP contribution: 0.1849);
Enhanced VADER Compound = 0.9711 (SHAP contribution: 0.0869);
Enhanced RoBERTa Neg = 0.5469 (SHAP contribution: 0.0807);
Enhanced VADER Neg = 0.074 (SHAP contribution: 0.0751);
Enhanced SVM Neu = 0.3669 (SHAP contribution: 0.0637)","Enhanced NB Pos = 0.3079 (SHAP contribution: -0.1473);
Enhanced VADER Neu = 0.701 (SHAP contribution: -0.0425);
Enhanced NB Neg = 0.332 (SHAP contribution: -0.0317);
Enhanced VADER Pos = 0.225 (SHAP contribution: -0.0201);
Enhanced RoBERTa Pos = 0.0489 (SHAP contribution: -0.0112)","The meta XGBoost model predicted 'neu' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced VADER Compound, Enhanced RoBERTa Neg, Enhanced VADER Neg, Enhanced SVM Neu. The main opposing signal was Enhanced NB Pos."
104,wrong,This is a must read for any followers of Machiavellian prince apples. Prawns and other Wannabees may discover knew uses for ancient manipulative Phycodian garble de spooks. Dat auld white majick sin four skin. Hal Zwingi,neg,pos,0.4149,Enhanced RoBERTa Neu,RoBERTa,"Enhanced RoBERTa Neu = 0.5263 (SHAP contribution: 0.163);
Enhanced SVM Neg = 0.1256 (SHAP contribution: 0.1451);
Enhanced RoBERTa Neg = 0.0804 (SHAP contribution: 0.089);
Enhanced SVM Pos = 0.5484 (SHAP contribution: 0.0757);
Enhanced RoBERTa Pos = 0.3934 (SHAP contribution: 0.0489)","Enhanced VADER Compound = -0.5574 (SHAP contribution: -0.0807);
Enhanced VADER Pos = 0.0 (SHAP contribution: -0.0573);
Enhanced VADER Neg = 0.096 (SHAP contribution: -0.035);
Enhanced NB Neg = 0.2295 (SHAP contribution: -0.0312);
Enhanced VADER Neu = 0.904 (SHAP contribution: -0.0203)","The meta XGBoost model predicted 'pos' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced SVM Neg, Enhanced RoBERTa Neg, Enhanced SVM Pos, Enhanced RoBERTa Pos. The main opposing signal was Enhanced VADER Compound."
105,wrong,It was suppose to be Prime but it took 3 weeks to get here!! I did not like it one bit! The size ran small!!,neu,neg,0.8101,Enhanced RoBERTa Neg,RoBERTa,"Enhanced RoBERTa Neg = 0.9151 (SHAP contribution: 0.6373);
Enhanced RoBERTa Pos = 0.0079 (SHAP contribution: 0.3513);
Enhanced VADER Pos = 0.0 (SHAP contribution: 0.1583);
Enhanced VADER Compound = -0.8192 (SHAP contribution: 0.1253);
Enhanced SVM Pos = 0.1712 (SHAP contribution: 0.12)","Enhanced NB Neg = 0.5205 (SHAP contribution: -0.0407);
Enhanced SVM Neu = 0.3978 (SHAP contribution: -0.0154)","The meta XGBoost model predicted 'neg' mainly because the strongest individual supporting feature was Enhanced RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Pos, Enhanced VADER Compound, Enhanced SVM Pos. The main opposing signal was Enhanced NB Neg."
