Text,Sentiment
"This book is about a group of kids who discover that their substitute teacher is not only a football player for the town team but the bogeyman. While there real teacher {who they think is a vampire} is sick they, they have a very strange sub teacher.He is tall with large muscle and always wears dark clothes. When a certain kid doesn't do his homework the teacher says he will get him and that night the boy couldn't sleep because there was a strange noise under his bed. His friends thought nothing of it until kids all over the school were scared to sleep. They went to a football game and snuck into the locker room to snoop through the teacher's locker. When they discover his secret he disappears and the regular teacher comes back to school.Debbie Dadey and Marcia Thornton wrote this book",neg
"This is a pretty loose knit, so it's not as snug as I would have liked. As such, I imagine they will stretch out eventually. They are warm though.",neu
"yea...a few others said the same, but its cute and hangs long...also had a difficult time trying to make it keep time, still cute though",neu
These seem to be very well made and work great.,pos
Best tanks ever. Ordered size small very flattering,pos
"I just got done reading this book. It was a great suspense/mystery book at first. However, the characters were not well developed and the plots were never finished. The ending leaves the reader wondering ""Why?"" and ""How?"". I was very disappointed because when you spend your time reading a 470 page book, you expect it to actually be worthwhile at the end and actually come to a closure. Well, this one wasn't and didn't. I have never read any other of Susan Sloan's books, and I doubt I ever will. I am very disappointed to say the least.",neg
"This necklace is great, but not what I thought I was getting. It's a bright silver, whereas the picture seems dark, like pewter. Bought it for my husband, and I'm sure he would have liked it more if it weren't so bright.",neu
"We got this suit yesterday. Fast shipping and the costume is so cool. However, the seams are opening on the hands, zipper , fingers and some on the legs. I don't know how I will get it off my son to return it.",neg
"Quality wasn't bad, but I ordered the white one and it was more of a lilac color. I Needed white for family photos, so I had to return it. If you're looking for a white shirt do NOT order this one.",neu
"I found the dialogue laughable when Mr. Woods didn't intend it to be. The climax lasted about two pages. I figured out the ""secret"" of the twins before I was halfway through the book. There was so much fluff in this book that had nothing to do with the central plot that at the end I felt like I had been snookered into reading 300+ pages for a plot that actually took up maybe 50 pages. It took a willing suspension of disbelief to believe the villian turned into a vicious serial killer simply because his wife left him while he was on steroids. The cops in this book were comical characatures whose detective and interview skills matched that of a 10 year old. Mr. Woods should read a Michael Connelly novel before he tries writing cop scenes again. Woods is hit or miss and this was one of Woods' worst books. Stick with Chiefs and White Cargo. I read this book based on the reviews posted here and I was really, really disappointed.",neg
THE PLAYER IS SO EXTREMELY EXPENSIVE AND LACKS IMPORTANT FEATURES,neg
"Readers will either love or hate Margaret Coit's Pulitzer Prize winning biography on John C. Calhoun. Coit has a very vivid style and sometimes she comes dangerously close to crossing the line into writing fiction (such as when she enters the mind of a dying Calhoun and offers a series of flashback sketches). She offers a generally interesting biography even if she gets bogged down in anecdotal stories and speculations (including the annoying Lincoln was Calhoun's illegitimate son story). This is the most accessible biography of Calhoun which does redeem some of its flaws. Still while Coit does offer a solid narrative of Calhoun's long and often tempestuous political career and is better than some of Calhoun's other biographers on sections of his life (including his home life at Fort Hill), the book fails in offering a good analysis of Calhoun as a political theorist. However if someone wants a good account of Calhoun's political and home life without dozing off, Coit's book is a good place to start.",neu
Its cute. Came packaged nicely. Definitely order at least 2 sizes up. Glad I read the reviews before I ordered. I only went up 1 size....its doable.,pos
"This swimsuit is so adorable! I love the iridescent colors of the bottom and the tail. The tail works as a perfect cover up and it's fun for my 4 year old. I gave this 4 our of 5 stars because the bottoms are a bit large and my daughter does not like the tail when it is wet. Because it is made of polyester, the tail clings horribly which my daughter does not like and refuses to wear it any longer.",neu
"Last night I finished reading this tremendous novel. I recently found it on my mother's bookshelf, and began reading it prior to her passing...I finished after she passed away. Reading this book has helped me to understand better what motivated her--and subsequently, the values upon which I was raised. I found particularly intruiging (but I do not at this time fully understand why) the fact that this novel was published in 1966...and Dr. King was murdered in 1968. This is a powerful work and is a 'must read', especially for black youth. It is also a 'must read' for opponents of reparations to black americans for slavery in america. Through this work, perhaps these opponents can come to some understanding of the legacy that slavery leaves, and still lingers on black americans. Probably, this is too much too hope for. THANK YOU ANN FAIRBAIN!",pos
I did finish this book but only because was sick and in bed. It does not have any real storyline. I do like to read historical books but I am not a big fan of romance. This was more meddling a bickering than I can usualy bear. I would definitely not recommend this book to any of my friends. Deleted from my kindle.,neg
"I bought this since 2013, I think or earlier ...",neu
"Junk, avoid, they melt while soldering.",neg
"This one read more or less like a theology text with a detective story thrown in there for laughs. Or so it seems at some points, when the author breaks away from the narrative and explores what's going on in the title character's ""mind."" Some of the angelology in here is a little bit questionable, in my opinion: the logic behind the Ten Commandments being given to humans and not angels is more than a little slim. On the other hand, this novel does make for a decent evening's reading. Decent is the best I can say, because some of the plot twists are evident a chapter or two ahead of where the author springs them on you. There was more than one occasion when I got into a chapter having been told something I already figured out a couple of chapters previously. If you're into thrillers with a spiritual bent, check this out for what it's worth. Just be warned: this one is the literary equivalent of a Whopper with fries and a Sprite: lots of empty calories. If that's all you want, you won't be disappointed.",neu
Keychain is literally the size of a pinky. Not worth the price.,neg
"Eternity Row stars the super-bio-engineered doctor Cherijo, her standoffish husband Duncan Reever, and now the latest addition, Cherijo's daughter Maril.This latest installment was by far the weakest in the series. As we found out in the last four novels, Cherijo was bio-engineered by her demented father/brother to be the perfect wife (erk). Fortunately, this book fortunately gives the demented father/brother character Joe Grey Veil a rest, and concentrates on Cherijo.Cherijo and Duncan have had a child (see Shockball) cliff hanger. The child, Maril is precocious, gifted, and as annoying as can be, talking in 'baby talk' throughout the book. She manages to be underfoot at every opportunity, taking Eternity Row into new levels of corniness. Duncan Reever, usually cool-headed, becomes a testosterone crazed fiend in this novel, slathering Cherijo with a 'romance novel' level of protectiveness and ordering her about in uncharacteristic fashion.As usual, Cherijo is impervious to harm, as she bludgeons the readers (and the rest of the galaxy) with her own version of doctoring and philosophy. (While I love these books, I think the author may have painted herself into a a corner with this character by making her all-perfect, all-powerful, and just plain TOO superhuman). As it is, there is nothing Cherijo cannot do. From discovering cures for an STD(last novel), to solving interplanetary incidents. Cherijo is not only smarter than everyone, she is tougher, stronger, and knows what's best for everyone too. Please.While I liked Eternity Row, I felt the novel ending was a tad contrived. I disliked the baby-talk which the author used as a speech device for Cherijo's child. Scratch that, I also disliked the child as a plot device. Whatever happened to Cherijo's protestations that she 'just wasn't maternal?' And who in their right mind would produce a child with a stalker like Joe Grey Veil loose? I also felt the cast of characters needs to be parred down some, and some minor plot threads should've been resolved, such as Ilona... Etc. Overall, this was a okay read, but with all the 'pairing up' that goes on in this novel, I began to feel like I was reading a Romance Novel, rather than Sci Fi.I recommend this for readers of the other books, but it definitely was the weakest in the series.",neu
"The top was full coverage like I wanted. The bottoms were not what I was looking for though. They showed too much cheek, and were not as high waisted as I hoped. Cute pattern though!Ordered: size mediumHeight: 5'5""Weight: 125 lbsBust: 36C",neu
"This was not a grey bag like I thought I had ordered. Instead, it was a weird metallic color that looked really cheap. The quality is horrible and the gold pieces are chipped. Defiantly not able to bring this into the office like I hoped. I had really high hopes for this, but I'm left incredibly disappointed. Will be returning it asapEDIT: On the same day of my original review, the seller reached out to me immediately apologizing for not living up to my expectations.They already refunded my purchase which I appreciated, however I wished they had just sent me a good quality bag to begin with. I have added a star for their customer service. They need to either make their bags look like their photos or take photos accurately representing the product they send.",neg
"Works, but is poorly manufactured",neu
Very comfortable. The pads are thick so they show through clothes but they're removable. Fits a little big but has adjustable straps. Would definitely recommend.,pos
Perfect sizeGood qualityPerfect gift for new driversOr Crazy drivers. ☺,pos
"Winter Moon is not a good read. The first few chapters gets you going but it's slow moving from there on. I won't give anything away, but it's not Dean Koontz best.",neg
"As someone who can only read Danielle Steele once a year, I found this book a good summer read. Its quick, not too involved and just enough romance to keep your interest. The main character although suffering some of life's heartaches isn't bombarded with them like many of Steele's other leading characters. I also liked the touch of history throughout the book because you know how that's going to work out. What Steele does nicely in this book is that she keeps you guessing as to how the true facts will impact on the lives of the main characters. All in all if you're planning to sit by the pool or beach, you won't be disappointed.",neu
ordered the extra tips It works great,pos
"Hercule Poirot, the little Belgian detective has returned to Styles Court, the scene of his first English adventure in crime for his final case. But now the handsome country mansion is a guest house and Poirot, old and arthritic, is one of the guests. He invites Captain Hastings to join him and then reveals the reason for his request. Poirot informs his old friend that they are ""here to hunt down a murderer."" And to find out who is the killer, first a murder has to be committed. But who will be the victim?Although Curtain was written during the London blitz in the early years of World War II, it never got published until 1975. The reason being that in this book the famous detective Hercule Poirot concludes his wonderful career. Agatha Christie wanted Poirot not to survive his creator. Therefore she finished his career by writing Curtain and locked the manuscript in a bank vault. Dame Agatha Christie died on January 12, 1976, one year later than her most famous creation.Curtain is a vintage Christie. The plot is ingenious and seems totally committed to putting the reader on the wrong track. Although the actual motive and operation procedure of the murderer are quite dubious and unbelievable there is only one word that can truly describe the denouement: sublime. In a few lines Poirot explains how the unsuspicious reader probably missed five smartly interwoven clues. When you read these lines you can only but hit yourself on the head for being so short-sighted, exactly the same feeling reflected by Captain Hastings at the end of the book.",pos
"For first time piercers, wait until your ears are completely healed, otherwise these will re-open the hole.",pos
"the hat would have been better if it wasnt super dark navy blue and smashed when I recieved it, but its ok for the price cant complain",neu
"This dress fits true to size. It's so comfy yet sexy. Dress it up with wedge sandals or heals, or dress it down with sandals.",pos
"We gave my Kindle Fire to our 5 yr old son when my husband bought me a new HD one for Christmas. We already knew our son LOVES the Kindle, the majority of the books, games, apps, etc. on it were for him, anyway. Not long after we gave it to him he dropped it and got a big crack in the screen. He did it again and got another, smaller crack. I was thrilled when I saw this! I put it on as soon as it came. Regardless of the color (he's only 5, he doesn't think pink is girly yet LOL!) he's happy to have it. It gives the Kindle kind of a grip for his little hand so he doesn't drop it (much). He HAS still dropped it of course but thanks to the Swurve there have been no more cracks and the ones that are already there haven't grown!! I wish they had these for the HD Kindle Fire, I'd buy one for mine. I can be clumsy at times, too. This is a great product!!",pos
"They make it difficult to keep updated, manual download of courses, hardware blames software. Gathering dust in a drawer.",neg
"I will agree that the story starts of with a weak and predictable plot; however, it does pick up the pace towards the end. At first I did not like this book once I was done with it...But I read it again one month later, and started to like it. While this book is not a ""filler book,"" it does leave you with that impression the first few times. The story ending is somewhat unresolved, i.e. the Empire, the Alliance, and the new laws of magic, but if she follows her pattern, they will be filled in at a later date/book. The latest book, Owlflight, does deal with some of the new laws of magic, but not all aspects are dealt with. I have read every book in the series at least seven times each, so I can say this is not one of the best! Her latest books may leave the reader unsatisfied with the characters, but after a while they grow into the story and fit in. This book could have done with a bit less dialogue dealing with trivialities, but the basic ideas and style that makes her other books so enjoyable are there--just buried under several things that might turn off newcommers or dedicated fans in the series.Newcommers should start with The Last Herald Mage series, then read it chronologically. Read the Gryphon books as the second to last completed trillogy, though before this trillogy so you can get a better understanding of the plot developments. Overall, this is a good book, mabey not the best of the series, but it does fill in the gaps nicely with a thorough, mostly entertaining, plot with few holes.",neu
"Love these shoes! So easy to put on, easy for early walkers to use. I started buying g these when my son started walking and at 2.5 I keep buying these. They get a bit scuffed up outside after a while, but it's expected with boy play!",pos
I returned these speakers as they were not powerful enough for what I wanted to use them for.,neg
"I have read much of Mr. Vonnegut's work over the years, and one of the things I always admired about him was how practical he was in what he said. He was an avowed socialist, while admitting that socialism has never worked, a professed crank, who saw the best in people, etc. I don't know what happened to that guy, but he was the not the guy who wrote this book.""A Man without a Country"" is so full of bitterness and bile that it clouds over some of the truly remarkable essays in this slim text. The book is formatted as a loosely connected batch of essays, and there are some that are vintage Vonnegut in their style and content. The essays ""Here is a lesson in creative writing"", and ""I have been called a Luddite"" being prime examples. They are enjoyable, insightful, and worth rereading and sharing.But then the book takes a very bitter turn and never comes back from it. It appears that like his literary idol Mark Twain, Vonnegut became very disillusioned and hateful in his late life. What drew me to Vonnegut years ago was a recurring theme that appeared in so many of his works, the idea that we each have a duty to treat others respectfully and with kindness. Vonnegut himself even said in earlier works that ""he never wrote heroes or villains"". He knew that judgment was best left to others. But this book is hateful towards those whose political or philosophical views differ from Vonnegut. It is like seeing a person that you greatly admired being exposed as a fraud. Vonnegut (in this book, which is nonfiction) is mean spirited, and all of the things he spent so much time earlier in his life begging us all not to be.Simply put, it makes me sad.I have now read this text twice, about three years apart, and I won't waste the time (with the exceptions mentioned above) again. It depresses me, and distorts the view of Vonnegut I would rather maintain in my mind. Read his earlier works, especially the lovely ""God Bless You Mr. Rosewater"" and skip this one.",neg
The set arrived without the tie.,neu
"All in all it's a nice minimalist wallet. The problem is after four months of use the metal clip that holds your money has loosened up to the point where money is no longer held securely. Wallet has held up great, clip, not so much. I would try the money clip variant instead of this one.",neu
"I would have like to see how well this motherboard performed. I purchased this board as an upgrade to a Jetway 626F8000 which works rather well except for the choppy video especially on YouTube and other video sites. I have an Acer Aspire One with a N230 which is similar to the 230 processor on this mb. I never bought an Intel board or let alone Intel Chip. Always used either AMD, Cyrix (VIA) and had no problems. Unfortunately, both of my motherboards arrived dead on arrival. After mounting and assured there was no shorting, tried to power up and boot. Both boards would power up with no problem except that each would not past POST. Had a diagnostic card to check for POST errors. The Diagnostic cards would not even display the suspected error. These little devices are excellent even in determining such things as not placing your ram correctly etc, specific hardware failures etc. With these motherboards, there wasn't even a POST error display. You could see the motherboard light, the CPU fans was running except that there was no beep, no sound, nothing. I have been building my own computers for fifteen years, so I do know a thing or two about motherboard installation. I find it very troublesome that the chip manufacturer along can allow this to past quality control on both occasions. My present Jetway MB was purchased to replace an old Asus AX-7 which lasted almost seven years with the AMD processor. Anyhow, buyer please beware. Perhaps I had two that somehow passed inspection and were sent out to some unsuspecting soul. Intel has a pretty good reputation. However, after two strikes, I think I will go back to the brands that I grew up with and learn to trust.",neg
"Muy Buena Calidad Precio. Llego antes de lo estimado, justo para llevarlo a la pelicula.",pos
"It's hard to understand all the brouhaha over this book! The story is Jane Austen's ""Pride and Prejudice"". The presentation as the-misadventures-of-the-comic-heroine was perfected over 20 years ago by Jilly Cooper. Jane Austen is better. Jilly Cooper is better. This would be one of the few cases I have seen where the movie is better than the book. And that's pretty darn sad.",neg
"The only problem with this great little camera, you have to buy batteries! And keep buying batteries because it doesn't have a rechargeable battery. It's a nice digital camera for quick easy functionality but with a 1980s battery system.",neg
"Got these for my daughter, who is completely satisfied with them. Soft and slightly fuzzy to the touch, they stretch well enough to get on/off easily, and are not so tight that they leave marks when bunched up near the ankle, which she insists on doing for no good reason. Materials and construction appear to be of sufficient quality that they will last as long as socks in our house generally can. Would recommend to anyone in need of girls' socks without reservation.",pos
Found this as useful as the holding power of the clamp.,neg
"I bought this for my son for Christmas and 3 months later is stopped working entirely. He brought it home during his break, contacted the manufacturer who would not exchange it until they had his unit sent back (this I understand). They took 7 weeks to send him a return box. Then they sent him a re-furbished replacement unit (I paid for a new unit) which has never worked. The blue tooth sync function will not cease and pairing is therefore impossible. This has rendered the unit inoperable. Needless to say our faith in ANOTHER replacement is poor. According to the manufacturer our only option is to repeat this cycle of frustration.",neg
Had to return. Way small.,neu
"I agree with many of the other online reviewers. This book is not up to the early Cussler novels. Additionally, I listened to this book on tape. As a preface, I normally listen to 2 to 3 books per week on tape. This story was so disjointed and had far to many one dimensional characters to ever remember who was on which side.The fact that this ship can go undetected in extremely hostile waters, and the crew can accomplish impossible feats without ever incurring a fatal loss stretches the bounds of imagination.The all in a day's work philosophy of this book doesn't flow. After the risks being taken, the crew in general would require time to regroup.The initial thrust of this book indicates that this ship is a merencary, however, they qualify it to the side of right. The CIA becomes magically involved, the US Navy is willing to commit acts tandomount to war for the sole purpose of putting a Tibetian monk back in power in China. Give me a break.Clusser's books have become nothing more than comic book type action hero stories.",neg
Very cool when purchased . Way too hard to put on. Looks nice but .. The wires are actually coming out and I literally have worn it for two days.. Definitely not a good buy,neg
"I read the reviews on Amazon website before I bought this item for my AM radio. I bought the item as new. However, when I received the item, it was a used item. The original plastic bag was torn open and the box was obviously has many signs of being used. Besides, when I tried to use the antenna, it did not work. It did not show any signal of signal improvement at all. Just to be fair, this item was used when I received it. Not sure this item is broken or just not working. I returned the item and in the process of getting my refund. Would not recommend purchase of this item.",neg
"Connected camera to unit made connection. installed goose neck outside of my residence, and it stopped working opened it up re-adjusted camera could not get it to connect. Hooked it up to wire from nest and it re-connected. Tried to put back into goose neck and see if it would connect it didn't packed it up and sent back to amazon. I believe it has Intermittent problem. Will purchase a different model",neg
"Works OK, but I don't find it any better that a conventional mouse. Interesting experiment, though.",neu
"I must thank Robert James Waller as I now have a new litmus test for dating women. I will, from now on, refuse to date anyone who liked or cried when reading this book (unless they were tears for how badly written and narcissistic it is).Utter Trash!",neg
I enjoyed this book right from the 1st page & didn't want it to end!For a murder book it was not what I was expecting.Beverley Barton is a fantastic author & I am currently readingClose Enough To Kill,pos
superior. PTT easy to press,neg
"It is an 'okay' book, but there are so many true accounts of brave and wonderful women who flew dangerous and unproven aircraft during WWII and after, that I don't see why this novel about a pilot's wife should garner such attention. My advice is to skip it, and pick up a non-fiction account of actual women pilots. I'd especially recommend Haynsworth's ""Amelia Earhart's Daughters"" or Van Keil's ""Those Wonderful Women and Their Flying Machines.""",neg
"I use this book for my online spanish lessons. Its nothing special, but it gives plenty of exercises to use with my tutor. Plus its not grossly overpriced like most textbooks.",neu
"Needed a dress for a funeral, almost last mi Ute, and this was perfect. Fit exactly as the photo. Length was perfect",pos
"One of my all-time selected authors is Lorraine Heath, from the moment I read TEXAS DESTINY, she captivated me! This is an author, whose books I pre-order, months in advance. So it is with great regret I review A MATTER OF TEMPTATION. Although, the author's idea of 'The Man in the Iron Mask meets Victorian England' is a wonderful concept, the delivery is disappointing!Robert Hawthorne, the Duke of Killingsworth has endured eight, grueling years in London's Pentonville Prison, courtesy of his manipulative twin brother, John. John Hawthorne wanted all that belonged to his older brother - his title, his assets, his life! For eight years John lived a counterfeit existence, while Robert lived in agony. Now, Robert's daring escape signifies freedom, vengeance, and a bride. A bride, who upsets him, confuses him, and threatens his plans.Her new husband bewilders Victoria Lambert. He makes her feel unwanted and miserable. She knew he had not married for love, but she thought they suited. Yet, her new husband is so different from the man who had courted her. He is a mystery, he is unfamiliar, he is a complete stranger. On the other hand, Victoria finds herself softly intrigued by his current unusual excitement, emotion, and passion.A MATTER OF TEMPTATION is comparable to a slow waltz. Lovely, unhurried, and fatiguing. Yes, the hero is a good man, but his 'I will not take from my despicable brother that to which I have no right' attitude quickly grows exasperating and tedious. The entire 'reluctant but falling in love' plot is just too slow-paced.Grade: C-MaryGrace Meloche,Reviewer for: RomanceDesigns.",neu
"Just wanna tell you that ""ActionScript 2.0 garage"" author, Mr Dan Livingston, is cheating the customers or users of his book, as open codes for this book can not be downloaded from www.wire-man.com/garage as he informed or suggested. When you click on above site, it will show you some silly stupid site, which has nothing to do with ActionScript/garage.Amazon.com, please contact the author and try to verify it. Could you reply me then. I couldn't find by any means to write dierctly to the author of this book. I'm totally unsatisfied with this garag book and therefor this book can let rotton in garage foreever!!!!!!!!!!!!!!Thanks lot in advance.Sincerely,Ramesh",neg
"I personally do not care for this suit. The top and bottoms do not match. The bottoms are bright pink, like a piece of bubble gum and the top is purple, blue, teal, and white. The clasp on the top is made of clear plastic. You have to slide them together and then it snap it shut. The top is supposed to be twisted but the one I got is not. You have to twist it yourself before you put it on. I received this swimsuit​ at a discount in exchange for my honest review.​",neg
"This is the first book by Eco I've read and it will be a long time before someone can convince me to pick up another. While there were a couple of great scenes in the book, it was not worth the time and effort to get to them.",neg
"The picture shows a 2-pin ungrounded power cord, but this adapter uses the same 3-pin grounded type as the original Acer one. I was hoping for a 2-pinner because it would take up less space and be more interchangeable with cords for other devices. It's the main reason I bought from this seller. However the adapter works fine for my Extensa 5420 so far. Hopefully it will be reliable over the long term, we'll see.",pos
"I loved this purse when I first received it. It looked like a quality bag and the best part is that it is non-leather! However, after using it for a few weeks now it is starting to lose its shape and turning into a bag that looks like a big, square box. I was going to buy one in another color, but I have decided not to make the purchase. If there was a magnetic closure at the top, it would have kept its shape. There is a large center compartment with a zipper, but the outer compartments do not fasten to the purse, which is causing the sides to bow out. I'm disappointed because I really loved this purse when I received it. Also, the handles do not stand up because they were folded into the purse when packaged for shipping. Another disappointment. Had they been left out of the purse they would still be standing upright. Overall, the bag was very inexpensive, but I'm tired of spending $25-40 every few months thinking I finally found a great purse at a great price. The search continues!",neg
"The color distribution definitely is not as shown on the model. On her, that particular dress looks great. On me, a different color distribution (mostly the bright yellow green distributed straight across my chest) looked DUMB.",neg
"I would not really recommend this book. I found it to be a strange book, it did not make a whole of since.",neu
These look great but didn't last long. They are plastic and stripped out really fast.,neg
"Be careful - reviews of this plug said ""Loved it for my QFlash"" = well, I didn't look closely enough, and it only has two prongs, my Quantum T5D needs three.",neu
"Reminds me of the classic ViewSonic monitors in the 1990's as it pertains to quality. I'll agree that it isn't a pure production house monitor but this is truly primo. Fast, bright, clear. WOW! Don't even think about it too much just buy it! If the 4k's were bigger I would have made the plunge for one from ViewSonic.",pos
"It works fine for the TV, but it is picky about the angle to the Roku. If our Roku is centered under the TV, it only works if the remote is on the right side ( and I sit on the other end of the couch ).",neu
Got a large and am 36DD...it was huge. Gave it away,neg
Ninja R. is a diffucult story to follow as it jumps from and to differnt times. If you understand the story it's very intersting but it ends very badly; as if the staff just decided to give it a quick ending. Animation and fight scenes are very well done but's about it.,neg
"if my mistress/owner took the money i ""worked"" so hard for and gave it to the poor box, among other condescending things she's done to me, you bet i'd kill her.",neu
In Croatia & Slovenia: Sometimes Worked but Not Very Well - Split was a disaster,neg
Doesn't really fit as fitted looking as the picture makes it seem. I'm 5'6 120lb and the small is still a little flowy and not at all fitted as it appears.,neu
Like the material and they stretch but size runs small . I measured child's foot and ordered according to chart. They went on but his toes were at the very edge of the top.,neg
"Honestly, this garment runs about 2-3 sizes too small.",neg
"I was expecting soft like it says but they're very hard,don't bend with your foot and they're very heavy. Wouldn't recommend unless you want something to wear outside",neu
"I downloaded this book for free from Amazon and it was wonderful. My goal is to review the book without giving a synopsis of the story as others have already done this. The characters made the story come alive. I loved Pansy, Peony, & Jordan. The writing was extremely well done and the editing was first rate. I get so annoyed when I read a book that is loaded with spelling errors. When I finished the book it was like I was leaving old friends behind and I yearned to be part of their world for a bit longer. I am an avid reader and I must say this is one of the best books I have ever read. This was the first of Ms. Trobaugh's works that I read but it won't be the last!",pos
"The book was all right. I disliked the character of Nikolas from the very beginning and couldn't fathom how traveling back into the past could've manages to effect such change in him. But let's not forget Emma, who was too head-strong for her own good and was blind to many things.The back cover blurb reads: ""A wealthy and bitter exile, the most dangerous and desirable man in all England, he burns to possess a proud, headstrong beauty who is promised to another. But winning Emma Stokehurst's exquisite hand though threats and determination does nothing to fill the empty spaces in Nikolas's heart--until passion's magic carries the handsome, tormented prince back to a bygone era of splendor and romantic dreams. For there his destiny awaits him in a distant life. And in one remarkable woman's tender touch--achingly familiar but gloriously new--he must seek the elusive promise of ecstasy...and learn, at last, to love.""PRINCE OF DREAMS is the story of Emma and Nikolas, who first appeared in MIDNIGHT ANGEL.S.",neu
"I use this book for teaching Beginning Quilting as it is clear, concise and very basic for beginners.",pos
This is no reflection on the seller. The was bad from the factory and was in factory sealed container and the seller had no idea that it was bad when he sold it to me. After working with Seagate Support Center I was able to get a replacement drive which works great. Ever once in a while you will get some things that are bad from the factory and if you have purchased a product that is from a well respected company you should not have any problems get it replaced.,neg
The light was super dim and I couldn't adjust that. Even at night it wasn't bright enough. So I ended up returning this item.,neg
"Call me crazy but does Clare EVER say, ""I love you, Jamie"" to the man? I loved the first four books, but WHY am I thinking now that this love is lopsided -- Jamie is the one who does most of the loving? I would appreciate it if anyone can cite specific examples that prove Clare truly DOES love Jamie without calling him a **** Scotsman! Despite that, I still enjoyed the book tremendously. Does anyone know when Diana Gabaldon plans the next installment? Will we have to wait so many years again?",neu
String falls out on its own,pos
Let's start with basic networking concepts and point out the reason this product is not what it promises to be. We have a device capable of transmitting 500Mbps over the powerline and that device has a 10/100Mbps ethernet port. This means this device can not do more then 100Mbps.,neg
Not true to size at all and took forever to get here was very disappointed,neg
This fan is much quieter than the one supplied by the DVR manufacturer. DVR had a loud fan which made the office manager turn it off during the day while at the desk. This fan seems to be what I needed. I just have to find a narrower (20MM) version for the NVR in another location.,pos
the best GPS in the world,pos
Belt seems well built and the color is good. It fits quite well and the plastic buckle appears to be well made.,pos
"This is an erotic romance anthology cleverly titled ""Two Men and A Lady"". Bet you'll never guess what it's about?!The first story ""Lady's Choice"" by Cricket Starr is a space opera of sorts. Gehon and Jackson are very good friends and both Zelion's which apparently means they can only procreate with one particular woman, their ""true"". And once they've found this woman and mated with her they can never become aroused by another woman again. So if their ""true"" shuns them they're crap out of luck. When they meet Lija, who is just out for a night of fun, both men realize she is their ""true"". They both bed her and she must decide who she's going to keep (or not). The plot was lame, it was set in space to work out what there was of a plot but the non-existent world building irritated me. There was so little room for characterization which made the eroticism rather ""eh, who cares?"". It heated up a bit near the end but I still could've cared less and the rest of the story was a bit dull.""And Best Friend Makes Three"" by Lynn LaFleurThis story was much better written than the previous one and though the plot was thin, gorgeous hunk decides to give his love a very special present in the form of a night of pleasure with him and his best friend, it was enjoyable and the love between the couple was shown not just told.""Saving Sara"" by Michele R. BardsleyThis one is much darker in tone than the two before it. It features white magic, ghosts and a woman recovering from a soul destroying rape. It was well written but the rape memories were too dark for me and I put it aside unfinished because the content was not for me.",neu
Cute pin exactly as pictured and described. loved it,pos
DO NOT BUY!!! The 1310 is end of life and will never be fixed. The system time can not be set to a date after December 31 2012. That means this device will not function as a router and will have issues with wireless encryption. Also if you want it to give your LAN network devices ip addresses your out of luck as DHCP service relies on system time to be in sync too.,neg
"I really tried to like this book. The author has a command of his writing and is very descriptive. However, the story just drags on and on. I kept looking for some action, or something unexpected to occur. It just wasn't there. I gave up half way through. I haven't dumped it from the Kindle, maybe I will go back and start where I left it. Just too many other books to read that will keep my interest.",neu
"Under a new name, and that is why it gets only 3 stars.Apart from that it is a well written, intereesting, book, for parrot keepers.",neu
Very cute design but somewhat larger than I expected. They stay on your ear and don't fall upside down if you close them tight enough.,pos
These work and were cheap that is all that matters.,neu
Great costume just a little tight on the arms and legs I ordered a large im 5'7 at 172 great mask and suit mast just needed a little more cut off the one side minor thing you can do yourself and you can also install a black zipper to the back of the mask to it stays tight and really makes it look better,pos
Had this bad boy for 4 months and still going good. I get amazing performance with this card and it lives up to your expectations. I paired it up with my FX-8320.,pos
Broke after 5 days. Save your money.,neg
Slick but not durable.,neu
"between and a generic case, go for the generic, probably will be cheaper than this one. Product do not match a food fit for this",neg
The first enchantment describes how to polish your shoes. Its a bit of a good book if you want to send it to someone who really believes in witchcraft and you don't!,neg
"All the books in the ""Second Foundation Trilogy"" are terrible and leave me not wanting to finish any of them. Found myself skimming pages instead.",neu
This is a great way to start your reading of Woody Allen. This has some superb short stories that can't help but make you chuckle to yourself or laugh out loud. His sense of observation is second to none and his dry wit is hilarious. I enjoyed this book immensely and found myself recommending it to many friends. Great whether you enjoy his films or not.Feel free to check out my blog which can be found on my profile page.,pos
"Works well, Have being try to get one a long time",pos
"i started reading this book because it was high ranked in the SCI-FI top 100 books list. i also read other books bythe same author like the pandora saga, which i found entertaining and the first void book, which was half good.however i found reading this book to be very tedious and boring experience.i will not repeat what other reviwers wrote here before, because i find most of the negative reviews to be true.this saga is not very interesting, and where is the main plot line / where does the story starts ? the big problem ofcourse non of the characters are really interesting to bind you to keep on reading.",neg
"Although this book seems a little too basic for someone who has spent time reading the new testament, it should serve its purpose for a person new to the subject.",neu
"I bought this as an external display for a 7-8 yo MacBook (while, dual USB). I paid $230. The old laptop had no trouble providing a full resolution video image. There was no audio provided in the DVI channel (DVI can sometimes carry audio, it usually doesn't), the control usability is poor, and the image is mediocre. That's not why it got a 1 star rating though. Even at maximum volume, testing with multiple inputs and two audio cables, the internal speaker volume was extremely low. I could hear it from a foot or two away, but even the cheapest radio is louder. The audio was defective. Fortunately Amazon returns of defective goods is quite easy.",neg
Love these boots. One of my favorite pair I've ordered. Comfortable and warm.,pos
