row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
63,wrong,"I have two of these that I'll be returning. The menu functions require about an hour of training. Between the three buttons and power button, it's a puzzle trying to figure out which buttons do what, and how long you have to hold down which button for 1, 2 or 5 seconds to make something happen. Aside from that, I wouldn't have been rating this a bad product if it wasn't for what followed. I hooked one up for a day, and noticed that the time stamp seemed to fall back about 2 minutes every hour. GPS function is a non-existent joke. It simply doesn't work. It did manage to locate where I parked my car, and after that reported everywhere I went at the same location. The time stamp started to jam after 4 hours of use, and after another hour, the camera stopped recording all together losing the last hour of my drive. I'm not sure why it has any sort of built in power source, as it gets about 2 minutes on a full charge before shutting off. Again, I can deal with the power deficiency issue, and complicated menu, the lack of a working GPS, and even the time stamp, but when it just decided to stop recording I'm not seeing the point in having it. I also noticed after taking the time to read the reviews this is a cheap dysfunctional copy of a real product. 09/04/2014 Just an update. I mentioned I purchased two. For kicks and grins I tried the other one today and everything seems to work fine. It is still a little cheap, and difficult to move around the menus, but I admit the other one had to be really screwed up. The GPS on the new one works as well. I'd update the review to three stars from one. I'd give it four stars for overall value if the first one had worked.",neu,neg,0.7053,RoBERTa,"Enhanced RoBERTa Neg = 0.6744 (contribution: 0.3625);
Enhanced VADER Compound = -0.7806 (contribution: 0.2924);
Enhanced RoBERTa Pos = 0.0218 (contribution: 0.2902);
Enhanced NB Neg = 0.6424 (contribution: 0.1429);
Meta Negator Count = 5.0 (contribution: 0.1229)","Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Meta Has Neg Phrase = 1.0 (contribution: -0.0338);
Meta Contrast Count = 2.0 (contribution: -0.0327);
Meta Has Intensifier = 1.0 (contribution: -0.0108)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced VADER Compound, Enhanced RoBERTa Pos, Enhanced NB Neg, Meta Negator Count. The main opposing signal was Meta Has Negator."
64,wrong,"Great for DVD's, but bad for Wi-Fi",neg,neu,0.4512,RoBERTa,"Enhanced VADER Neg = 0.386 (contribution: 0.1303);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced RoBERTa Neu = 0.4311 (contribution: 0.0865);
Meta Intensifier Count = 0.0 (contribution: 0.0446);
Enhanced RoBERTa Pos = 0.0755 (contribution: 0.042)","Enhanced VADER Compound = -0.4939 (contribution: -0.0943);
Meta Has Negator = 0.0 (contribution: -0.0648);
Enhanced SVM Pos = 0.4915 (contribution: -0.0436);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced NB Pos = 0.4134 (contribution: -0.0287)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced VADER Neg, Meta Has Contrast, Enhanced RoBERTa Neu, Meta Intensifier Count, Enhanced RoBERTa Pos. The main opposing signal was Enhanced VADER Compound."
65,wrong,Too small for my child's head,neu,neg,0.7072,RoBERTa,"Enhanced RoBERTa Neg = 0.8162 (contribution: 0.5211);
Enhanced RoBERTa Pos = 0.013 (contribution: 0.2982);
Enhanced VADER Pos = 0.0 (contribution: 0.0819);
Enhanced VADER Compound = 0.0 (contribution: 0.0772);
Meta Has Negator = 0.0 (contribution: 0.0679)","Enhanced NB Neg = 0.2407 (contribution: -0.0474);
Meta Negator Count = 0.0 (contribution: -0.0438);
Enhanced VADER Neg = 0.0 (contribution: -0.033);
Enhanced NB Neu = 0.5402 (contribution: -0.0285);
Meta Intensifier Count = 0.0 (contribution: -0.0116)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Pos, Enhanced VADER Compound, Meta Has Negator. The main opposing signal was Enhanced NB Neg."
72,wrong,"Wanted to update my 4 year old Sony TX630 with SSD. I read here, read there, finally ordered this MTRON drive and then the next evening found an obscure link with a better photo and it clearly showed that ZIF wasn't compatible with the microATA50 Toshiba Drives used in Sonys. I didn't open the OEM box when it came. I wrote Jonny at Rocket Disk and he said they'll restock it for a modest fee so its on its way back. I am writing this as a precaution to buyers who are unsure - the error will cost ya. My Bad. BUT, today, I found conics.net has an SSD that WILL work, similar price range. Too bad they're not on AMAZON.",pos,neg,0.6544,RoBERTa,"Enhanced RoBERTa Neg = 0.679 (contribution: 0.3676);
Enhanced VADER Compound = -0.862 (contribution: 0.3148);
Enhanced RoBERTa Pos = 0.0207 (contribution: 0.2912);
Enhanced NB Neg = 0.5039 (contribution: 0.0773);
Enhanced VADER Pos = 0.031 (contribution: 0.0669)","Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Enhanced SVM Neg = 0.3001 (contribution: -0.0117);
Meta Intensifier Count = 0.0 (contribution: -0.0116);
Meta Neg Phrase Count = 0.0 (contribution: -0.0115)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced VADER Compound, Enhanced RoBERTa Pos, Enhanced NB Neg, Enhanced VADER Pos. The main opposing signal was Meta Has Negator."
73,wrong,The chest area of the dress was quite large. I decided to size up like I usually do with online purchases and it fit perfectly at my waist but the chest area was much to large even with the adjustable straps. I am a 34 DD and had this problem. It also has a very low back which is hard to wear a bra with!!!,pos,neg,0.5225,RoBERTa,"Enhanced RoBERTa Pos = 0.0499 (contribution: 0.2648);
Enhanced VADER Compound = -0.4316 (contribution: 0.1962);
Enhanced RoBERTa Neg = 0.5089 (contribution: 0.1773);
Meta Has Negator = 0.0 (contribution: 0.0679);
Enhanced NB Pos = 0.2222 (contribution: 0.0411)","Enhanced RoBERTa Neu = 0.4412 (contribution: -0.0616);
Meta Negator Count = 0.0 (contribution: -0.0438);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Meta Neg Phrase Count = 0.0 (contribution: -0.0115);
Meta Has Intensifier = 1.0 (contribution: -0.0108)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neg, Meta Has Negator, Enhanced NB Pos. The main opposing signal was Enhanced RoBERTa Neu."
75,wrong,"SPOILER ALERT, SPOILER ALERT!Annakin Skywalker becomes Darth Vadar! oh yeah, everyone already knew that.my only disappointment with this book; no scenes on the wookie homeworld. it's my understanding it is shown and featured in the movie, yet nothing in these pages other than ""yep, Yoda went there and escaped thanks to Bail Organa.""still, this is a fine read.",pos,neu,0.4555,Polarity Shift Features,"Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced RoBERTa Neu = 0.4248 (contribution: 0.0821);
Meta Has Negator = 1.0 (contribution: 0.0502);
Meta Intensifier Count = 0.0 (contribution: 0.0446);
Enhanced RoBERTa Pos = 0.0758 (contribution: 0.042)","Enhanced SVM Neu = 0.2225 (contribution: -0.1069);
Enhanced NB Pos = 0.5289 (contribution: -0.0603);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced NB Neu = 0.2397 (contribution: -0.0293);
Enhanced SVM Pos = 0.3937 (contribution: -0.0201)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Has Contrast, Enhanced RoBERTa Neu, Meta Has Negator, Meta Intensifier Count, Enhanced RoBERTa Pos. The main opposing signal was Enhanced SVM Neu."
76,wrong,"He says something as if it is in ""quotation marks,"" in EVERY sentence. Who talks like that? Gets to be distracting.Also, he references ""study after study"" frequently, but I would love to hear him cite a study.My main gripe with him is his speaking habit of quoting one-third to one-half of each sentence. You'll know what I mean when you listen to him speak about ANYTHING. No other speaker does this.",neg,neu,0.576,SVM,"Enhanced SVM Neu = 0.5649 (contribution: 0.1766);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced NB Neu = 0.5718 (contribution: 0.0582);
Enhanced VADER Compound = 0.7469 (contribution: 0.0568);
Meta Has Negator = 1.0 (contribution: 0.0502)","Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced VADER Neg = 0.037 (contribution: -0.0172);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Enhanced RoBERTa Neg = 0.6398 (contribution: -0.0117);
Meta Has Diminisher = 0.0 (contribution: -0.0107)","The meta model predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced SVM Neu, Meta Has Contrast, Enhanced NB Neu, Enhanced VADER Compound, Meta Has Negator. The main opposing signal was Meta Has Intensifier."
85,wrong,It's comfy but the shirt keeps coming up,pos,neu,0.5096,RoBERTa,"Enhanced RoBERTa Neu = 0.6153 (contribution: 0.2146);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Meta Intensifier Count = 0.0 (contribution: 0.0446);
Meta Negator Count = 0.0 (contribution: 0.0358);
Enhanced RoBERTa Pos = 0.1582 (contribution: 0.029)","Meta Has Negator = 0.0 (contribution: -0.0648);
Enhanced VADER Compound = 0.0 (contribution: -0.0341);
Enhanced VADER Neg = 0.0 (contribution: -0.0329);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced VADER Neu = 1.0 (contribution: -0.0233)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Contrast, Meta Intensifier Count, Meta Negator Count, Enhanced RoBERTa Pos. The main opposing signal was Meta Has Negator."
88,wrong,Work for our PS4 but are fragile.,neg,neu,0.4691,RoBERTa,"Enhanced RoBERTa Neu = 0.5562 (contribution: 0.1735);
Enhanced VADER Neg = 0.381 (contribution: 0.1282);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Meta Intensifier Count = 0.0 (contribution: 0.0446);
Enhanced RoBERTa Pos = 0.0771 (contribution: 0.0418)","Enhanced VADER Compound = -0.5719 (contribution: -0.1038);
Meta Has Negator = 0.0 (contribution: -0.0648);
Enhanced NB Pos = 0.5327 (contribution: -0.0613);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced NB Neu = 0.2478 (contribution: -0.0272)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced VADER Neg, Meta Has Contrast, Meta Intensifier Count, Enhanced RoBERTa Pos. The main opposing signal was Enhanced VADER Compound."
92,wrong,I was loving this bag. It provides a place for everything so you can put everything in its place. it's deceptively roomy as well. The problem is a already have a hole in one of the compartments. bummer. It would be a five star review otherwise.,neu,neg,0.3491,Polarity Shift Features,"Enhanced RoBERTa Pos = 0.2377 (contribution: 0.095);
Meta Has Negator = 0.0 (contribution: 0.0679);
Meta Has Contrast = 0.0 (contribution: 0.031);
Enhanced VADER Compound = 0.1779 (contribution: 0.0282);
Enhanced VADER Pos = 0.124 (contribution: 0.022)","Enhanced RoBERTa Neu = 0.4537 (contribution: -0.0673);
Enhanced RoBERTa Neg = 0.3087 (contribution: -0.0467);
Enhanced SVM Pos = 0.5056 (contribution: -0.0466);
Meta Negator Count = 0.0 (contribution: -0.0438);
Enhanced SVM Neg = 0.2671 (contribution: -0.0219)","The meta model predicted 'neg' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Enhanced RoBERTa Pos, Meta Has Negator, Meta Has Contrast, Enhanced VADER Compound, Enhanced VADER Pos. The main opposing signal was Enhanced RoBERTa Neu."
94,wrong,"Decent quality for tracking, they work",neu,pos,0.5171,RoBERTa,"Enhanced RoBERTa Pos = 0.7627 (contribution: 0.4456);
Enhanced RoBERTa Neg = 0.013 (contribution: 0.364);
Meta Has Contrast = 0.0 (contribution: 0.0671);
Enhanced VADER Neg = 0.0 (contribution: 0.0659);
Meta Contrast Count = 0.0 (contribution: 0.0299)","Enhanced VADER Pos = 0.0 (contribution: -0.1013);
Enhanced VADER Compound = 0.0 (contribution: -0.0431);
Enhanced VADER Neu = 1.0 (contribution: -0.0363);
Meta Intensifier Count = 0.0 (contribution: -0.033);
Enhanced SVM Pos = 0.2653 (contribution: -0.0215)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Meta Has Contrast, Enhanced VADER Neg, Meta Contrast Count. The main opposing signal was Enhanced VADER Pos."
97,wrong,"chain isn't the best ""fake"" quality but the charm is cute and unique. I just put it on another one of my chains.",pos,neu,0.5248,Polarity Shift Features,"Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced RoBERTa Neu = 0.4468 (contribution: 0.0974);
Enhanced VADER Compound = 0.7481 (contribution: 0.057);
Meta Has Negator = 1.0 (contribution: 0.0502);
Meta Intensifier Count = 0.0 (contribution: 0.0446)","Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced RoBERTa Pos = 0.5124 (contribution: -0.0267);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Meta Has Diminisher = 0.0 (contribution: -0.0107);
Enhanced VADER Pos = 0.263 (contribution: -0.0107)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Has Contrast, Enhanced RoBERTa Neu, Enhanced VADER Compound, Meta Has Negator, Meta Intensifier Count. The main opposing signal was Meta Has Intensifier."
100,wrong,The pattern is not the same as the model! But the bathing suit is still cute. Fits pretty well and has padding that can be removed. I got a small and I weigh 125 pounds I'm 57 and I'm at 32A,neg,pos,0.4862,RoBERTa,"Enhanced RoBERTa Neg = 0.0651 (contribution: 0.3077);
Enhanced NB Pos = 0.5414 (contribution: 0.1749);
Enhanced RoBERTa Pos = 0.4746 (contribution: 0.1399);
Enhanced VADER Compound = 0.9051 (contribution: 0.0962);
Enhanced VADER Neg = 0.0 (contribution: 0.0659)","Meta Has Contrast = 1.0 (contribution: -0.0798);
Enhanced RoBERTa Neu = 0.4603 (contribution: -0.0364);
Meta Intensifier Count = 0.0 (contribution: -0.033);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152);
Meta Has Pos Phrase = 0.0 (contribution: -0.0111)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced NB Pos, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced VADER Neg. The main opposing signal was Meta Has Contrast."
101,wrong,Fahrenheit 451 was a disappointing book for a reader who is not an avid science fiction lover. This book is very difficult to read. The correctors a sometimes very confusing to understand. The setting is also very hard to have a visual picture. Although the plot is very good the way that it is described is hard to understand. I think if you are a science fiction lover that you would like this book. But if you sometimes like to read science fiction you will not like this because you have to be a huge science fiction lover to like this. I also think you need to be above the 6th grade or a very advanced reader.,neg,neu,0.4567,RoBERTa,"Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced VADER Compound = 0.9711 (contribution: 0.0841);
Meta Contrast Count = 2.0 (contribution: 0.0806);
Enhanced RoBERTa Neu = 0.4042 (contribution: 0.0678);
Meta Has Intensifier = 1.0 (contribution: 0.0598)","Meta Intensifier Count = 5.0 (contribution: -0.3634);
Meta Negator Count = 2.0 (contribution: -0.0187);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Meta Has Diminisher = 0.0 (contribution: -0.0107);
Enhanced RoBERTa Neg = 0.5469 (contribution: -0.0079)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Meta Has Contrast, Enhanced VADER Compound, Meta Contrast Count, Enhanced RoBERTa Neu, Meta Has Intensifier. The main opposing signal was Meta Intensifier Count."
104,wrong,This is a must read for any followers of Machiavellian prince apples. Prawns and other Wannabees may discover knew uses for ancient manipulative Phycodian garble de spooks. Dat auld white majick sin four skin. Hal Zwingi,neg,pos,0.4683,Naive Bayes,"Enhanced RoBERTa Neg = 0.0804 (contribution: 0.2912);
Enhanced NB Pos = 0.6336 (contribution: 0.2441);
Enhanced SVM Pos = 0.5454 (contribution: 0.1127);
Enhanced NB Neg = 0.1569 (contribution: 0.0923);
Meta Has Contrast = 0.0 (contribution: 0.0671)","Enhanced VADER Compound = -0.5574 (contribution: -0.1289);
Enhanced VADER Pos = 0.0 (contribution: -0.1013);
Enhanced RoBERTa Neu = 0.5263 (contribution: -0.052);
Meta Intensifier Count = 0.0 (contribution: -0.033);
Enhanced VADER Neu = 0.904 (contribution: -0.0222)","The meta model predicted 'pos' mainly because the strongest supporting signals came from Naive Bayes. The top supporting features were Enhanced RoBERTa Neg, Enhanced NB Pos, Enhanced SVM Pos, Enhanced NB Neg, Meta Has Contrast. The main opposing signal was Enhanced VADER Compound."
105,wrong,It was suppose to be Prime but it took 3 weeks to get here!! I did not like it one bit! The size ran small!!,neu,neg,0.7581,RoBERTa,"Enhanced RoBERTa Neg = 0.9151 (contribution: 0.6318);
Enhanced VADER Compound = -0.8192 (contribution: 0.303);
Enhanced RoBERTa Pos = 0.0079 (contribution: 0.3028);
Enhanced RoBERTa Neu = 0.077 (contribution: 0.1054);
Meta Neg Phrase Count = 1.0 (contribution: 0.087)","Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Meta Has Neg Phrase = 1.0 (contribution: -0.0338);
Meta Intensifier Count = 0.0 (contribution: -0.0116);
Meta Negator Count = 1.0 (contribution: -0.0104)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced VADER Compound, Enhanced RoBERTa Pos, Enhanced RoBERTa Neu, Meta Neg Phrase Count. The main opposing signal was Meta Has Negator."
107,wrong,L was way too small and XL way too big?,neu,neg,0.6329,RoBERTa,"Enhanced RoBERTa Neg = 0.6451 (contribution: 0.3297);
Enhanced RoBERTa Pos = 0.0198 (contribution: 0.292);
Enhanced VADER Pos = 0.0 (contribution: 0.0819);
Enhanced VADER Compound = 0.0 (contribution: 0.0772);
Meta Has Negator = 0.0 (contribution: 0.0679)","Meta Negator Count = 0.0 (contribution: -0.0438);
Enhanced VADER Neg = 0.0 (contribution: -0.033);
Enhanced NB Neg = 0.3039 (contribution: -0.0175);
Enhanced NB Neu = 0.4478 (contribution: -0.0146);
Enhanced RoBERTa Neu = 0.335 (contribution: -0.013)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Pos, Enhanced VADER Compound, Meta Has Negator. The main opposing signal was Meta Negator Count."
109,wrong,"Have read a good third of the book so far. Story is usually fine and moves right along, is humorous at times even--which is o.k.; the thing that bugs this reader is the fact the author seems to slow things down now and then whenever he attempts to cram his political views down the reader's throat. I don't mind messages in small doses, but to stop your narrative and get on a soap box and start preaching is just plain stupid and bothersome and does not work. Rocky is a good word to describe this tale. On the other hand, I loved Cottonpickers. Your money, your choice.",neu,neg,0.585,RoBERTa,"Enhanced RoBERTa Neg = 0.7534 (contribution: 0.4509);
Enhanced RoBERTa Pos = 0.0198 (contribution: 0.2921);
Meta Neg Phrase Count = 1.0 (contribution: 0.087);
Enhanced NB Pos = 0.1642 (contribution: 0.0687);
Enhanced SVM Pos = 0.0827 (contribution: 0.0543)","Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Meta Has Neg Phrase = 1.0 (contribution: -0.0338);
Meta Intensifier Count = 0.0 (contribution: -0.0116);
Enhanced VADER Neu = 0.721 (contribution: -0.0076)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Neg Phrase Count, Enhanced NB Pos, Enhanced SVM Pos. The main opposing signal was Meta Has Negator."
116,wrong,Unable to install with Windows 7,neu,neg,0.6834,RoBERTa,"Enhanced RoBERTa Neg = 0.7681 (contribution: 0.4673);
Enhanced RoBERTa Pos = 0.0141 (contribution: 0.2972);
Enhanced VADER Pos = 0.0 (contribution: 0.0819);
Enhanced VADER Compound = 0.0 (contribution: 0.0772);
Meta Has Negator = 0.0 (contribution: 0.0679)","Meta Negator Count = 0.0 (contribution: -0.0438);
Enhanced SVM Pos = 0.4791 (contribution: -0.0403);
Enhanced VADER Neg = 0.0 (contribution: -0.033);
Enhanced SVM Neg = 0.273 (contribution: -0.0201);
Enhanced NB Pos = 0.3349 (contribution: -0.0127)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Pos, Enhanced VADER Compound, Meta Has Negator. The main opposing signal was Meta Negator Count."
118,wrong,"We used this book in x-ray technology school and in preparation for the CT exam. The images are alright, although some of them are not the best quality. Also, by the time you get to the point of learning cross sectional anatomy you should have a deep knowledge of human anatomy, so I really don't see why the writer wasted so much useful space by writing about structure and physiology. I also didn't like the labeling, because instead of using numbers like most books do, they used abbreviations... kind of a give-away if you try to practice.",neu,neg,0.6376,RoBERTa,"Enhanced RoBERTa Neg = 0.7823 (contribution: 0.4832);
Enhanced RoBERTa Pos = 0.011 (contribution: 0.3);
Enhanced VADER Compound = -0.6183 (contribution: 0.2477);
Meta Negator Count = 3.0 (contribution: 0.0562);
Enhanced VADER Pos = 0.065 (contribution: 0.0505)","Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Enhanced SVM Neg = 0.2408 (contribution: -0.03);
Enhanced NB Neu = 0.4664 (contribution: -0.0174);
Enhanced NB Neg = 0.3113 (contribution: -0.0139)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Meta Negator Count, Enhanced VADER Pos. The main opposing signal was Meta Has Negator."
119,wrong,This product looks very nice and I liked it until I put it on. I also notice some embedded images in the dress as well. I would show a picture but I could not put my arm in it.,neg,pos,0.4783,RoBERTa,"Enhanced RoBERTa Neg = 0.0533 (contribution: 0.3205);
Enhanced RoBERTa Pos = 0.6241 (contribution: 0.2986);
Enhanced SVM Pos = 0.5373 (contribution: 0.1088);
Enhanced VADER Neg = 0.0 (contribution: 0.0659);
Enhanced SVM Neu = 0.2716 (contribution: 0.0609)","Meta Has Contrast = 1.0 (contribution: -0.0798);
Meta Has Intensifier = 1.0 (contribution: -0.049);
Enhanced NB Neg = 0.4001 (contribution: -0.0298);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152);
Enhanced VADER Neu = 0.842 (contribution: -0.0131)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced SVM Pos, Enhanced VADER Neg, Enhanced SVM Neu. The main opposing signal was Meta Has Contrast."
122,wrong,"These are very comfortable, but after a couple of washes, it's a bit looser.",pos,neu,0.5611,RoBERTa,"Enhanced RoBERTa Neu = 0.5466 (contribution: 0.1668);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced NB Neu = 0.6015 (contribution: 0.066);
Meta Has Intensifier = 1.0 (contribution: 0.0598);
Enhanced SVM Neu = 0.4205 (contribution: 0.057)","Meta Has Negator = 0.0 (contribution: -0.0648);
Meta Intensifier Count = 1.0 (contribution: -0.037);
Enhanced VADER Neg = 0.0 (contribution: -0.0329);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Meta Has Diminisher = 0.0 (contribution: -0.0107)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Has Contrast, Enhanced NB Neu, Meta Has Intensifier, Enhanced SVM Neu. The main opposing signal was Meta Has Negator."
128,wrong,"Do not buy if you have a Mac with the latest MacOS, as it has issue with its current driver. I am still waiting for an update.",neu,neg,0.739,RoBERTa,"Enhanced RoBERTa Neg = 0.785 (contribution: 0.4862);
Enhanced RoBERTa Pos = 0.013 (contribution: 0.2982);
Enhanced NB Neg = 0.6316 (contribution: 0.1378);
Enhanced VADER Pos = 0.0 (contribution: 0.0819);
Enhanced VADER Compound = 0.0 (contribution: 0.0772)","Meta Has Negator = 1.0 (contribution: -0.0526);
Enhanced VADER Neg = 0.0 (contribution: -0.033);
Meta Intensifier Count = 0.0 (contribution: -0.0116);
Meta Neg Phrase Count = 0.0 (contribution: -0.0115);
Enhanced SVM Pos = 0.3569 (contribution: -0.0112)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced NB Neg, Enhanced VADER Pos, Enhanced VADER Compound. The main opposing signal was Meta Has Negator."
129,wrong,"1 star for the language learning, could have 4 or 5 for the communicational purpose. This might be a very good guide for a person wanting to go to Japan, it teaches lot's of communicational situations, but of he language itself it teaches almost nothing, almost no (!) grammar and only a part of the script. At this rithym you'll need until volume 20.",neg,pos,0.5398,RoBERTa,"Enhanced RoBERTa Neg = 0.0608 (contribution: 0.3123);
Meta Diminisher Count = 2.0 (contribution: 0.2198);
Enhanced NB Pos = 0.587 (contribution: 0.2091);
Meta Has Diminisher = 1.0 (contribution: 0.148);
Enhanced RoBERTa Pos = 0.4559 (contribution: 0.12)","Meta Has Contrast = 1.0 (contribution: -0.0798);
Enhanced VADER Pos = 0.067 (contribution: -0.0613);
Meta Has Intensifier = 1.0 (contribution: -0.049);
Enhanced RoBERTa Neu = 0.4833 (contribution: -0.0419);
Enhanced VADER Neu = 0.933 (contribution: -0.0264)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Meta Diminisher Count, Enhanced NB Pos, Meta Has Diminisher, Enhanced RoBERTa Pos. The main opposing signal was Meta Has Contrast."
136,wrong,You need to find a really good station in order for it to work properly,neu,pos,0.6367,RoBERTa,"Enhanced RoBERTa Pos = 0.6999 (contribution: 0.379);
Enhanced RoBERTa Neg = 0.0194 (contribution: 0.357);
Meta Has Contrast = 0.0 (contribution: 0.0671);
Enhanced VADER Neg = 0.0 (contribution: 0.0659);
Enhanced SVM Pos = 0.4398 (contribution: 0.0621)","Meta Has Intensifier = 1.0 (contribution: -0.049);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152);
Enhanced NB Neg = 0.3633 (contribution: -0.0113);
Meta Has Pos Phrase = 0.0 (contribution: -0.0111);
Meta Has Diminisher = 0.0 (contribution: -0.0106)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Meta Has Contrast, Enhanced VADER Neg, Enhanced SVM Pos. The main opposing signal was Meta Has Intensifier."
137,wrong,I bought this rig for my wife and a big reason I chose this one is it said it has wireless display and I wanted my wife to be able to get netflix on the TV. Well this is simply not true. IF you buy an HD cable you can have a cabled display but there is simply no way I've found to hook up wireless to the TV.,neu,neg,0.61,RoBERTa,"Enhanced RoBERTa Neg = 0.6834 (contribution: 0.3726);
Enhanced RoBERTa Pos = 0.0331 (contribution: 0.28);
Enhanced VADER Compound = -0.4881 (contribution: 0.2118);
Enhanced VADER Pos = 0.023 (contribution: 0.0708);
Enhanced VADER Neu = 0.892 (contribution: 0.0336)","Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Meta Intensifier Count = 0.0 (contribution: -0.0116);
Meta Neg Phrase Count = 0.0 (contribution: -0.0115);
Meta Contrast Count = 1.0 (contribution: -0.0062)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced VADER Pos, Enhanced VADER Neu. The main opposing signal was Meta Has Negator."
