row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
39,correct,"Don't let this one pass you buy. Despite the height of the heel , it's extremely comfortable .I have this shoe in the black patent. It's a a buy you won't regret..",pos,pos,0.7055,RoBERTa,"Enhanced RoBERTa Pos = 0.8554 (contribution: 0.544);
Enhanced RoBERTa Neg = 0.0078 (contribution: 0.3695);
Enhanced SVM Neu = 0.1646 (contribution: 0.1421);
Enhanced SVM Pos = 0.4782 (contribution: 0.0805);
Meta Has Contrast = 0.0 (contribution: 0.0671)","Meta Has Intensifier = 1.0 (contribution: -0.049);
Enhanced NB Neg = 0.4185 (contribution: -0.039);
Enhanced VADER Pos = 0.114 (contribution: -0.0332);
Enhanced VADER Neu = 0.886 (contribution: -0.0196);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced SVM Neu, Enhanced SVM Pos, Meta Has Contrast. The main opposing signal was Meta Has Intensifier."
40,correct,Item is cracked and unusable,neg,neg,0.8428,RoBERTa,"Enhanced RoBERTa Neg = 0.8982 (contribution: 0.6128);
Enhanced RoBERTa Pos = 0.0119 (contribution: 0.2992);
Enhanced VADER Compound = -0.5859 (contribution: 0.2387);
Enhanced VADER Neg = 0.487 (contribution: 0.1738);
Enhanced RoBERTa Neu = 0.0899 (contribution: 0.0994)","Enhanced VADER Neu = 0.513 (contribution: -0.0577);
Meta Negator Count = 0.0 (contribution: -0.0438);
Meta Intensifier Count = 0.0 (contribution: -0.0116);
Meta Neg Phrase Count = 0.0 (contribution: -0.0115)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced VADER Neg, Enhanced RoBERTa Neu. The main opposing signal was Enhanced VADER Neu."
41,correct,"I like the color of the case but it is too tight for my phone (I have a 5s). It pushes on the volume buttons so that it goes up and down without me pressing them. It squeezes the phone so that the screen is popping out a bit from the backing. I also have trouble plugging it in, as the case does not entirely align with the area for the charger. I am hoping that it stretches over time and is not so tight after a few weeks.",neu,neu,0.555,RoBERTa,"Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced SVM Neu = 0.4854 (contribution: 0.1108);
Enhanced RoBERTa Neu = 0.4657 (contribution: 0.1105);
Enhanced NB Neu = 0.5874 (contribution: 0.0623);
Meta Has Negator = 1.0 (contribution: 0.0502)","Meta Negator Count = 3.0 (contribution: -0.046);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced VADER Neg = 0.04 (contribution: -0.016);
Enhanced VADER Neu = 0.886 (contribution: -0.0126);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Meta Has Contrast, Enhanced SVM Neu, Enhanced RoBERTa Neu, Enhanced NB Neu, Meta Has Negator. The main opposing signal was Meta Negator Count."
45,correct,"Seascape, an avalanche of human emotions,knits the calm hermit Ben and the hysteric drifter Tracy in an net where the must bear their souls and see if love exists past an abortion, earning for escape, and distance from hope. Beautiful dialogue including outstanding scene/monologue, or directoral work.",pos,pos,0.6024,RoBERTa,"Enhanced RoBERTa Pos = 0.6957 (contribution: 0.3745);
Enhanced RoBERTa Neg = 0.0221 (contribution: 0.3541);
Enhanced VADER Compound = 0.9584 (contribution: 0.1044);
Enhanced VADER Pos = 0.317 (contribution: 0.0879);
Enhanced NB Neg = 0.2065 (contribution: 0.0673)","Enhanced SVM Neu = 0.4581 (contribution: -0.0809);
Meta Intensifier Count = 0.0 (contribution: -0.033);
Enhanced NB Pos = 0.2698 (contribution: -0.0288);
Enhanced NB Neu = 0.5236 (contribution: -0.0195);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Compound, Enhanced VADER Pos, Enhanced NB Neg. The main opposing signal was Enhanced SVM Neu."
46,correct,this is a downgrade from mx610,neg,neg,0.6438,RoBERTa,"Enhanced RoBERTa Neg = 0.7501 (contribution: 0.4472);
Enhanced RoBERTa Pos = 0.0146 (contribution: 0.2967);
Enhanced VADER Pos = 0.0 (contribution: 0.0819);
Enhanced VADER Compound = 0.0 (contribution: 0.0772);
Meta Has Negator = 0.0 (contribution: 0.0679)","Enhanced NB Pos = 0.406 (contribution: -0.0466);
Meta Negator Count = 0.0 (contribution: -0.0438);
Enhanced VADER Neg = 0.0 (contribution: -0.033);
Enhanced NB Neg = 0.2728 (contribution: -0.0322);
Enhanced SVM Neg = 0.2543 (contribution: -0.0258)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Pos, Enhanced VADER Compound, Meta Has Negator. The main opposing signal was Enhanced NB Pos."
47,correct,"It's great. I'm near the max distance from Green Bay, WI. Time Warner took our NBC any MyTV off because of price disputes. Now TWC can do whatever with local tv. With next day shipping it was only around $42.00.",pos,pos,0.473,RoBERTa,"Enhanced RoBERTa Neg = 0.0533 (contribution: 0.3205);
Enhanced RoBERTa Pos = 0.622 (contribution: 0.2964);
Meta Has Contrast = 0.0 (contribution: 0.0671);
Meta Contrast Count = 0.0 (contribution: 0.0299);
Enhanced VADER Compound = 0.4588 (contribution: 0.0275)","Enhanced VADER Pos = 0.093 (contribution: -0.0458);
Meta Intensifier Count = 0.0 (contribution: -0.033);
Enhanced NB Neg = 0.3863 (contribution: -0.0229);
Enhanced VADER Neu = 0.86 (contribution: -0.0157);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Meta Has Contrast, Meta Contrast Count, Enhanced VADER Compound. The main opposing signal was Enhanced VADER Pos."
48,correct,It lasted one night. It was flimsy and super thin. Not worth it.,neg,neg,0.7996,RoBERTa,"Enhanced RoBERTa Neg = 0.9074 (contribution: 0.6232);
Enhanced RoBERTa Pos = 0.0108 (contribution: 0.3001);
Enhanced VADER Compound = -0.7783 (contribution: 0.2918);
Enhanced VADER Neg = 0.43 (contribution: 0.1496);
Enhanced RoBERTa Neu = 0.0817 (contribution: 0.1032)","Meta Has Negator = 1.0 (contribution: -0.0526);
Enhanced VADER Neu = 0.57 (contribution: -0.044);
Meta Has Neg Phrase = 1.0 (contribution: -0.0338);
Enhanced NB Neu = 0.4661 (contribution: -0.0173);
Meta Has Intensifier = 1.0 (contribution: -0.0108)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced VADER Neg, Enhanced RoBERTa Neu. The main opposing signal was Meta Has Negator."
49,correct,"This detector provides barely enough warning distance for my area. I live in a more-or-less heavily forested area of the country (Southern New Hampshire). Our roads are often twisty and hilly, with lots of vegetation to soak up radar waves. I still get by with this detector, but I have to be responsive to alerts as soon as they happen, or pay the consequences. With any radar detector that alerts on X-band, you need to be able to ignore spurious signals issued by automatic doors (WalMart, Target, etc.) and the collision detection sensors used on the more and more well-equipped cars today. I only use mine for X and Xa band detection, since those are typically most used here. LADAR? Forget about it!",neu,neu,0.5095,Polarity Shift Features,"Enhanced RoBERTa Neu = 0.633 (contribution: 0.2269);
Meta Has Diminisher = 1.0 (contribution: 0.1499);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Meta Diminisher Count = 1.0 (contribution: 0.0776);
Meta Intensifier Count = 0.0 (contribution: 0.0446)","Enhanced VADER Compound = -0.7937 (contribution: -0.1308);
Enhanced NB Pos = 0.6268 (contribution: -0.087);
Enhanced SVM Neu = 0.2588 (contribution: -0.0769);
Meta Has Negator = 0.0 (contribution: -0.0648);
Enhanced SVM Pos = 0.4948 (contribution: -0.0444)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Enhanced RoBERTa Neu, Meta Has Diminisher, Meta Has Contrast, Meta Diminisher Count, Meta Intensifier Count. The main opposing signal was Enhanced VADER Compound."
50,correct,"Few months ago, our U.S history teacher advice us to buy this book and i got the last one, on the last minute. When I began read the book, it doesnt have enough ""entertainment"" but in few chapters later, I just notice that some part(maybe all) occured during the historical action a that time. What I mostly enjoyed is that when I read in this book, i learning more often and gave me a head start, because were in the part about the Spanish American War at class. I already finished the book a month ago and i enjoyed it alot. I recommended to the reader who like history or a student that needs more backup at history.",pos,pos,0.462,RoBERTa,"Enhanced RoBERTa Pos = 0.8812 (contribution: 0.5714);
Enhanced RoBERTa Neg = 0.0066 (contribution: 0.3708);
Enhanced VADER Compound = 0.8402 (contribution: 0.0862);
Enhanced RoBERTa Neu = 0.1122 (contribution: 0.0461);
Enhanced VADER Neg = 0.045 (contribution: 0.0278)","Enhanced NB Neg = 0.6423 (contribution: -0.1513);
Enhanced NB Pos = 0.1472 (contribution: -0.1209);
Meta Has Contrast = 1.0 (contribution: -0.0798);
Meta Intensifier Count = 0.0 (contribution: -0.033);
Enhanced VADER Pos = 0.12 (contribution: -0.0297)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced VADER Neg. The main opposing signal was Enhanced NB Neg."
52,correct,Says it's for a toddler but this hat was huge,neu,neu,0.5797,RoBERTa,"Enhanced RoBERTa Neu = 0.5486 (contribution: 0.1682);
Enhanced SVM Neu = 0.5231 (contribution: 0.142);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Meta Intensifier Count = 0.0 (contribution: 0.0446);
Meta Negator Count = 0.0 (contribution: 0.0358)","Meta Has Negator = 0.0 (contribution: -0.0648);
Enhanced VADER Neg = 0.0 (contribution: -0.0329);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Enhanced VADER Pos = 0.269 (contribution: -0.0114)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced SVM Neu, Meta Has Contrast, Meta Intensifier Count, Meta Negator Count. The main opposing signal was Meta Has Negator."
54,correct,If your looking for a long dress that is comfortable and different this is the one.,pos,pos,0.7438,RoBERTa,"Enhanced RoBERTa Pos = 0.7361 (contribution: 0.4174);
Enhanced RoBERTa Neg = 0.0071 (contribution: 0.3703);
Enhanced NB Pos = 0.5798 (contribution: 0.2037);
Enhanced SVM Pos = 0.5192 (contribution: 0.1001);
Enhanced NB Neg = 0.175 (contribution: 0.0832)","Meta Intensifier Count = 0.0 (contribution: -0.033);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152);
Meta Has Pos Phrase = 0.0 (contribution: -0.0111);
Meta Has Diminisher = 0.0 (contribution: -0.0106);
Meta Diminisher Count = 0.0 (contribution: -0.0092)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Pos, Enhanced SVM Pos, Enhanced NB Neg. The main opposing signal was Meta Intensifier Count."
56,correct,"I read this book many years ago when I was 13 or 14 so my memory is a little fuzzy on the details, but I remember it made a huge impression on me at the time. I saw the movie and that is what originally inspired me to read the book, but there is a lot more to the book than just the love story that was portrayed in the movie. There is a lot of political and social history presented in the novel, but not so much that it overwhelms the reader. The story and the history are balanced very well. The main character strives to do well and survive against the odds, which was inspirational despite the fact that so many unfortunate incidents happened to him.",neu,neu,0.4639,Polarity Shift Features,"Meta Contrast Count = 3.0 (contribution: 0.146);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced VADER Compound = 0.9731 (contribution: 0.0844);
Meta Has Intensifier = 1.0 (contribution: 0.0598);
Enhanced NB Neu = 0.5764 (contribution: 0.0594)","Enhanced RoBERTa Neu = 0.1893 (contribution: -0.0817);
Enhanced RoBERTa Pos = 0.8038 (contribution: -0.0725);
Meta Intensifier Count = 1.0 (contribution: -0.037);
Enhanced VADER Neg = 0.045 (contribution: -0.0139);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Contrast Count, Meta Has Contrast, Enhanced VADER Compound, Meta Has Intensifier, Enhanced NB Neu. The main opposing signal was Enhanced RoBERTa Neu."
57,correct,Good affordable laptop ram option,pos,pos,0.7212,RoBERTa,"Enhanced RoBERTa Pos = 0.8077 (contribution: 0.4934);
Enhanced RoBERTa Neg = 0.0083 (contribution: 0.369);
Enhanced VADER Pos = 0.651 (contribution: 0.2873);
Meta Has Contrast = 0.0 (contribution: 0.0671);
Enhanced VADER Neg = 0.0 (contribution: 0.0659)","Enhanced SVM Neu = 0.4003 (contribution: -0.037);
Meta Intensifier Count = 0.0 (contribution: -0.033);
Enhanced NB Pos = 0.2814 (contribution: -0.0202);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152);
Meta Has Pos Phrase = 0.0 (contribution: -0.0111)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Pos, Meta Has Contrast, Enhanced VADER Neg. The main opposing signal was Enhanced SVM Neu."
58,correct,Nice but thought it was more wide neck opening. Nice soft fabric.,neu,neu,0.5041,SVM,"Enhanced SVM Neu = 0.5197 (contribution: 0.1392);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced VADER Compound = 0.8338 (contribution: 0.0674);
Enhanced NB Neu = 0.545 (contribution: 0.0511);
Meta Intensifier Count = 0.0 (contribution: 0.0446)","Meta Has Negator = 0.0 (contribution: -0.0648);
Enhanced RoBERTa Pos = 0.5959 (contribution: -0.0398);
Enhanced VADER Pos = 0.496 (contribution: -0.0373);
Enhanced VADER Neg = 0.0 (contribution: -0.0329);
Meta Has Intensifier = 0.0 (contribution: -0.0317)","The meta model predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced SVM Neu, Meta Has Contrast, Enhanced VADER Compound, Enhanced NB Neu, Meta Intensifier Count. The main opposing signal was Meta Has Negator."
59,correct,This is not on Charter's list even though the description said so.,neg,neg,0.5198,RoBERTa,"Enhanced RoBERTa Pos = 0.0184 (contribution: 0.2932);
Enhanced RoBERTa Neg = 0.5691 (contribution: 0.2447);
Enhanced SVM Neg = 0.6118 (contribution: 0.0843);
Enhanced VADER Pos = 0.0 (contribution: 0.0819);
Enhanced VADER Compound = 0.0 (contribution: 0.0772)","Meta Has Negator = 1.0 (contribution: -0.0526);
Enhanced RoBERTa Neu = 0.4124 (contribution: -0.0484);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Enhanced VADER Neg = 0.0 (contribution: -0.033);
Enhanced NB Neu = 0.4793 (contribution: -0.0193)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced SVM Neg, Enhanced VADER Pos, Enhanced VADER Compound. The main opposing signal was Meta Has Negator."
60,correct,"Maybe I'm not imaginative, but most of the things this book offers are decorative items, not functional items. And they're not particularly attractive or interesting decorative items. A knitted pint glass? What FOR? I don't mind the occasional tchotchky, but these items are both silly and useless, as far as I'm concerned. There are two exceptions, a cute nightgown designed in the style of a twenties flapper dress, and a pair of ear muffs made of knitted fried eggs. If you like this kind of thing, and I don't know anyone who does, or if you like to knit and want to punish everyone you know with presents they'll hate, this is the book for you. Otherwise, stay far, far away.",neg,neg,0.6417,RoBERTa,"Enhanced RoBERTa Neg = 0.7286 (contribution: 0.4231);
Enhanced RoBERTa Pos = 0.0226 (contribution: 0.2895);
Enhanced VADER Compound = -0.4764 (contribution: 0.2085);
Meta Negator Count = 5.0 (contribution: 0.1229);
Enhanced SVM Neg = 0.4703 (contribution: 0.0407)","Meta Has Negator = 1.0 (contribution: -0.0526);
Enhanced NB Pos = 0.4096 (contribution: -0.0484);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Meta Contrast Count = 2.0 (contribution: -0.0327);
Meta Intensifier Count = 0.0 (contribution: -0.0116)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Meta Negator Count, Enhanced SVM Neg. The main opposing signal was Meta Has Negator."
62,correct,"When I first read this book I thought it was interesting but it sure didn't go with what I remembered from the Bible. In my Bible study groups we had not covered Revelations that much, so I had to go look up a few things. I discovered that many of the evangelists use a Bible written by a man named Scofield. He came from a dubious background. Look him up on the internet. While in prison for forgery, he converted to Christianity, of the Darbyite influence. Anyway, he ended up writing a Bible using his interpretations of what it meant, so of course, then he has changed it to his liking.But what the authors are saying is that we, believers in Jesus, will receive this Rapture they are talking about instead of going through the tribulations, but the original Bible does not say this. So I am wondering, if Armegeddon comes, and the Christians who believe what the authors are preaching, when they don't receive this Rapture when promised, will that make them turn away from God? Is this more a Satanic than a Christian book? I don't know, but I would suggest that before you take it as gospel, that you should look a little deeper. Jesus warned of us the false prophets. One thing good about the book is that it does make one want to get right with God. You might want to read the book ""Forcing God's Hands..."" by Grace Halsell, she has written a book explaining how this evangelical belief started and what it means and it is truly scary for the people of this world.",neu,neu,0.6496,Polarity Shift Features,"Meta Contrast Count = 4.0 (contribution: 0.2115);
Enhanced RoBERTa Neu = 0.5754 (contribution: 0.1869);
Enhanced SVM Neu = 0.5008 (contribution: 0.1235);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced VADER Compound = 0.9513 (contribution: 0.0817)","Meta Negator Count = 5.0 (contribution: -0.1006);
Enhanced NB Pos = 0.4295 (contribution: -0.0331);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced NB Neu = 0.2417 (contribution: -0.0288);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Contrast Count, Enhanced RoBERTa Neu, Enhanced SVM Neu, Meta Has Contrast, Enhanced VADER Compound. The main opposing signal was Meta Negator Count."
66,correct,"Awful book! I like some of Alexandra Raife's books, but this one is awful. First there is the tease that is hinted at but not revealed. Just tell us, for pity's sake, so we can understand what is going on! Then the main male character is so unlikable that you keep hoping someone will show up who is really worth caring about. When I think of some of this author's other books, it's difficult to believe that this was even penned by her. The bad language and emotional shifts are excessive, and I don't care for the ""sex for fun with no commitment"" attitude. ""We'll just have sex and nobody will get hurt!"" What is that??? ""I want to see your naked body and make love to IT???????????????????"" A huge disappointment and I can't believe an author like Mary Stewart who has recommended this author has read this particular book.",neg,neg,0.5363,RoBERTa,"Enhanced RoBERTa Neg = 0.9271 (contribution: 0.6452);
Enhanced RoBERTa Pos = 0.0061 (contribution: 0.3044);
Enhanced RoBERTa Neu = 0.0669 (contribution: 0.11);
Meta Negator Count = 4.0 (contribution: 0.0895);
Enhanced VADER Neg = 0.143 (contribution: 0.0277)","Enhanced VADER Compound = 0.9109 (contribution: -0.1739);
Enhanced NB Pos = 0.4565 (contribution: -0.0707);
Enhanced NB Neg = 0.2186 (contribution: -0.0579);
Meta Has Negator = 1.0 (contribution: -0.0526);
Meta Has Contrast = 1.0 (contribution: -0.0369)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced RoBERTa Neu, Meta Negator Count, Enhanced VADER Neg. The main opposing signal was Enhanced VADER Compound."
67,correct,"I didn't really care for this book at all, the plot was a little too far fetched. I didn't like Anne at all, she was too vain, obsessed with being queen and just too full of herself for my liking.I liked Horatio the best but even his character could have had a little more depth to him.I only gave this book two stars for the Monkey. If you still want to read this book, I would suggest the library.",neg,neg,0.484,RoBERTa,"Enhanced RoBERTa Neg = 0.6346 (contribution: 0.318);
Enhanced RoBERTa Pos = 0.0321 (contribution: 0.2809);
Enhanced NB Pos = 0.1766 (contribution: 0.0628);
Enhanced VADER Compound = 0.0574 (contribution: 0.0614);
Enhanced VADER Pos = 0.075 (contribution: 0.0457)","Enhanced NB Neg = 0.1924 (contribution: -0.0703);
Meta Has Negator = 1.0 (contribution: -0.0526);
Enhanced NB Neu = 0.631 (contribution: -0.0421);
Meta Has Contrast = 1.0 (contribution: -0.0369);
Enhanced RoBERTa Neu = 0.3333 (contribution: -0.0122)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced NB Pos, Enhanced VADER Compound, Enhanced VADER Pos. The main opposing signal was Enhanced NB Neg."
68,correct,"This is not a story. Rather it is a collection of stories about semi-related events occurring over a period of about 50 years, which in and of itself would not be such a bad thing, but East of Eden is so long! The style of Steinbeck's prose is erratic at best which, again, wouldn't be so unpleasant if East of Eden weren't trying to pass itself off as a novel. The basis of the story's symbolism is evident from the first chapter, but Steinbeck doesn't stop there. He hammers his message home with a three ton sledgehammer that is about as subtle as a train wreck. For example, each generation in East of Eden has a Cain character and an Abel character, and Steinbeck dives relatively deep when he begins the name of the corresponding characters with a ""C"" and an ""A"". That seems to be the limit of his subtlety as this bludgeoning draws slowly out over the torturous course of over seven hundred pages, finally grinding to a leadenly melodramatic finish. And yet, at the end of this gruelling road, the message is still frustratingly vague. The reader has suffered for nothing. The sporadic insertion of episodes totally unrelated to the rest of the book is reminiscent of bits of trash floating in a river of sludge from some factory's drain pipe. John Steinbeck is that factory, and in East of Eden he pumps out page after page of superficial writing. As Steinbeck would, were he writing this review, extend the metaphor beyond its use, one might even consider East of Eden a waste product from the creation of masterpieces such as The Grapes of Wrath and Tortilla Flat.I see that East of Eden might contain a modicum of interest for students of Steinbeck (I myself have researched the man and used this book to defend a thesis), but someone looking to become acquainted for the first time with the power that Steinbeck can wield would be better served by The Red Pony or one of the afore-mentioned alternatives.",neu,neu,0.6684,Polarity Shift Features,"Enhanced RoBERTa Neu = 0.62 (contribution: 0.2179);
Meta Contrast Count = 4.0 (contribution: 0.2115);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced SVM Neu = 0.479 (contribution: 0.1055);
Enhanced NB Neu = 0.6365 (contribution: 0.0752)","Meta Negator Count = 5.0 (contribution: -0.1006);
Meta Intensifier Count = 1.0 (contribution: -0.037);
Enhanced VADER Compound = 0.1561 (contribution: -0.0151);
Meta Has Neg Phrase = 0.0 (contribution: -0.0124);
Enhanced SVM Neg = 0.3936 (contribution: -0.0109)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Enhanced RoBERTa Neu, Meta Contrast Count, Meta Has Contrast, Enhanced SVM Neu, Enhanced NB Neu. The main opposing signal was Meta Negator Count."
69,correct,This is a very good book with useful tips. I tried baking my pie on the floor of the oven like she suggests. The first time it turned out amazing. Every time since it has burned. Anyone have ideas why this happened? I have tried reducing the temperature and the crust comes out nice and golden but seems a little tougher to me.,pos,pos,0.537,RoBERTa,"Enhanced RoBERTa Neg = 0.0554 (contribution: 0.3182);
Enhanced RoBERTa Pos = 0.5726 (contribution: 0.2439);
Enhanced NB Pos = 0.5959 (contribution: 0.2158);
Enhanced NB Neg = 0.1692 (contribution: 0.0861);
Enhanced VADER Compound = 0.8275 (contribution: 0.0842)","Meta Has Contrast = 1.0 (contribution: -0.0798);
Meta Has Intensifier = 1.0 (contribution: -0.049);
Enhanced SVM Neu = 0.393 (contribution: -0.0315);
Enhanced RoBERTa Neu = 0.372 (contribution: -0.0155);
Meta Pos Phrase Count = 0.0 (contribution: -0.0152)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced NB Pos, Enhanced NB Neg, Enhanced VADER Compound. The main opposing signal was Meta Has Contrast."
70,correct,"I took a trip to Thailand and was appalled at what I saw, from the filth and smut to the rampant corruption, prostitution, and hideous architecture. And through it all was the ever-present face of THE KING, hundreds of feet tall on skyscrapers, in subways, on office buildings, billboards...everywhere. Say anything critical of him and you're in big trouble.So my question going into this book was: How much is the King responsible for the Thailand that I experienced? For the innumerable narratives of abuse and extortion at the hands of government officials and one of the world's most deplorable legal systems?My answer after reading much of this book is that the King, even if not directly responsible for all that is foul in Thailand, is a huge power player in the utterly fragmented, rudderless, and byzantine world of this Southeast Asian power. His throne and the hold in which it has over his people, would seem anything but democratic -- as the king himself, in his own words, does not truly believe in the concept. I think we are seeing that play out to this day. Like all monarchs, the takeaway is that he is interested in retaining the power of the throne at all costs, and then implementing public works as a ""gift"" to his people. It's like entering the middle ages.Most fascinating and dizzying of all is that this is all perpetrated in the name of Buddhism, of creating a community of well being and dharma for an entire society. This is one of the most indicting statements I have ever heard against Buddhist precepts, and shows how that religion just like any other can be manipulated for the retention of power by a monarchy. It's actually quite a straightforward story that's played itself over time and again in human history, but the Buddhist and particularly the Hindu notions of royalty give this chapter in human domination a mephitic whiff all of its own. My hat's off to Handley for describing much of this insanely complex power brokering from its origins, but in its play-by=play analysis the book cannot help but be a dense, tiresome slog.But the question remains -- without the King, would Thailand look something more like Burma or Cambodia? A scary thought to be sure.",neu,neu,0.4775,Polarity Shift Features,"Meta Contrast Count = 5.0 (contribution: 0.2769);
Meta Has Contrast = 1.0 (contribution: 0.1167);
Enhanced VADER Compound = 0.9663 (contribution: 0.0836);
Enhanced NB Neu = 0.5858 (contribution: 0.0619);
Enhanced RoBERTa Pos = 0.0053 (contribution: 0.053)","Enhanced RoBERTa Neu = 0.0912 (contribution: -0.15);
Meta Negator Count = 4.0 (contribution: -0.0733);
Meta Has Intensifier = 0.0 (contribution: -0.0317);
Enhanced SVM Pos = 0.4225 (contribution: -0.027);
Enhanced RoBERTa Neg = 0.9035 (contribution: -0.0223)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Polarity Shift Features. The top supporting features were Meta Contrast Count, Meta Has Contrast, Enhanced VADER Compound, Enhanced NB Neu, Enhanced RoBERTa Pos. The main opposing signal was Enhanced RoBERTa Neu."
71,correct,"For both my girls, we needed to size-up.",neu,neu,0.4391,RoBERTa,"Enhanced RoBERTa Neu = 0.7395 (contribution: 0.301);
Meta Intensifier Count = 0.0 (contribution: 0.0446);
Meta Negator Count = 0.0 (contribution: 0.0358);
Enhanced RoBERTa Pos = 0.151 (contribution: 0.0302);
Enhanced SVM Neg = 0.2051 (contribution: 0.0262)","Meta Has Contrast = 0.0 (contribution: -0.098);
Meta Has Negator = 0.0 (contribution: -0.0648);
Meta Contrast Count = 0.0 (contribution: -0.0503);
Enhanced VADER Compound = 0.0 (contribution: -0.0341);
Enhanced VADER Neg = 0.0 (contribution: -0.0329)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Meta Intensifier Count, Meta Negator Count, Enhanced RoBERTa Pos, Enhanced SVM Neg. The main opposing signal was Meta Has Contrast."
