row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
73,wrong,The chest area of the dress was quite large. I decided to size up like I usually do with online purchases and it fit perfectly at my waist but the chest area was much to large even with the adjustable straps. I am a 34 DD and had this problem. It also has a very low back which is hard to wear a bra with!!!,pos,neg,0.6756,RoBERTa,"Base RoBERTa Pos = 0.0452 (contribution: 0.4449);
Base VADER Compound = -0.6861 (contribution: 0.3466);
Base RoBERTa Neg = 0.5264 (contribution: 0.33);
Base SVM Pos = 0.2505 (contribution: 0.0857);
Base SVM Neg = 0.4306 (contribution: 0.0752)","Base RoBERTa Neu = 0.4284 (contribution: -0.0565);
Base NB Pos = 0.1737 (contribution: -0.025);
Base VADER Pos = 0.089 (contribution: -0.0117);
Base SVM Neu = 0.319 (contribution: -0.004);
Base VADER Neu = 0.77 (contribution: -0.0003)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neg, Base SVM Pos, Base SVM Neg. The main opposing signal was Base RoBERTa Neu."
75,wrong,"SPOILER ALERT, SPOILER ALERT!Annakin Skywalker becomes Darth Vadar! oh yeah, everyone already knew that.my only disappointment with this book; no scenes on the wookie homeworld. it's my understanding it is shown and featured in the movie, yet nothing in these pages other than ""yep, Yoda went there and escaped thanks to Bail Organa.""still, this is a fine read.",pos,neg,0.468,RoBERTa,"Base RoBERTa Pos = 0.0761 (contribution: 0.3985);
Base RoBERTa Neg = 0.4944 (contribution: 0.2707);
Base NB Neu = 0.2457 (contribution: 0.081);
Base NB Pos = 0.5532 (contribution: 0.0467);
Base SVM Neg = 0.3443 (contribution: 0.0086)","Base VADER Compound = 0.6016 (contribution: -0.0989);
Base SVM Pos = 0.3745 (contribution: -0.0787);
Base RoBERTa Neu = 0.4295 (contribution: -0.0571);
Base NB Neg = 0.2011 (contribution: -0.0533);
Base SVM Neu = 0.2812 (contribution: -0.0087)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base NB Neu, Base NB Pos, Base SVM Neg. The main opposing signal was Base VADER Compound."
76,wrong,"He says something as if it is in ""quotation marks,"" in EVERY sentence. Who talks like that? Gets to be distracting.Also, he references ""study after study"" frequently, but I would love to hear him cite a study.My main gripe with him is his speaking habit of quoting one-third to one-half of each sentence. You'll know what I mean when you listen to him speak about ANYTHING. No other speaker does this.",neg,neu,0.5568,Naive Bayes,"Base VADER Compound = 0.7469 (contribution: 0.1396);
Base NB Neu = 0.5779 (contribution: 0.1319);
Base SVM Neu = 0.441 (contribution: 0.0874);
Base NB Pos = 0.2051 (contribution: 0.0728);
Base RoBERTa Pos = 0.037 (contribution: 0.0726)","Base NB Neg = 0.2171 (contribution: -0.0234);
Base VADER Neg = 0.037 (contribution: -0.023)","The meta model predicted 'neu' mainly because the strongest supporting signals came from Naive Bayes. The top supporting features were Base VADER Compound, Base NB Neu, Base SVM Neu, Base NB Pos, Base RoBERTa Pos. The main opposing signal was Base NB Neg."
83,wrong,Bottoms made small,neg,neu,0.4743,RoBERTa,"Base RoBERTa Neu = 0.5981 (contribution: 0.1427);
Base RoBERTa Pos = 0.0957 (contribution: 0.0586);
Base VADER Pos = 0.0 (contribution: 0.053);
Base SVM Pos = 0.2994 (contribution: 0.0064);
Base VADER Neu = 1.0 (contribution: 0.003)","Base VADER Compound = 0.0 (contribution: -0.1022);
Base VADER Neg = 0.0 (contribution: -0.0547);
Base NB Pos = 0.3334 (contribution: -0.0196);
Base NB Neu = 0.3274 (contribution: -0.0158);
Base SVM Neu = 0.3444 (contribution: -0.0071)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base RoBERTa Pos, Base VADER Pos, Base SVM Pos, Base VADER Neu. The main opposing signal was Base VADER Compound."
85,wrong,It's comfy but the shirt keeps coming up,pos,neu,0.5375,RoBERTa,"Base RoBERTa Neu = 0.6098 (contribution: 0.1485);
Base NB Pos = 0.2203 (contribution: 0.0619);
Base VADER Pos = 0.0 (contribution: 0.053);
Base RoBERTa Pos = 0.1411 (contribution: 0.0478);
Base NB Neu = 0.4235 (contribution: 0.0408)","Base VADER Compound = 0.0 (contribution: -0.1022);
Base VADER Neg = 0.0 (contribution: -0.0547);
Base RoBERTa Neg = 0.2491 (contribution: -0.011);
Base SVM Neu = 0.3408 (contribution: -0.0106);
Base SVM Neg = 0.3628 (contribution: -0.0066)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base NB Pos, Base VADER Pos, Base RoBERTa Pos, Base NB Neu. The main opposing signal was Base VADER Compound."
86,wrong,Cute but not look good on me and little small,neu,neg,0.5893,RoBERTa,"Base RoBERTa Neg = 0.677 (contribution: 0.6093);
Base RoBERTa Pos = 0.0299 (contribution: 0.4678);
Base VADER Compound = -0.2753 (contribution: 0.2045);
Base SVM Pos = 0.2589 (contribution: 0.0746);
Base VADER Neu = 0.61 (contribution: 0.0264)","Base NB Neu = 0.5467 (contribution: -0.1436);
Base NB Neg = 0.2253 (contribution: -0.0439);
Base NB Pos = 0.228 (contribution: -0.0148);
Base SVM Neg = 0.315 (contribution: -0.014);
Base VADER Pos = 0.153 (contribution: -0.0022)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Pos, Base VADER Neu. The main opposing signal was Base NB Neu."
91,wrong,Keyboard won't charge anymore. It lasted maybe three months ...,neg,neu,0.4992,RoBERTa,"Base RoBERTa Neu = 0.5092 (contribution: 0.0987);
Base NB Pos = 0.1987 (contribution: 0.0774);
Base NB Neu = 0.4836 (contribution: 0.0763);
Base RoBERTa Pos = 0.0532 (contribution: 0.0687);
Base VADER Pos = 0.0 (contribution: 0.053)","Base VADER Compound = 0.0 (contribution: -0.1022);
Base VADER Neg = 0.0 (contribution: -0.0547);
Base SVM Neg = 0.3667 (contribution: -0.0074);
Base NB Neg = 0.3177 (contribution: -0.0042)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base NB Pos, Base NB Neu, Base RoBERTa Pos, Base VADER Pos. The main opposing signal was Base VADER Compound."
94,wrong,"Decent quality for tracking, they work",neu,pos,0.669,RoBERTa,"Base RoBERTa Pos = 0.7683 (contribution: 0.7425);
Base RoBERTa Neg = 0.0132 (contribution: 0.6588);
Base VADER Neg = 0.0 (contribution: 0.0589);
Base VADER Neu = 1.0 (contribution: 0.0356);
Base RoBERTa Neu = 0.2185 (contribution: 0.0016)","Base VADER Pos = 0.0 (contribution: -0.0281);
Base NB Neg = 0.3747 (contribution: -0.0202);
Base NB Pos = 0.2912 (contribution: -0.008);
Base VADER Compound = 0.0 (contribution: -0.007);
Base SVM Neu = 0.3564 (contribution: -0.0052)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Neg, Base VADER Neu, Base RoBERTa Neu. The main opposing signal was Base VADER Pos."
100,wrong,The pattern is not the same as the model! But the bathing suit is still cute. Fits pretty well and has padding that can be removed. I got a small and I weigh 125 pounds I'm 57 and I'm at 32A,neg,pos,0.541,RoBERTa,"Base RoBERTa Neg = 0.0645 (contribution: 0.558);
Base RoBERTa Pos = 0.4823 (contribution: 0.2449);
Base NB Pos = 0.5817 (contribution: 0.1464);
Base NB Neg = 0.1773 (contribution: 0.0934);
Base VADER Neg = 0.0 (contribution: 0.0589)","Base SVM Neu = 0.4021 (contribution: -0.0556);
Base SVM Pos = 0.3041 (contribution: -0.019);
Base NB Neu = 0.241 (contribution: -0.0177);
Base RoBERTa Neu = 0.4532 (contribution: -0.0025);
Base VADER Neu = 0.757 (contribution: -0.0017)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Pos, Base NB Neg, Base VADER Neg. The main opposing signal was Base SVM Neu."
104,wrong,This is a must read for any followers of Machiavellian prince apples. Prawns and other Wannabees may discover knew uses for ancient manipulative Phycodian garble de spooks. Dat auld white majick sin four skin. Hal Zwingi,neg,pos,0.5017,RoBERTa,"Base RoBERTa Neg = 0.0861 (contribution: 0.5154);
Base NB Pos = 0.5973 (contribution: 0.1547);
Base NB Neg = 0.1759 (contribution: 0.0942);
Base RoBERTa Pos = 0.3917 (contribution: 0.0872);
Base SVM Pos = 0.3389 (contribution: 0.0412)","Base VADER Neg = 0.096 (contribution: -0.0297);
Base VADER Pos = 0.0 (contribution: -0.0281);
Base NB Neu = 0.2268 (contribution: -0.0199);
Base VADER Compound = -0.5574 (contribution: -0.0194);
Base RoBERTa Neu = 0.5222 (contribution: -0.0037)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base NB Pos, Base NB Neg, Base RoBERTa Pos, Base SVM Pos. The main opposing signal was Base VADER Neg."
105,wrong,It was suppose to be Prime but it took 3 weeks to get here!! I did not like it one bit! The size ran small!!,neu,neg,0.8315,RoBERTa,"Base RoBERTa Neg = 0.9312 (contribution: 1.0807);
Base RoBERTa Pos = 0.0071 (contribution: 0.5022);
Base VADER Compound = -0.5904 (contribution: 0.3135);
Base RoBERTa Neu = 0.0617 (contribution: 0.1187);
Base NB Neg = 0.505 (contribution: 0.0636)","Base VADER Pos = 0.0 (contribution: -0.025);
Base NB Pos = 0.1746 (contribution: -0.0249);
Base VADER Neu = 0.852 (contribution: -0.0139)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base NB Neg. The main opposing signal was Base VADER Pos."
107,wrong,L was way too small and XL way too big?,neu,neg,0.5762,RoBERTa,"Base RoBERTa Neg = 0.6594 (contribution: 0.5767);
Base RoBERTa Pos = 0.0181 (contribution: 0.4856);
Base VADER Compound = 0.0 (contribution: 0.1092);
Base SVM Pos = 0.3048 (contribution: 0.0137);
Base SVM Neg = 0.3455 (contribution: 0.0095)","Base NB Neu = 0.4608 (contribution: -0.0795);
Base VADER Neu = 1.0 (contribution: -0.0386);
Base VADER Pos = 0.0 (contribution: -0.025);
Base NB Pos = 0.2131 (contribution: -0.0176);
Base RoBERTa Neu = 0.3225 (contribution: -0.0059)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Pos, Base SVM Neg. The main opposing signal was Base NB Neu."
112,wrong,"I was surprisingly unimpressed with this book. So far I have read three of Gaskell's other novels -- North and South, Wives and Daughters and Mary Barton. I loved them all. Gaskell's faith, the elegant strength of her heroines, and the attention that she pays to the details of daily life kept me interested and engaged. Gaskell is just such a passionate and compassionate writer.I have loved the way she combines social commentary with fine story telling. But while Ruth starts out just as strong as her other books, I was bored a third of the way through. Ruth's long suffering, her sobbing and sighing and crying through her desertion by Mr. Bellingham, her motherhood, and her stuggle to overcome her sin drove me to distraction. I found this character annoying and insipid. While her early innocence was refreshing I really didn't feel there was much character development after that point. In fact, Ruth seems less like a real person than any of the other characters in Gaskell's novels. If you have never read anything by this author I would not recommend this book as the place to start. Any of the others is a better choice",neu,pos,0.4988,RoBERTa,"Base RoBERTa Neg = 0.0422 (contribution: 0.6018);
Base RoBERTa Pos = 0.6496 (contribution: 0.5361);
Base NB Neu = 0.478 (contribution: 0.0193);
Base SVM Neg = 0.3056 (contribution: 0.0152);
Base NB Neg = 0.3299 (contribution: 0.0056)","Base VADER Neg = 0.148 (contribution: -0.0776);
Base NB Pos = 0.1921 (contribution: -0.0606);
Base SVM Neu = 0.3974 (contribution: -0.0504);
Base SVM Pos = 0.297 (contribution: -0.0314);
Base VADER Compound = -0.4947 (contribution: -0.018)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Neu, Base SVM Neg, Base NB Neg. The main opposing signal was Base VADER Neg."
116,wrong,Unable to install with Windows 7,neu,neg,0.7152,RoBERTa,"Base RoBERTa Neg = 0.78 (contribution: 0.8003);
Base RoBERTa Pos = 0.0128 (contribution: 0.4935);
Base VADER Compound = 0.0 (contribution: 0.1092);
Base RoBERTa Neu = 0.2071 (contribution: 0.0492);
Base NB Neu = 0.3365 (contribution: 0.0132)","Base VADER Neu = 1.0 (contribution: -0.0386);
Base VADER Pos = 0.0 (contribution: -0.025);
Base NB Neg = 0.3198 (contribution: -0.0076);
Base VADER Neg = 0.0 (contribution: -0.0042);
Base SVM Neu = 0.3403 (contribution: -0.0014)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base NB Neu. The main opposing signal was Base VADER Neu."
118,wrong,"We used this book in x-ray technology school and in preparation for the CT exam. The images are alright, although some of them are not the best quality. Also, by the time you get to the point of learning cross sectional anatomy you should have a deep knowledge of human anatomy, so I really don't see why the writer wasted so much useful space by writing about structure and physiology. I also didn't like the labeling, because instead of using numbers like most books do, they used abbreviations... kind of a give-away if you try to practice.",neu,neg,0.7157,RoBERTa,"Base RoBERTa Neg = 0.769 (contribution: 0.7798);
Base RoBERTa Pos = 0.0113 (contribution: 0.4958);
Base VADER Compound = -0.6818 (contribution: 0.3451);
Base RoBERTa Neu = 0.2197 (contribution: 0.0432);
Base SVM Neg = 0.3523 (contribution: 0.0147)","Base NB Neu = 0.5269 (contribution: -0.1288);
Base SVM Pos = 0.357 (contribution: -0.0556);
Base NB Neg = 0.2722 (contribution: -0.0259);
Base NB Pos = 0.2009 (contribution: -0.0199);
Base VADER Pos = 0.05 (contribution: -0.0175)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base RoBERTa Neu, Base SVM Neg. The main opposing signal was Base NB Neu."
119,wrong,This product looks very nice and I liked it until I put it on. I also notice some embedded images in the dress as well. I would show a picture but I could not put my arm in it.,neg,pos,0.621,RoBERTa,"Base RoBERTa Neg = 0.0591 (contribution: 0.5685);
Base RoBERTa Pos = 0.5985 (contribution: 0.4471);
Base SVM Pos = 0.3918 (contribution: 0.1328);
Base VADER Neg = 0.0 (contribution: 0.0589);
Base SVM Neu = 0.3086 (contribution: 0.0475)","Base NB Neg = 0.3752 (contribution: -0.0205);
Base NB Neu = 0.2622 (contribution: -0.0144);
Base VADER Pos = 0.158 (contribution: -0.0016);
Base RoBERTa Neu = 0.3424 (contribution: -0.0006)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Pos, Base VADER Neg, Base SVM Neu. The main opposing signal was Base NB Neg."
120,wrong,It broke butterfly came off,neg,neu,0.4827,RoBERTa,"Base VADER Neg = 0.412 (contribution: 0.2984);
Base RoBERTa Neu = 0.5292 (contribution: 0.1086);
Base RoBERTa Pos = 0.0402 (contribution: 0.0718);
Base VADER Pos = 0.0 (contribution: 0.053);
Base NB Pos = 0.2581 (contribution: 0.0346)","Base VADER Compound = -0.4215 (contribution: -0.2386);
Base SVM Neg = 0.3477 (contribution: -0.0032);
Base VADER Neu = 0.588 (contribution: -0.0024)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base VADER Neg, Base RoBERTa Neu, Base RoBERTa Pos, Base VADER Pos, Base NB Pos. The main opposing signal was Base VADER Compound."
122,wrong,"These are very comfortable, but after a couple of washes, it's a bit looser.",pos,neu,0.5538,RoBERTa,"Base RoBERTa Neu = 0.6712 (contribution: 0.1789);
Base NB Neu = 0.4957 (contribution: 0.0834);
Base NB Pos = 0.2492 (contribution: 0.0411);
Base RoBERTa Pos = 0.2097 (contribution: 0.0314);
Base SVM Neu = 0.3621 (contribution: 0.0102)","Base VADER Neg = 0.0 (contribution: -0.0547);
Base RoBERTa Neg = 0.1191 (contribution: -0.0254);
Base NB Neg = 0.2551 (contribution: -0.0161);
Base SVM Pos = 0.3436 (contribution: -0.0115);
Base VADER Pos = 0.173 (contribution: -0.0016)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base NB Neu, Base NB Pos, Base RoBERTa Pos, Base SVM Neu. The main opposing signal was Base VADER Neg."
128,wrong,"Do not buy if you have a Mac with the latest MacOS, as it has issue with its current driver. I am still waiting for an update.",neu,neg,0.7347,RoBERTa,"Base RoBERTa Neg = 0.7858 (contribution: 0.811);
Base RoBERTa Pos = 0.0125 (contribution: 0.4941);
Base VADER Compound = 0.0 (contribution: 0.1092);
Base NB Neg = 0.5824 (contribution: 0.0934);
Base NB Neu = 0.2381 (contribution: 0.0866)","Base VADER Neu = 1.0 (contribution: -0.0386);
Base VADER Pos = 0.0 (contribution: -0.025);
Base NB Pos = 0.1795 (contribution: -0.0239);
Base SVM Pos = 0.3256 (contribution: -0.014);
Base SVM Neu = 0.314 (contribution: -0.0047)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base NB Neg, Base NB Neu. The main opposing signal was Base VADER Neu."
129,wrong,"1 star for the language learning, could have 4 or 5 for the communicational purpose. This might be a very good guide for a person wanting to go to Japan, it teaches lot's of communicational situations, but of he language itself it teaches almost nothing, almost no (!) grammar and only a part of the script. At this rithym you'll need until volume 20.",neg,neu,0.4341,RoBERTa,"Base RoBERTa Neu = 0.5792 (contribution: 0.1334);
Base VADER Compound = 0.4588 (contribution: 0.0463);
Base VADER Pos = 0.067 (contribution: 0.0318);
Base RoBERTa Pos = 0.2437 (contribution: 0.0233);
Base VADER Neu = 0.933 (contribution: 0.0022)","Base SVM Neu = 0.2538 (contribution: -0.0957);
Base NB Pos = 0.4106 (contribution: -0.0752);
Base VADER Neg = 0.0 (contribution: -0.0547);
Base SVM Pos = 0.3947 (contribution: -0.0322);
Base RoBERTa Neg = 0.1771 (contribution: -0.019)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base VADER Pos, Base RoBERTa Pos, Base VADER Neu. The main opposing signal was Base SVM Neu."
131,wrong,"As debut novels go, this one was fairly good. The author introduces us to Conrad Voort, a police officer who comes from a long family line of law enforcement officers, and who also just happens to be the 'richest cop in New York'. Although Voort's personal relationship has just hit the skids, work must continue. He and his partner (who is also wealthy) must track down a killer who is leaving the initials BHC at each of the murder scenes. About half way through the book, the author throws in a wonderful twist as to the identity of the members of the Broken Hearts Club. The only real downside to this book is the author's continuing references regarding Voort's wealth in places where it isn't relevant to the storyline. When the author does this, it detracts from the storyline and the fact Voort is excellent cop with a sharp mind.",neu,pos,0.521,RoBERTa,"Base RoBERTa Neg = 0.0261 (contribution: 0.6333);
Base RoBERTa Pos = 0.5894 (contribution: 0.4312);
Base NB Neg = 0.2172 (contribution: 0.0704);
Base SVM Neu = 0.3189 (contribution: 0.0362);
Base NB Neu = 0.5789 (contribution: 0.0351)","Base NB Pos = 0.204 (contribution: -0.0543);
Base VADER Neg = 0.084 (contribution: -0.0186);
Base SVM Neg = 0.3555 (contribution: -0.0123);
Base VADER Pos = 0.101 (contribution: -0.0112);
Base RoBERTa Neu = 0.3845 (contribution: -0.0013)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Neg, Base SVM Neu, Base NB Neu. The main opposing signal was Base NB Pos."
136,wrong,You need to find a really good station in order for it to work properly,neu,pos,0.4951,RoBERTa,"Base RoBERTa Neg = 0.0467 (contribution: 0.5928);
Base RoBERTa Pos = 0.4153 (contribution: 0.1284);
Base SVM Pos = 0.365 (contribution: 0.0863);
Base VADER Neg = 0.0 (contribution: 0.0589);
Base SVM Neu = 0.3037 (contribution: 0.0529)","Base NB Neg = 0.3918 (contribution: -0.03);
Base NB Neu = 0.2524 (contribution: -0.0159);
Base RoBERTa Neu = 0.5379 (contribution: -0.004)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Pos, Base VADER Neg, Base SVM Neu. The main opposing signal was Base NB Neg."
137,wrong,I bought this rig for my wife and a big reason I chose this one is it said it has wireless display and I wanted my wife to be able to get netflix on the TV. Well this is simply not true. IF you buy an HD cable you can have a cabled display but there is simply no way I've found to hook up wireless to the TV.,neu,neg,0.704,RoBERTa,"Base RoBERTa Neg = 0.6942 (contribution: 0.6411);
Base RoBERTa Pos = 0.031 (contribution: 0.4662);
Base VADER Compound = -0.4881 (contribution: 0.2781);
Base SVM Neg = 0.4157 (contribution: 0.0637);
Base SVM Pos = 0.2858 (contribution: 0.0389)","Base NB Neu = 0.4403 (contribution: -0.0642);
Base VADER Pos = 0.023 (contribution: -0.0215);
Base VADER Neu = 0.892 (contribution: -0.0206);
Base NB Neg = 0.3106 (contribution: -0.0112);
Base NB Pos = 0.2491 (contribution: -0.0108)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Neg, Base SVM Pos. The main opposing signal was Base NB Neu."
140,wrong,"I think that this book is really good, and I would recommend everyone to read it. I am really annoyed about the ending though, and I don't think he should have tried to avoid the happy ending by making up all of that stuff about can't live in different worlds and stupid stuff. Otherwise, I think it was a brilliant book to end a brilliant series.",pos,neu,0.449,VADER,"Base VADER Compound = 0.8591 (contribution: 0.1759);
Base RoBERTa Neu = 0.4614 (contribution: 0.075);
Base VADER Neg = 0.111 (contribution: 0.0404);
Base RoBERTa Pos = 0.1957 (contribution: 0.0348);
Base SVM Neg = 0.2983 (contribution: 0.0077)","Base NB Pos = 0.5607 (contribution: -0.1833);
Base SVM Neu = 0.279 (contribution: -0.0711);
Base NB Neu = 0.2444 (contribution: -0.0648);
Base SVM Pos = 0.4227 (contribution: -0.0435);
Base NB Neg = 0.1949 (contribution: -0.0276)","The meta model predicted 'neu' mainly because the strongest supporting signals came from VADER. The top supporting features were Base VADER Compound, Base RoBERTa Neu, Base VADER Neg, Base RoBERTa Pos, Base SVM Neg. The main opposing signal was Base NB Pos."
142,wrong,"Now Face to Face and it's predecessor Through a Glass Darkly have joined my collection of favorite historical fiction. Contrary to the other opinion that the political intrigue of the novel was hard to follow, I felt that, for the first time, I was truly able to understand this period of English upheaval. I was reading these novels for the ""fiction"" and not for the ""romance"" so I didn't notice if there was romance missing. I didn't feel there was anything missing, actually. The only thing missing is a third book! Ms. Koen, is it on it's way?",pos,neu,0.5079,RoBERTa,"Base RoBERTa Neu = 0.5928 (contribution: 0.1401);
Base VADER Compound = 0.7263 (contribution: 0.1329);
Base SVM Pos = 0.1727 (contribution: 0.0576);
Base RoBERTa Pos = 0.1055 (contribution: 0.0562);
Base VADER Pos = 0.117 (contribution: 0.0161)","Base NB Pos = 0.4375 (contribution: -0.0946);
Base NB Neu = 0.2884 (contribution: -0.0388);
Base SVM Neg = 0.5078 (contribution: -0.0386);
Base SVM Neu = 0.3195 (contribution: -0.0314);
Base NB Neg = 0.2741 (contribution: -0.0125)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base SVM Pos, Base RoBERTa Pos, Base VADER Pos. The main opposing signal was Base NB Pos."
143,wrong,"I haven't had these i a long time but at one time I owned two pairs. The surround sound quality was good and the worked as they were designed especially for the price. They were comfortable for extended wear as at the time I gamed for hours on most nights. The problem is construction and durability. Both pairs broke at the same spots at the second bend in the head band where the fold up. You can super glue and tape to repair the damage but it won't last long. There is too much stress on the head band in the way the ear pads press against the ear. Expect them to break, just a matter of time. I babied each of my two pairs but that didn't matter.",neu,neg,0.4979,RoBERTa,"Base RoBERTa Neg = 0.6028 (contribution: 0.4717);
Base RoBERTa Pos = 0.0361 (contribution: 0.4585);
Base VADER Compound = -0.1768 (contribution: 0.1704);
Base SVM Pos = 0.2185 (contribution: 0.1282);
Base SVM Neu = 0.5052 (contribution: 0.019)","Base NB Neu = 0.5846 (contribution: -0.1719);
Base NB Neg = 0.2173 (contribution: -0.0471);
Base SVM Neg = 0.2763 (contribution: -0.0439);
Base RoBERTa Neu = 0.361 (contribution: -0.0244);
Base NB Pos = 0.1981 (contribution: -0.0204)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Pos, Base SVM Neu. The main opposing signal was Base NB Neu."
146,wrong,This book appeared to be pieced together from all his other books. No innovation. I love Dirk Pitt novels and have read them all. This might be my last.,neu,pos,0.7774,RoBERTa,"Base RoBERTa Pos = 0.7565 (contribution: 0.722);
Base RoBERTa Neg = 0.0294 (contribution: 0.6269);
Base SVM Pos = 0.4039 (contribution: 0.1537);
Base NB Pos = 0.5636 (contribution: 0.1368);
Base NB Neg = 0.1909 (contribution: 0.0856)","Base NB Neu = 0.2455 (contribution: -0.017);
Base VADER Neu = 0.735 (contribution: -0.0051);
Base VADER Neg = 0.065 (contribution: -0.0011)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base SVM Pos, Base NB Pos, Base NB Neg. The main opposing signal was Base NB Neu."
149,wrong,"In this collection, editors Joseph Corre and Serena Rees attempt to put together a brief history of erotica, particularly subversive erotica. The diversity and quality of the illustrations make this book a nice find. The idea of the text is quite interesting--a historical and social survey of erotica--but still leaves something to be desired. The text is a little too light and doesn't seem particularly well researched.",pos,neu,0.4994,RoBERTa,"Base RoBERTa Neu = 0.6024 (contribution: 0.1448);
Base SVM Neu = 0.3942 (contribution: 0.0416);
Base RoBERTa Pos = 0.1677 (contribution: 0.0414);
Base VADER Pos = 0.071 (contribution: 0.0306);
Base SVM Pos = 0.2831 (contribution: 0.013)","Base NB Pos = 0.4613 (contribution: -0.1117);
Base VADER Compound = 0.172 (contribution: -0.0465);
Base NB Neg = 0.2004 (contribution: -0.0265);
Base RoBERTa Neg = 0.2299 (contribution: -0.0131);
Base NB Neu = 0.3383 (contribution: -0.0094)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base SVM Neu, Base RoBERTa Pos, Base VADER Pos, Base SVM Pos. The main opposing signal was Base NB Pos."
150,wrong,This was a gift. Quality seems ok. Not great but ok. The stencil seems faded.,pos,neu,0.5855,RoBERTa,"Base RoBERTa Neu = 0.5457 (contribution: 0.1167);
Base SVM Neu = 0.4187 (contribution: 0.0656);
Base VADER Compound = 0.4944 (contribution: 0.0578);
Base NB Pos = 0.2303 (contribution: 0.0547);
Base RoBERTa Pos = 0.1175 (contribution: 0.0534)","Base VADER Pos = 0.343 (contribution: -0.0553);
Base VADER Neu = 0.541 (contribution: -0.003);
Base RoBERTa Neg = 0.3369 (contribution: -0.0013);
Base SVM Pos = 0.3159 (contribution: -0.0003)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Base RoBERTa Neu, Base SVM Neu, Base VADER Compound, Base NB Pos, Base RoBERTa Pos. The main opposing signal was Base VADER Pos."
