row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
65,wrong,Too small for my child's head,neu,neg,0.7173,RoBERTa,"Enhanced RoBERTa Neg = 0.8162 (contribution: 0.835);
Enhanced RoBERTa Pos = 0.013 (contribution: 0.483);
Enhanced VADER Compound = 0.0 (contribution: 0.0975);
Enhanced RoBERTa Neu = 0.1708 (contribution: 0.0923);
Enhanced VADER Neu = 1.0 (contribution: 0.036)","Enhanced NB Neu = 0.5402 (contribution: -0.0719);
Enhanced NB Neg = 0.2407 (contribution: -0.043);
Enhanced SVM Neu = 0.3771 (contribution: -0.0003)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced VADER Neu. The main opposing signal was Enhanced NB Neu."
70,wrong,"I took a trip to Thailand and was appalled at what I saw, from the filth and smut to the rampant corruption, prostitution, and hideous architecture. And through it all was the ever-present face of THE KING, hundreds of feet tall on skyscrapers, in subways, on office buildings, billboards...everywhere. Say anything critical of him and you're in big trouble.So my question going into this book was: How much is the King responsible for the Thailand that I experienced? For the innumerable narratives of abuse and extortion at the hands of government officials and one of the world's most deplorable legal systems?My answer after reading much of this book is that the King, even if not directly responsible for all that is foul in Thailand, is a huge power player in the utterly fragmented, rudderless, and byzantine world of this Southeast Asian power. His throne and the hold in which it has over his people, would seem anything but democratic -- as the king himself, in his own words, does not truly believe in the concept. I think we are seeing that play out to this day. Like all monarchs, the takeaway is that he is interested in retaining the power of the throne at all costs, and then implementing public works as a ""gift"" to his people. It's like entering the middle ages.Most fascinating and dizzying of all is that this is all perpetrated in the name of Buddhism, of creating a community of well being and dharma for an entire society. This is one of the most indicting statements I have ever heard against Buddhist precepts, and shows how that religion just like any other can be manipulated for the retention of power by a monarchy. It's actually quite a straightforward story that's played itself over time and again in human history, but the Buddhist and particularly the Hindu notions of royalty give this chapter in human domination a mephitic whiff all of its own. My hat's off to Handley for describing much of this insanely complex power brokering from its origins, but in its play-by=play analysis the book cannot help but be a dense, tiresome slog.But the question remains -- without the King, would Thailand look something more like Burma or Cambodia? A scary thought to be sure.",neu,neg,0.5924,RoBERTa,"Enhanced RoBERTa Neg = 0.9035 (contribution: 0.9915);
Enhanced RoBERTa Pos = 0.0053 (contribution: 0.4942);
Enhanced RoBERTa Neu = 0.0912 (contribution: 0.1463);
Enhanced NB Pos = 0.2219 (contribution: 0.0185);
Enhanced VADER Neu = 0.843 (contribution: 0.0132)","Enhanced VADER Compound = 0.9663 (contribution: -0.2389);
Enhanced NB Neu = 0.5858 (contribution: -0.0892);
Enhanced NB Neg = 0.1923 (contribution: -0.0638);
Enhanced SVM Neg = 0.1872 (contribution: -0.0225);
Enhanced SVM Pos = 0.4225 (contribution: -0.0142)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced RoBERTa Neu, Enhanced NB Pos, Enhanced VADER Neu. The main opposing signal was Enhanced VADER Compound."
72,wrong,"Wanted to update my 4 year old Sony TX630 with SSD. I read here, read there, finally ordered this MTRON drive and then the next evening found an obscure link with a better photo and it clearly showed that ZIF wasn't compatible with the microATA50 Toshiba Drives used in Sonys. I didn't open the OEM box when it came. I wrote Jonny at Rocket Disk and he said they'll restock it for a modest fee so its on its way back. I am writing this as a precaution to buyers who are unsure - the error will cost ya. My Bad. BUT, today, I found conics.net has an SSD that WILL work, similar price range. Too bad they're not on AMAZON.",pos,neg,0.7187,RoBERTa,"Enhanced RoBERTa Neg = 0.679 (contribution: 0.5891);
Enhanced RoBERTa Pos = 0.0207 (contribution: 0.4717);
Enhanced VADER Compound = -0.862 (contribution: 0.3977);
Enhanced NB Neg = 0.5039 (contribution: 0.0701);
Enhanced NB Neu = 0.2827 (contribution: 0.026)","Enhanced SVM Neg = 0.3001 (contribution: -0.0057);
Enhanced VADER Neg = 0.119 (contribution: -0.0019);
Enhanced SVM Neu = 0.467 (contribution: -0.0013)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced NB Neg, Enhanced NB Neu. The main opposing signal was Enhanced SVM Neg."
73,wrong,The chest area of the dress was quite large. I decided to size up like I usually do with online purchases and it fit perfectly at my waist but the chest area was much to large even with the adjustable straps. I am a 34 DD and had this problem. It also has a very low back which is hard to wear a bra with!!!,pos,neg,0.5782,RoBERTa,"Enhanced RoBERTa Pos = 0.0499 (contribution: 0.4289);
Enhanced RoBERTa Neg = 0.5089 (contribution: 0.2841);
Enhanced VADER Compound = -0.4316 (contribution: 0.2478);
Enhanced NB Pos = 0.2222 (contribution: 0.0184);
Enhanced SVM Neg = 0.439 (contribution: 0.015)","Enhanced RoBERTa Neu = 0.4412 (contribution: -0.0912);
Enhanced NB Neu = 0.4112 (contribution: -0.0229);
Enhanced VADER Neu = 0.736 (contribution: -0.0024);
Enhanced VADER Neg = 0.126 (contribution: -0.0022)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Compound, Enhanced NB Pos, Enhanced SVM Neg. The main opposing signal was Enhanced RoBERTa Neu."
75,wrong,"SPOILER ALERT, SPOILER ALERT!Annakin Skywalker becomes Darth Vadar! oh yeah, everyone already knew that.my only disappointment with this book; no scenes on the wookie homeworld. it's my understanding it is shown and featured in the movie, yet nothing in these pages other than ""yep, Yoda went there and escaped thanks to Bail Organa.""still, this is a fine read.",pos,neg,0.4495,RoBERTa,"Enhanced RoBERTa Pos = 0.0758 (contribution: 0.391);
Enhanced RoBERTa Neg = 0.4993 (contribution: 0.267);
Enhanced NB Neu = 0.2397 (contribution: 0.0423);
Enhanced SVM Neg = 0.3838 (contribution: 0.0068);
Enhanced VADER Pos = 0.156 (contribution: 0.0018)","Enhanced VADER Compound = 0.6016 (contribution: -0.1119);
Enhanced RoBERTa Neu = 0.4248 (contribution: -0.0801);
Enhanced NB Pos = 0.5289 (contribution: -0.0472);
Enhanced NB Neg = 0.2314 (contribution: -0.047);
Enhanced SVM Pos = 0.3937 (contribution: -0.0106)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Neu, Enhanced SVM Neg, Enhanced VADER Pos. The main opposing signal was Enhanced VADER Compound."
76,wrong,"He says something as if it is in ""quotation marks,"" in EVERY sentence. Who talks like that? Gets to be distracting.Also, he references ""study after study"" frequently, but I would love to hear him cite a study.My main gripe with him is his speaking habit of quoting one-third to one-half of each sentence. You'll know what I mean when you listen to him speak about ANYTHING. No other speaker does this.",neg,neu,0.5903,SVM,"Enhanced SVM Neu = 0.5649 (contribution: 0.3246);
Enhanced VADER Compound = 0.7469 (contribution: 0.1361);
Enhanced SVM Neg = 0.1836 (contribution: 0.0772);
Enhanced RoBERTa Pos = 0.0385 (contribution: 0.0696);
Enhanced NB Neu = 0.5718 (contribution: 0.0508)","Enhanced NB Neg = 0.1899 (contribution: -0.0491);
Enhanced VADER Neg = 0.037 (contribution: -0.0387);
Enhanced VADER Neu = 0.829 (contribution: -0.0072)","The meta model predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced SVM Neu, Enhanced VADER Compound, Enhanced SVM Neg, Enhanced RoBERTa Pos, Enhanced NB Neu. The main opposing signal was Enhanced NB Neg."
83,wrong,Bottoms made small,neg,neu,0.4919,RoBERTa,"Enhanced RoBERTa Neu = 0.5999 (contribution: 0.1534);
Enhanced VADER Pos = 0.0 (contribution: 0.0654);
Enhanced RoBERTa Pos = 0.098 (contribution: 0.056);
Enhanced SVM Neu = 0.3729 (contribution: 0.0323);
Enhanced SVM Pos = 0.2172 (contribution: 0.0297)","Enhanced VADER Compound = 0.0 (contribution: -0.0817);
Enhanced VADER Neg = 0.0 (contribution: -0.0738);
Enhanced SVM Neg = 0.4099 (contribution: -0.0358);
Enhanced VADER Neu = 1.0 (contribution: -0.0233);
Enhanced NB Pos = 0.3234 (contribution: -0.0095)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced VADER Pos, Enhanced RoBERTa Pos, Enhanced SVM Neu, Enhanced SVM Pos. The main opposing signal was Enhanced VADER Compound."
85,wrong,It's comfy but the shirt keeps coming up,pos,neu,0.5072,RoBERTa,"Enhanced RoBERTa Neu = 0.6153 (contribution: 0.1614);
Enhanced VADER Pos = 0.0 (contribution: 0.0654);
Enhanced NB Pos = 0.2371 (contribution: 0.0447);
Enhanced RoBERTa Pos = 0.1582 (contribution: 0.0422);
Enhanced NB Neu = 0.4175 (contribution: 0.0153)","Enhanced VADER Compound = 0.0 (contribution: -0.0817);
Enhanced VADER Neg = 0.0 (contribution: -0.0738);
Enhanced SVM Neg = 0.4051 (contribution: -0.0334);
Enhanced SVM Neu = 0.3323 (contribution: -0.0295);
Enhanced VADER Neu = 1.0 (contribution: -0.0233)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neu, Enhanced VADER Pos, Enhanced NB Pos, Enhanced RoBERTa Pos, Enhanced NB Neu. The main opposing signal was Enhanced VADER Compound."
87,wrong,"I think I expected too much from this book and was therefore disappointed with it. It was an interesting account of Griffin's follies, but it wasn't as eerie as I had thought it would be. If you're into sci-fi you should read it, otherwise...well, it's up to you.",neu,neg,0.4759,RoBERTa,"Enhanced RoBERTa Pos = 0.0323 (contribution: 0.4546);
Enhanced RoBERTa Neg = 0.5949 (contribution: 0.4382);
Enhanced NB Pos = 0.176 (contribution: 0.0283);
Enhanced VADER Neu = 0.865 (contribution: 0.0164);
Enhanced SVM Pos = 0.1969 (contribution: 0.0143)","Enhanced NB Neu = 0.6053 (contribution: -0.0967);
Enhanced NB Neg = 0.2187 (contribution: -0.0525);
Enhanced RoBERTa Neu = 0.3728 (contribution: -0.0448);
Enhanced VADER Compound = 0.3538 (contribution: -0.0257);
Enhanced SVM Neu = 0.39 (contribution: -0.0004)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced NB Pos, Enhanced VADER Neu, Enhanced SVM Pos. The main opposing signal was Enhanced NB Neu."
88,wrong,Work for our PS4 but are fragile.,neg,neu,0.4599,RoBERTa,"Enhanced VADER Neg = 0.381 (contribution: 0.2879);
Enhanced RoBERTa Neu = 0.5562 (contribution: 0.1305);
Enhanced VADER Pos = 0.0 (contribution: 0.0654);
Enhanced RoBERTa Pos = 0.0771 (contribution: 0.0608);
Enhanced VADER Neu = 0.619 (contribution: 0.0126)","Enhanced VADER Compound = -0.5719 (contribution: -0.2485);
Enhanced NB Pos = 0.5327 (contribution: -0.1409);
Enhanced NB Neg = 0.2195 (contribution: -0.0395);
Enhanced NB Neu = 0.2478 (contribution: -0.0237);
Enhanced SVM Neu = 0.3474 (contribution: -0.0066)","The meta model predicted 'neu' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced VADER Neg, Enhanced RoBERTa Neu, Enhanced VADER Pos, Enhanced RoBERTa Pos, Enhanced VADER Neu. The main opposing signal was Enhanced VADER Compound."
91,wrong,Keyboard won't charge anymore. It lasted maybe three months ...,neg,neu,0.5726,SVM,"Enhanced SVM Neu = 0.5281 (contribution: 0.2686);
Enhanced VADER Neg = 0.333 (contribution: 0.2423);
Enhanced RoBERTa Neu = 0.5072 (contribution: 0.1049);
Enhanced NB Pos = 0.1915 (contribution: 0.0733);
Enhanced SVM Pos = 0.0829 (contribution: 0.0726)","Enhanced VADER Compound = -0.6124 (contribution: -0.2603);
Enhanced SVM Neg = 0.3891 (contribution: -0.0254);
Enhanced NB Neg = 0.331 (contribution: -0.0032)","The meta model predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced SVM Neu, Enhanced VADER Neg, Enhanced RoBERTa Neu, Enhanced NB Pos, Enhanced SVM Pos. The main opposing signal was Enhanced VADER Compound."
94,wrong,"Decent quality for tracking, they work",neu,pos,0.6044,RoBERTa,"Enhanced RoBERTa Pos = 0.7627 (contribution: 0.711);
Enhanced RoBERTa Neg = 0.013 (contribution: 0.6352);
Enhanced VADER Neg = 0.0 (contribution: 0.0703);
Enhanced SVM Neg = 0.3556 (contribution: 0.0061)","Enhanced VADER Pos = 0.0 (contribution: -0.0874);
Enhanced SVM Neu = 0.3792 (contribution: -0.0416);
Enhanced SVM Pos = 0.2653 (contribution: -0.02);
Enhanced VADER Compound = 0.0 (contribution: -0.0158);
Enhanced RoBERTa Neu = 0.2244 (contribution: -0.0128)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Pos, Enhanced RoBERTa Neg, Enhanced VADER Neg, Enhanced SVM Neg. The main opposing signal was Enhanced VADER Pos."
97,wrong,"chain isn't the best ""fake"" quality but the charm is cute and unique. I just put it on another one of my chains.",pos,neu,0.4642,VADER,"Enhanced VADER Compound = 0.7481 (contribution: 0.1365);
Enhanced RoBERTa Neu = 0.4468 (contribution: 0.0733);
Enhanced SVM Neu = 0.3724 (contribution: 0.0316);
Enhanced NB Pos = 0.2634 (contribution: 0.0281);
Enhanced NB Neu = 0.4311 (contribution: 0.0184)","Enhanced RoBERTa Pos = 0.5124 (contribution: -0.0388);
Enhanced VADER Pos = 0.263 (contribution: -0.036);
Enhanced RoBERTa Neg = 0.0408 (contribution: -0.0277);
Enhanced NB Neg = 0.3055 (contribution: -0.0115);
Enhanced SVM Neg = 0.357 (contribution: -0.0094)","The meta model predicted 'neu' mainly because the strongest supporting signals came from VADER. The top supporting features were Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced SVM Neu, Enhanced NB Pos, Enhanced NB Neu. The main opposing signal was Enhanced RoBERTa Pos."
99,wrong,"These sit on your ears (they do not ""cup"" the ears) but are very comfortable. They are not very loud which concerns me.",neu,pos,0.437,RoBERTa,"Enhanced RoBERTa Neg = 0.1191 (contribution: 0.4354);
Enhanced SVM Neu = 0.2436 (contribution: 0.1633);
Enhanced NB Pos = 0.3929 (contribution: 0.0712);
Enhanced VADER Neg = 0.0 (contribution: 0.0703);
Enhanced SVM Neg = 0.5222 (contribution: 0.0645)","Enhanced RoBERTa Pos = 0.2935 (contribution: -0.0834);
Enhanced SVM Pos = 0.2342 (contribution: -0.0339);
Enhanced NB Neg = 0.3633 (contribution: -0.017);
Enhanced NB Neu = 0.2438 (contribution: -0.0161);
Enhanced VADER Neu = 0.818 (contribution: -0.0033)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced SVM Neu, Enhanced NB Pos, Enhanced VADER Neg, Enhanced SVM Neg. The main opposing signal was Enhanced RoBERTa Pos."
100,wrong,The pattern is not the same as the model! But the bathing suit is still cute. Fits pretty well and has padding that can be removed. I got a small and I weigh 125 pounds I'm 57 and I'm at 32A,neg,pos,0.6096,RoBERTa,"Enhanced RoBERTa Neg = 0.0651 (contribution: 0.537);
Enhanced RoBERTa Pos = 0.4746 (contribution: 0.2232);
Enhanced NB Pos = 0.5414 (contribution: 0.1962);
Enhanced NB Neg = 0.2107 (contribution: 0.0983);
Enhanced VADER Neg = 0.0 (contribution: 0.0703)","Enhanced NB Neu = 0.2479 (contribution: -0.0155);
Enhanced SVM Neg = 0.3218 (contribution: -0.0058);
Enhanced VADER Neu = 0.757 (contribution: -0.0002)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced NB Pos, Enhanced NB Neg, Enhanced VADER Neg. The main opposing signal was Enhanced NB Neu."
101,wrong,Fahrenheit 451 was a disappointing book for a reader who is not an avid science fiction lover. This book is very difficult to read. The correctors a sometimes very confusing to understand. The setting is also very hard to have a visual picture. Although the plot is very good the way that it is described is hard to understand. I think if you are a science fiction lover that you would like this book. But if you sometimes like to read science fiction you will not like this because you have to be a huge science fiction lover to like this. I also think you need to be above the 6th grade or a very advanced reader.,neg,neu,0.5549,VADER,"Enhanced VADER Compound = 0.9711 (contribution: 0.2015);
Enhanced RoBERTa Pos = 0.0489 (contribution: 0.0673);
Enhanced RoBERTa Neu = 0.4042 (contribution: 0.051);
Enhanced SVM Neu = 0.3714 (contribution: 0.0301);
Enhanced NB Neu = 0.4451 (contribution: 0.0216)","Enhanced NB Neg = 0.2679 (contribution: -0.0237);
Enhanced VADER Pos = 0.225 (contribution: -0.0213);
Enhanced SVM Pos = 0.3324 (contribution: -0.0071);
Enhanced VADER Neg = 0.074 (contribution: -0.0036)","The meta model predicted 'neu' mainly because the strongest supporting signals came from VADER. The top supporting features were Enhanced VADER Compound, Enhanced RoBERTa Pos, Enhanced RoBERTa Neu, Enhanced SVM Neu, Enhanced NB Neu. The main opposing signal was Enhanced NB Neg."
104,wrong,This is a must read for any followers of Machiavellian prince apples. Prawns and other Wannabees may discover knew uses for ancient manipulative Phycodian garble de spooks. Dat auld white majick sin four skin. Hal Zwingi,neg,pos,0.5272,RoBERTa,"Enhanced RoBERTa Neg = 0.0804 (contribution: 0.5083);
Enhanced NB Pos = 0.6336 (contribution: 0.2738);
Enhanced NB Neg = 0.1569 (contribution: 0.1389);
Enhanced SVM Pos = 0.5454 (contribution: 0.1049);
Enhanced RoBERTa Pos = 0.3934 (contribution: 0.0856)","Enhanced VADER Pos = 0.0 (contribution: -0.0874);
Enhanced SVM Neg = 0.1259 (contribution: -0.0744);
Enhanced VADER Compound = -0.5574 (contribution: -0.0474);
Enhanced NB Neu = 0.2095 (contribution: -0.0212);
Enhanced VADER Neg = 0.096 (contribution: -0.0165)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced NB Pos, Enhanced NB Neg, Enhanced SVM Pos, Enhanced RoBERTa Pos. The main opposing signal was Enhanced VADER Pos."
105,wrong,It was suppose to be Prime but it took 3 weeks to get here!! I did not like it one bit! The size ran small!!,neu,neg,0.8242,RoBERTa,"Enhanced RoBERTa Neg = 0.9151 (contribution: 1.0124);
Enhanced RoBERTa Pos = 0.0079 (contribution: 0.4905);
Enhanced VADER Compound = -0.8192 (contribution: 0.3828);
Enhanced RoBERTa Neu = 0.077 (contribution: 0.156);
Enhanced NB Neg = 0.5002 (contribution: 0.0685)","Enhanced VADER Neg = 0.274 (contribution: -0.009);
Enhanced VADER Neu = 0.726 (contribution: -0.0039);
Enhanced SVM Neu = 0.4048 (contribution: -0.0006)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced NB Neg. The main opposing signal was Enhanced VADER Neg."
107,wrong,L was way too small and XL way too big?,neu,neg,0.6196,RoBERTa,"Enhanced RoBERTa Neg = 0.6451 (contribution: 0.5283);
Enhanced RoBERTa Pos = 0.0198 (contribution: 0.473);
Enhanced VADER Compound = 0.0 (contribution: 0.0975);
Enhanced VADER Neu = 1.0 (contribution: 0.036);
Enhanced VADER Pos = 0.0 (contribution: 0.022)","Enhanced NB Neu = 0.4478 (contribution: -0.0368);
Enhanced RoBERTa Neu = 0.335 (contribution: -0.0192);
Enhanced NB Neg = 0.3039 (contribution: -0.0158);
Enhanced SVM Neu = 0.3778 (contribution: -0.0003)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced VADER Neu, Enhanced VADER Pos. The main opposing signal was Enhanced NB Neu."
109,wrong,"Have read a good third of the book so far. Story is usually fine and moves right along, is humorous at times even--which is o.k.; the thing that bugs this reader is the fact the author seems to slow things down now and then whenever he attempts to cram his political views down the reader's throat. I don't mind messages in small doses, but to stop your narrative and get on a soap box and start preaching is just plain stupid and bothersome and does not work. Rocky is a good word to describe this tale. On the other hand, I loved Cottonpickers. Your money, your choice.",neu,neg,0.6408,RoBERTa,"Enhanced RoBERTa Neg = 0.7534 (contribution: 0.7225);
Enhanced RoBERTa Pos = 0.0198 (contribution: 0.4731);
Enhanced RoBERTa Neu = 0.2268 (contribution: 0.0543);
Enhanced VADER Compound = 0.128 (contribution: 0.053);
Enhanced NB Neg = 0.4534 (contribution: 0.0484)","Enhanced NB Neu = 0.3824 (contribution: -0.0119);
Enhanced VADER Neu = 0.721 (contribution: -0.0046);
Enhanced VADER Neg = 0.129 (contribution: -0.0023);
Enhanced SVM Neu = 0.4313 (contribution: -0.0009)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced RoBERTa Neu, Enhanced VADER Compound, Enhanced NB Neg. The main opposing signal was Enhanced NB Neu."
116,wrong,Unable to install with Windows 7,neu,neg,0.7426,RoBERTa,"Enhanced RoBERTa Neg = 0.7681 (contribution: 0.7488);
Enhanced RoBERTa Pos = 0.0141 (contribution: 0.4814);
Enhanced VADER Compound = 0.0 (contribution: 0.0975);
Enhanced RoBERTa Neu = 0.2178 (contribution: 0.0604);
Enhanced VADER Neu = 1.0 (contribution: 0.036)","Enhanced SVM Pos = 0.4791 (contribution: -0.0214);
Enhanced SVM Neg = 0.273 (contribution: -0.0097);
Enhanced NB Pos = 0.3349 (contribution: -0.0057);
Enhanced NB Neg = 0.339 (contribution: -0.0008)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced VADER Neu. The main opposing signal was Enhanced SVM Pos."
118,wrong,"We used this book in x-ray technology school and in preparation for the CT exam. The images are alright, although some of them are not the best quality. Also, by the time you get to the point of learning cross sectional anatomy you should have a deep knowledge of human anatomy, so I really don't see why the writer wasted so much useful space by writing about structure and physiology. I also didn't like the labeling, because instead of using numbers like most books do, they used abbreviations... kind of a give-away if you try to practice.",neu,neg,0.7262,RoBERTa,"Enhanced RoBERTa Neg = 0.7823 (contribution: 0.7743);
Enhanced RoBERTa Pos = 0.011 (contribution: 0.4859);
Enhanced VADER Compound = -0.6183 (contribution: 0.3128);
Enhanced RoBERTa Neu = 0.2067 (contribution: 0.0679);
Enhanced NB Pos = 0.2223 (contribution: 0.0184)","Enhanced NB Neu = 0.4664 (contribution: -0.0439);
Enhanced SVM Neg = 0.2408 (contribution: -0.0145);
Enhanced NB Neg = 0.3113 (contribution: -0.0127);
Enhanced VADER Neg = 0.113 (contribution: -0.0016);
Enhanced SVM Pos = 0.3191 (contribution: -0.0011)","The meta model predicted 'neg' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced VADER Compound, Enhanced RoBERTa Neu, Enhanced NB Pos. The main opposing signal was Enhanced NB Neu."
119,wrong,This product looks very nice and I liked it until I put it on. I also notice some embedded images in the dress as well. I would show a picture but I could not put my arm in it.,neg,pos,0.5965,RoBERTa,"Enhanced RoBERTa Neg = 0.0533 (contribution: 0.5594);
Enhanced RoBERTa Pos = 0.6241 (contribution: 0.4764);
Enhanced SVM Neu = 0.2716 (contribution: 0.121);
Enhanced SVM Pos = 0.5373 (contribution: 0.1013);
Enhanced VADER Neg = 0.0 (contribution: 0.0703)","Enhanced SVM Neg = 0.1911 (contribution: -0.0516);
Enhanced NB Neg = 0.4001 (contribution: -0.0448);
Enhanced NB Pos = 0.2916 (contribution: -0.014);
Enhanced NB Neu = 0.3083 (contribution: -0.0064);
Enhanced VADER Pos = 0.158 (contribution: -0.006)","The meta model predicted 'pos' mainly because the strongest supporting signals came from RoBERTa. The top supporting features were Enhanced RoBERTa Neg, Enhanced RoBERTa Pos, Enhanced SVM Neu, Enhanced SVM Pos, Enhanced VADER Neg. The main opposing signal was Enhanced SVM Neg."
120,wrong,It broke butterfly came off,neg,neu,0.6185,SVM,"Enhanced VADER Neg = 0.412 (contribution: 0.3173);
Enhanced SVM Neu = 0.5395 (contribution: 0.286);
Enhanced RoBERTa Neu = 0.5407 (contribution: 0.1224);
Enhanced RoBERTa Pos = 0.0432 (contribution: 0.0686);
Enhanced VADER Pos = 0.0 (contribution: 0.0654)","Enhanced VADER Compound = -0.4215 (contribution: -0.2046);
Enhanced NB Neg = 0.3295 (contribution: -0.0037)","The meta model predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced VADER Neg, Enhanced SVM Neu, Enhanced RoBERTa Neu, Enhanced RoBERTa Pos, Enhanced VADER Pos. The main opposing signal was Enhanced VADER Compound."
122,wrong,"These are very comfortable, but after a couple of washes, it's a bit looser.",pos,neu,0.5291,SVM,"Enhanced RoBERTa Neu = 0.5466 (contribution: 0.1255);
Enhanced SVM Neu = 0.4205 (contribution: 0.1048);
Enhanced NB Pos = 0.198 (contribution: 0.0692);
Enhanced NB Neu = 0.6015 (contribution: 0.0576);
Enhanced SVM Neg = 0.2402 (contribution: 0.0489)","Enhanced VADER Neg = 0.0 (contribution: -0.0738);
Enhanced NB Neg = 0.2005 (contribution: -0.0457);
Enhanced RoBERTa Neg = 0.0702 (contribution: -0.0251);
Enhanced SVM Pos = 0.3392 (contribution: -0.0093);
Enhanced RoBERTa Pos = 0.3832 (contribution: -0.0092)","The meta model predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced RoBERTa Neu, Enhanced SVM Neu, Enhanced NB Pos, Enhanced NB Neu, Enhanced SVM Neg. The main opposing signal was Enhanced VADER Neg."
125,wrong,"Until Thomas L. Thompson's ""The Mythic Past,"" this was the best (and still the briefest) read on the essential history behind the stories that inspire us. While the author questions orthodox (fundamentalist) interpretations (where do YOU draw the line between mythic truth and historical accuracy -- Adam & Eve? the Patriarchs? Moses? David & Solomon? Josiah?... you get the picture) it in no way interferes with a devout appreciation of the scriptures, or with a contemporary concern for the political integrity of the Holy Land, etc. Worth tracking down if you're interested in the subject.",pos,neu,0.4746,SVM,"Enhanced VADER Compound = 0.961 (contribution: 0.1986);
Enhanced SVM Neu = 0.4539 (contribution: 0.1557);
Enhanced SVM Neg = 0.1507 (contribution: 0.0937);
Enhanced NB Neu = 0.5476 (contribution: 0.0452);
Enhanced RoBERTa Neu = 0.3827 (contribution: 0.0397)","Enhanced RoBERTa Pos = 0.5963 (contribution: -0.058);
Enhanced VADER Neg = 0.021 (contribution: -0.0539);
Enhanced NB Neg = 0.1891 (contribution: -0.0494);
Enhanced RoBERTa Neg = 0.021 (contribution: -0.0295);
Enhanced SVM Pos = 0.3954 (contribution: -0.0272)","The meta model predicted 'neu' mainly because the strongest supporting signals came from SVM. The top supporting features were Enhanced VADER Compound, Enhanced SVM Neu, Enhanced SVM Neg, Enhanced NB Neu, Enhanced RoBERTa Neu. The main opposing signal was Enhanced RoBERTa Pos."
