row_index,prediction_result,review_text,true_sentiment,predicted_sentiment,prediction_confidence,strongest_individual_feature,strongest_feature_group,top_supporting_features,top_opposing_features,explanation
65,wrong,Too small for my child's head,neu,neg,0.863,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.0118 (SHAP contribution: 0.1707);
Base RoBERTa Neg = 0.8289 (SHAP contribution: 0.1628);
Base VADER Compound = 0.0 (SHAP contribution: 0.0554);
Base RoBERTa Neu = 0.1593 (SHAP contribution: 0.0531);
Base VADER Pos = 0.0 (SHAP contribution: 0.0363)","Base NB Neg = 0.2592 (SHAP contribution: -0.015);
Base NB Neu = 0.5342 (SHAP contribution: -0.0112)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Compound, Base RoBERTa Neu, Base VADER Pos. The main opposing signal was Base NB Neg."
70,wrong,"I took a trip to Thailand and was appalled at what I saw, from the filth and smut to the rampant corruption, prostitution, and hideous architecture. And through it all was the ever-present face of THE KING, hundreds of feet tall on skyscrapers, in subways, on office buildings, billboards...everywhere. Say anything critical of him and you're in big trouble.So my question going into this book was: How much is the King responsible for the Thailand that I experienced? For the innumerable narratives of abuse and extortion at the hands of government officials and one of the world's most deplorable legal systems?My answer after reading much of this book is that the King, even if not directly responsible for all that is foul in Thailand, is a huge power player in the utterly fragmented, rudderless, and byzantine world of this Southeast Asian power. His throne and the hold in which it has over his people, would seem anything but democratic -- as the king himself, in his own words, does not truly believe in the concept. I think we are seeing that play out to this day. Like all monarchs, the takeaway is that he is interested in retaining the power of the throne at all costs, and then implementing public works as a ""gift"" to his people. It's like entering the middle ages.Most fascinating and dizzying of all is that this is all perpetrated in the name of Buddhism, of creating a community of well being and dharma for an entire society. This is one of the most indicting statements I have ever heard against Buddhist precepts, and shows how that religion just like any other can be manipulated for the retention of power by a monarchy. It's actually quite a straightforward story that's played itself over time and again in human history, but the Buddhist and particularly the Hindu notions of royalty give this chapter in human domination a mephitic whiff all of its own. My hat's off to Handley for describing much of this insanely complex power brokering from its origins, but in its play-by=play analysis the book cannot help but be a dense, tiresome slog.But the question remains -- without the King, would Thailand look something more like Burma or Cambodia? A scary thought to be sure.",neu,neg,0.6454,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.9015 (SHAP contribution: 0.1791);
Base RoBERTa Pos = 0.0051 (SHAP contribution: 0.1758);
Base RoBERTa Neu = 0.0934 (SHAP contribution: 0.0601);
Base VADER Pos = 0.105 (SHAP contribution: 0.0047);
Base VADER Neg = 0.052 (SHAP contribution: 0.0044)","Base VADER Compound = 0.9663 (SHAP contribution: -0.0346);
Base SVM Pos = 0.4538 (SHAP contribution: -0.0324);
Base NB Neu = 0.5449 (SHAP contribution: -0.0144);
Base SVM Neg = 0.1066 (SHAP contribution: -0.0132);
Base NB Neg = 0.2273 (SHAP contribution: -0.0109)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base VADER Pos, Base VADER Neg. The main opposing signal was Base VADER Compound."
72,wrong,"Wanted to update my 4 year old Sony TX630 with SSD. I read here, read there, finally ordered this MTRON drive and then the next evening found an obscure link with a better photo and it clearly showed that ZIF wasn't compatible with the microATA50 Toshiba Drives used in Sonys. I didn't open the OEM box when it came. I wrote Jonny at Rocket Disk and he said they'll restock it for a modest fee so its on its way back. I am writing this as a precaution to buyers who are unsure - the error will cost ya. My Bad. BUT, today, I found conics.net has an SSD that WILL work, similar price range. Too bad they're not on AMAZON.",pos,neg,0.6277,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.0211 (SHAP contribution: 0.1286);
Base RoBERTa Neg = 0.6711 (SHAP contribution: 0.1124);
Base VADER Compound = -0.8458 (SHAP contribution: 0.0716);
Base VADER Pos = 0.031 (SHAP contribution: 0.035);
Base RoBERTa Neu = 0.3078 (SHAP contribution: 0.014)","Base NB Pos = 0.3846 (SHAP contribution: -0.0204);
Base NB Neg = 0.3087 (SHAP contribution: -0.0192);
Base SVM Neu = 0.4979 (SHAP contribution: -0.0142);
Base VADER Neu = 0.861 (SHAP contribution: -0.0132);
Base SVM Neg = 0.2418 (SHAP contribution: -0.0131)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Compound, Base VADER Pos, Base RoBERTa Neu. The main opposing signal was Base NB Pos."
73,wrong,The chest area of the dress was quite large. I decided to size up like I usually do with online purchases and it fit perfectly at my waist but the chest area was much to large even with the adjustable straps. I am a 34 DD and had this problem. It also has a very low back which is hard to wear a bra with!!!,pos,neg,0.617,Base VADER Compound,VADER,"Base VADER Compound = -0.6861 (SHAP contribution: 0.0778);
Base RoBERTa Pos = 0.0452 (SHAP contribution: 0.0528);
Base RoBERTa Neg = 0.5264 (SHAP contribution: 0.0516);
Base NB Pos = 0.1737 (SHAP contribution: 0.0319);
Base SVM Neu = 0.319 (SHAP contribution: 0.0226)",Base RoBERTa Neu = 0.4284 (SHAP contribution: -0.0277),"The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base VADER Compound, while the strongest overall feature group was VADER. The top supporting features were Base VADER Compound, Base RoBERTa Pos, Base RoBERTa Neg, Base NB Pos, Base SVM Neu. The main opposing signal was Base RoBERTa Neu."
75,wrong,"SPOILER ALERT, SPOILER ALERT!Annakin Skywalker becomes Darth Vadar! oh yeah, everyone already knew that.my only disappointment with this book; no scenes on the wookie homeworld. it's my understanding it is shown and featured in the movie, yet nothing in these pages other than ""yep, Yoda went there and escaped thanks to Bail Organa.""still, this is a fine read.",pos,neg,0.4353,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.0761 (SHAP contribution: 0.067);
Base RoBERTa Neg = 0.4944 (SHAP contribution: 0.0633);
Base NB Neu = 0.2457 (SHAP contribution: 0.0314);
Base NB Pos = 0.5532 (SHAP contribution: 0.0215);
Base SVM Neu = 0.2812 (SHAP contribution: 0.0112)","Base VADER Compound = 0.6016 (SHAP contribution: -0.0301);
Base SVM Pos = 0.3745 (SHAP contribution: -0.0234);
Base RoBERTa Neu = 0.4295 (SHAP contribution: -0.0136);
Base VADER Neg = 0.082 (SHAP contribution: -0.0106);
Base VADER Pos = 0.156 (SHAP contribution: -0.0087)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base NB Neu, Base NB Pos, Base SVM Neu. The main opposing signal was Base VADER Compound."
76,wrong,"He says something as if it is in ""quotation marks,"" in EVERY sentence. Who talks like that? Gets to be distracting.Also, he references ""study after study"" frequently, but I would love to hear him cite a study.My main gripe with him is his speaking habit of quoting one-third to one-half of each sentence. You'll know what I mean when you listen to him speak about ANYTHING. No other speaker does this.",neg,neu,0.4814,Base SVM Neu,VADER,"Base SVM Neu = 0.441 (SHAP contribution: 0.0295);
Base VADER Compound = 0.7469 (SHAP contribution: 0.0218);
Base RoBERTa Pos = 0.037 (SHAP contribution: 0.0173);
Base VADER Pos = 0.134 (SHAP contribution: 0.0158);
Base NB Pos = 0.2051 (SHAP contribution: 0.0158)","Base RoBERTa Neg = 0.6421 (SHAP contribution: -0.0154);
Base NB Neg = 0.2171 (SHAP contribution: -0.0059)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base SVM Neu, while the strongest overall feature group was VADER. The top supporting features were Base SVM Neu, Base VADER Compound, Base RoBERTa Pos, Base VADER Pos, Base NB Pos. The main opposing signal was Base RoBERTa Neg."
85,wrong,It's comfy but the shirt keeps coming up,pos,neg,0.4278,Base VADER Compound,VADER,"Base VADER Compound = 0.0 (SHAP contribution: 0.0607);
Base VADER Pos = 0.0 (SHAP contribution: 0.0408);
Base VADER Neu = 1.0 (SHAP contribution: 0.0163);
Base SVM Neg = 0.3628 (SHAP contribution: 0.0156);
Base SVM Pos = 0.2964 (SHAP contribution: 0.0098)","Base RoBERTa Neu = 0.6098 (SHAP contribution: -0.0414);
Base NB Neg = 0.3563 (SHAP contribution: -0.0118);
Base RoBERTa Pos = 0.1411 (SHAP contribution: -0.009);
Base NB Neu = 0.4235 (SHAP contribution: -0.0087);
Base VADER Neg = 0.0 (SHAP contribution: -0.0005)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base VADER Compound, while the strongest overall feature group was VADER. The top supporting features were Base VADER Compound, Base VADER Pos, Base VADER Neu, Base SVM Neg, Base SVM Pos. The main opposing signal was Base RoBERTa Neu."
86,wrong,Cute but not look good on me and little small,neu,neg,0.5076,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.677 (SHAP contribution: 0.1002);
Base RoBERTa Pos = 0.0299 (SHAP contribution: 0.0652);
Base VADER Compound = -0.2753 (SHAP contribution: 0.035);
Base VADER Neg = 0.237 (SHAP contribution: 0.0276);
Base VADER Neu = 0.61 (SHAP contribution: 0.0109)","Base NB Neu = 0.5467 (SHAP contribution: -0.0245);
Base NB Neg = 0.2253 (SHAP contribution: -0.0187);
Base VADER Pos = 0.153 (SHAP contribution: -0.0176);
Base SVM Neu = 0.4261 (SHAP contribution: -0.0175);
Base SVM Neg = 0.315 (SHAP contribution: -0.0086)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base VADER Neg, Base VADER Neu. The main opposing signal was Base NB Neu."
100,wrong,The pattern is not the same as the model! But the bathing suit is still cute. Fits pretty well and has padding that can be removed. I got a small and I weigh 125 pounds I'm 57 and I'm at 32A,neg,pos,0.446,Base NB Pos,Naive Bayes,"Base NB Pos = 0.5817 (SHAP contribution: 0.0568);
Base RoBERTa Neg = 0.0645 (SHAP contribution: 0.0444);
Base NB Neg = 0.1773 (SHAP contribution: 0.0256);
Base NB Neu = 0.241 (SHAP contribution: 0.0213);
Base VADER Pos = 0.243 (SHAP contribution: 0.0182)","Base RoBERTa Neu = 0.4532 (SHAP contribution: -0.0379);
Base SVM Neu = 0.4021 (SHAP contribution: -0.033);
Base SVM Pos = 0.3041 (SHAP contribution: -0.0136)","The meta Random Forest predicted 'pos' mainly because the strongest individual supporting feature was Base NB Pos, while the strongest overall feature group was Naive Bayes. The top supporting features were Base NB Pos, Base RoBERTa Neg, Base NB Neg, Base NB Neu, Base VADER Pos. The main opposing signal was Base RoBERTa Neu."
101,wrong,Fahrenheit 451 was a disappointing book for a reader who is not an avid science fiction lover. This book is very difficult to read. The correctors a sometimes very confusing to understand. The setting is also very hard to have a visual picture. Although the plot is very good the way that it is described is hard to understand. I think if you are a science fiction lover that you would like this book. But if you sometimes like to read science fiction you will not like this because you have to be a huge science fiction lover to like this. I also think you need to be above the 6th grade or a very advanced reader.,neg,neu,0.5328,Base RoBERTa Neu,RoBERTa,"Base RoBERTa Neu = 0.3663 (SHAP contribution: 0.0494);
Base VADER Compound = 0.9711 (SHAP contribution: 0.0468);
Base RoBERTa Pos = 0.0384 (SHAP contribution: 0.0341);
Base RoBERTa Neg = 0.5953 (SHAP contribution: 0.028);
Base SVM Neu = 0.362 (SHAP contribution: 0.0177)","Base NB Neu = 0.2779 (SHAP contribution: -0.0085);
Base SVM Neg = 0.4001 (SHAP contribution: -0.0071);
Base VADER Neu = 0.701 (SHAP contribution: -0.0043);
Base SVM Pos = 0.2379 (SHAP contribution: -0.0009);
Base NB Neg = 0.5468 (SHAP contribution: -0.0001)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neu, Base VADER Compound, Base RoBERTa Pos, Base RoBERTa Neg, Base SVM Neu. The main opposing signal was Base NB Neu."
104,wrong,This is a must read for any followers of Machiavellian prince apples. Prawns and other Wannabees may discover knew uses for ancient manipulative Phycodian garble de spooks. Dat auld white majick sin four skin. Hal Zwingi,neg,neu,0.4372,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0861 (SHAP contribution: 0.0534);
Base RoBERTa Pos = 0.3917 (SHAP contribution: 0.0379);
Base VADER Neg = 0.096 (SHAP contribution: 0.0223);
Base RoBERTa Neu = 0.5222 (SHAP contribution: 0.0209);
Base SVM Neg = 0.3188 (SHAP contribution: 0.0123)","Base NB Pos = 0.5973 (SHAP contribution: -0.0227);
Base NB Neu = 0.2268 (SHAP contribution: -0.0193);
Base SVM Neu = 0.3423 (SHAP contribution: -0.0129);
Base VADER Compound = -0.5574 (SHAP contribution: -0.0121)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Neg, Base RoBERTa Neu, Base SVM Neg. The main opposing signal was Base NB Pos."
105,wrong,It was suppose to be Prime but it took 3 weeks to get here!! I did not like it one bit! The size ran small!!,neu,neg,0.856,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.9312 (SHAP contribution: 0.1651);
Base RoBERTa Pos = 0.0071 (SHAP contribution: 0.1629);
Base RoBERTa Neu = 0.0617 (SHAP contribution: 0.0533);
Base VADER Compound = -0.5904 (SHAP contribution: 0.0497);
Base NB Pos = 0.1746 (SHAP contribution: 0.0433)","Base VADER Neu = 0.852 (SHAP contribution: -0.005);
Base SVM Neu = 0.3799 (SHAP contribution: -0.0018);
Base SVM Neg = 0.3401 (SHAP contribution: -0.001)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base VADER Compound, Base NB Pos. The main opposing signal was Base VADER Neu."
107,wrong,L was way too small and XL way too big?,neu,neg,0.7543,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.0181 (SHAP contribution: 0.1702);
Base RoBERTa Neg = 0.6594 (SHAP contribution: 0.1186);
Base VADER Compound = 0.0 (SHAP contribution: 0.0574);
Base VADER Pos = 0.0 (SHAP contribution: 0.0391);
Base RoBERTa Neu = 0.3225 (SHAP contribution: 0.0262)","Base NB Neu = 0.4608 (SHAP contribution: -0.0205);
Base NB Neg = 0.3261 (SHAP contribution: -0.0106);
Base SVM Neg = 0.3455 (SHAP contribution: -0.0043);
Base SVM Neu = 0.3497 (SHAP contribution: -0.0033)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Compound, Base VADER Pos, Base RoBERTa Neu. The main opposing signal was Base NB Neu."
116,wrong,Unable to install with Windows 7,neu,neg,0.812,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.0128 (SHAP contribution: 0.1739);
Base RoBERTa Neg = 0.78 (SHAP contribution: 0.1497);
Base VADER Compound = 0.0 (SHAP contribution: 0.0613);
Base RoBERTa Neu = 0.2071 (SHAP contribution: 0.0448);
Base VADER Pos = 0.0 (SHAP contribution: 0.0392)","Base NB Pos = 0.3436 (SHAP contribution: -0.0188);
Base NB Neg = 0.3198 (SHAP contribution: -0.0138);
Base SVM Neg = 0.3495 (SHAP contribution: -0.0004)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Compound, Base RoBERTa Neu, Base VADER Pos. The main opposing signal was Base NB Pos."
118,wrong,"We used this book in x-ray technology school and in preparation for the CT exam. The images are alright, although some of them are not the best quality. Also, by the time you get to the point of learning cross sectional anatomy you should have a deep knowledge of human anatomy, so I really don't see why the writer wasted so much useful space by writing about structure and physiology. I also didn't like the labeling, because instead of using numbers like most books do, they used abbreviations... kind of a give-away if you try to practice.",neu,neg,0.6717,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.0113 (SHAP contribution: 0.1604);
Base RoBERTa Neg = 0.769 (SHAP contribution: 0.1321);
Base VADER Compound = -0.6818 (SHAP contribution: 0.0657);
Base VADER Pos = 0.05 (SHAP contribution: 0.0338);
Base RoBERTa Neu = 0.2197 (SHAP contribution: 0.0303)","Base SVM Pos = 0.357 (SHAP contribution: -0.0285);
Base NB Neu = 0.5269 (SHAP contribution: -0.0195);
Base NB Neg = 0.2722 (SHAP contribution: -0.0194);
Base VADER Neu = 0.845 (SHAP contribution: -0.0091);
Base VADER Neg = 0.105 (SHAP contribution: -0.0081)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Compound, Base VADER Pos, Base RoBERTa Neu. The main opposing signal was Base SVM Pos."
119,wrong,This product looks very nice and I liked it until I put it on. I also notice some embedded images in the dress as well. I would show a picture but I could not put my arm in it.,neg,pos,0.5388,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0591 (SHAP contribution: 0.0823);
Base RoBERTa Pos = 0.5985 (SHAP contribution: 0.0772);
Base SVM Pos = 0.3918 (SHAP contribution: 0.0408);
Base VADER Compound = 0.5615 (SHAP contribution: 0.0274);
Base VADER Neg = 0.0 (SHAP contribution: 0.0167)","Base RoBERTa Neu = 0.3424 (SHAP contribution: -0.0423);
Base NB Neg = 0.3752 (SHAP contribution: -0.0208);
Base VADER Neu = 0.842 (SHAP contribution: -0.0104)","The meta Random Forest predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base SVM Pos, Base VADER Compound, Base VADER Neg. The main opposing signal was Base RoBERTa Neu."
122,wrong,"These are very comfortable, but after a couple of washes, it's a bit looser.",pos,neu,0.5726,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.2097 (SHAP contribution: 0.0561);
Base RoBERTa Neg = 0.1191 (SHAP contribution: 0.0548);
Base RoBERTa Neu = 0.6712 (SHAP contribution: 0.0369);
Base NB Pos = 0.2492 (SHAP contribution: 0.025);
Base NB Neu = 0.4957 (SHAP contribution: 0.0237)","Base VADER Neg = 0.0 (SHAP contribution: -0.0055);
Base VADER Compound = 0.3174 (SHAP contribution: -0.004);
Base NB Neg = 0.2551 (SHAP contribution: -0.002);
Base SVM Neg = 0.2943 (SHAP contribution: -0.0)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base RoBERTa Neu, Base NB Pos, Base NB Neu. The main opposing signal was Base VADER Neg."
127,wrong,Nice head sett,pos,neu,0.5205,Base RoBERTa Neu,RoBERTa,"Base RoBERTa Neu = 0.3902 (SHAP contribution: 0.0517);
Base RoBERTa Pos = 0.5398 (SHAP contribution: 0.039);
Base RoBERTa Neg = 0.0701 (SHAP contribution: 0.0317);
Base NB Neg = 0.3311 (SHAP contribution: 0.0281);
Base NB Pos = 0.2937 (SHAP contribution: 0.0264)","Base SVM Neu = 0.338 (SHAP contribution: -0.0167);
Base VADER Neg = 0.0 (SHAP contribution: -0.0091);
Base VADER Neu = 0.417 (SHAP contribution: -0.0058);
Base SVM Neg = 0.3612 (SHAP contribution: -0.004)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neu, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neu, Base RoBERTa Pos, Base RoBERTa Neg, Base NB Neg, Base NB Pos. The main opposing signal was Base SVM Neu."
128,wrong,"Do not buy if you have a Mac with the latest MacOS, as it has issue with its current driver. I am still waiting for an update.",neu,neg,0.8253,Base RoBERTa Pos,RoBERTa,"Base RoBERTa Pos = 0.0125 (SHAP contribution: 0.1606);
Base RoBERTa Neg = 0.7858 (SHAP contribution: 0.1467);
Base VADER Compound = 0.0 (SHAP contribution: 0.0498);
Base VADER Pos = 0.0 (SHAP contribution: 0.0289);
Base RoBERTa Neu = 0.2017 (SHAP contribution: 0.0281)",Base NB Pos = 0.1795 (SHAP contribution: -0.0034),"The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Pos, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Pos, Base RoBERTa Neg, Base VADER Compound, Base VADER Pos, Base RoBERTa Neu. The main opposing signal was Base NB Pos."
129,wrong,"1 star for the language learning, could have 4 or 5 for the communicational purpose. This might be a very good guide for a person wanting to go to Japan, it teaches lot's of communicational situations, but of he language itself it teaches almost nothing, almost no (!) grammar and only a part of the script. At this rithym you'll need until volume 20.",neg,neu,0.4,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.1771 (SHAP contribution: 0.0461);
Base RoBERTa Pos = 0.2437 (SHAP contribution: 0.0421);
Base RoBERTa Neu = 0.5792 (SHAP contribution: 0.0259);
Base NB Neu = 0.3493 (SHAP contribution: 0.012);
Base SVM Neg = 0.3515 (SHAP contribution: 0.0042)","Base SVM Neu = 0.2538 (SHAP contribution: -0.0292);
Base VADER Neg = 0.0 (SHAP contribution: -0.0161);
Base SVM Pos = 0.3947 (SHAP contribution: -0.0138);
Base VADER Neu = 0.933 (SHAP contribution: -0.0092);
Base NB Neg = 0.2401 (SHAP contribution: -0.0055)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base NB Neu, Base SVM Neg. The main opposing signal was Base SVM Neu."
136,wrong,You need to find a really good station in order for it to work properly,neu,pos,0.5353,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0467 (SHAP contribution: 0.109);
Base RoBERTa Pos = 0.4153 (SHAP contribution: 0.0305);
Base VADER Compound = 0.4927 (SHAP contribution: 0.0216);
Base SVM Neu = 0.3037 (SHAP contribution: 0.0216);
Base SVM Pos = 0.365 (SHAP contribution: 0.0193)","Base NB Neg = 0.3918 (SHAP contribution: -0.0264);
Base RoBERTa Neu = 0.5379 (SHAP contribution: -0.0144)","The meta Random Forest predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base SVM Neu, Base SVM Pos. The main opposing signal was Base NB Neg."
137,wrong,I bought this rig for my wife and a big reason I chose this one is it said it has wireless display and I wanted my wife to be able to get netflix on the TV. Well this is simply not true. IF you buy an HD cable you can have a cabled display but there is simply no way I've found to hook up wireless to the TV.,neu,neg,0.5808,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.6942 (SHAP contribution: 0.0971);
Base RoBERTa Pos = 0.031 (SHAP contribution: 0.062);
Base VADER Compound = -0.4881 (SHAP contribution: 0.0527);
Base VADER Pos = 0.023 (SHAP contribution: 0.0332);
Base SVM Neu = 0.2985 (SHAP contribution: 0.017)","Base NB Neg = 0.3106 (SHAP contribution: -0.0208);
Base VADER Neu = 0.892 (SHAP contribution: -0.0116);
Base NB Pos = 0.2491 (SHAP contribution: -0.0105);
Base NB Neu = 0.4403 (SHAP contribution: -0.008);
Base VADER Neg = 0.085 (SHAP contribution: -0.0043)","The meta Random Forest predicted 'neg' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base VADER Compound, Base VADER Pos, Base SVM Neu. The main opposing signal was Base NB Neg."
140,wrong,"I think that this book is really good, and I would recommend everyone to read it. I am really annoyed about the ending though, and I don't think he should have tried to avoid the happy ending by making up all of that stuff about can't live in different worlds and stupid stuff. Otherwise, I think it was a brilliant book to end a brilliant series.",pos,neu,0.4345,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.343 (SHAP contribution: 0.0485);
Base RoBERTa Pos = 0.1957 (SHAP contribution: 0.0415);
Base RoBERTa Neu = 0.4614 (SHAP contribution: 0.0402);
Base VADER Compound = 0.8591 (SHAP contribution: 0.0263);
Base VADER Pos = 0.222 (SHAP contribution: 0.0156)","Base NB Pos = 0.5607 (SHAP contribution: -0.0437);
Base NB Neu = 0.2444 (SHAP contribution: -0.0304);
Base NB Neg = 0.1949 (SHAP contribution: -0.0124);
Base SVM Neu = 0.279 (SHAP contribution: -0.0091);
Base SVM Pos = 0.4227 (SHAP contribution: -0.0028)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base RoBERTa Neu, Base VADER Compound, Base VADER Pos. The main opposing signal was Base NB Pos."
142,wrong,"Now Face to Face and it's predecessor Through a Glass Darkly have joined my collection of favorite historical fiction. Contrary to the other opinion that the political intrigue of the novel was hard to follow, I felt that, for the first time, I was truly able to understand this period of English upheaval. I was reading these novels for the ""fiction"" and not for the ""romance"" so I didn't notice if there was romance missing. I didn't feel there was anything missing, actually. The only thing missing is a third book! Ms. Koen, is it on it's way?",pos,neu,0.4716,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.3017 (SHAP contribution: 0.044);
Base VADER Compound = 0.7263 (SHAP contribution: 0.0404);
Base RoBERTa Neu = 0.5928 (SHAP contribution: 0.0353);
Base RoBERTa Pos = 0.1055 (SHAP contribution: 0.0303);
Base VADER Neg = 0.078 (SHAP contribution: 0.0234)","Base NB Pos = 0.4375 (SHAP contribution: -0.0352);
Base SVM Neu = 0.3195 (SHAP contribution: -0.032);
Base NB Neu = 0.2884 (SHAP contribution: -0.0072);
Base SVM Neg = 0.5078 (SHAP contribution: -0.0018)","The meta Random Forest predicted 'neu' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base VADER Compound, Base RoBERTa Neu, Base RoBERTa Pos, Base VADER Neg. The main opposing signal was Base NB Pos."
146,wrong,This book appeared to be pieced together from all his other books. No innovation. I love Dirk Pitt novels and have read them all. This might be my last.,neu,pos,0.6491,Base RoBERTa Neg,RoBERTa,"Base RoBERTa Neg = 0.0294 (SHAP contribution: 0.1071);
Base RoBERTa Pos = 0.7565 (SHAP contribution: 0.0992);
Base NB Pos = 0.5636 (SHAP contribution: 0.0469);
Base SVM Pos = 0.4039 (SHAP contribution: 0.0435);
Base VADER Compound = 0.6808 (SHAP contribution: 0.0272)","Base VADER Neg = 0.065 (SHAP contribution: -0.032);
Base RoBERTa Neu = 0.2141 (SHAP contribution: -0.0287)","The meta Random Forest predicted 'pos' mainly because the strongest individual supporting feature was Base RoBERTa Neg, while the strongest overall feature group was RoBERTa. The top supporting features were Base RoBERTa Neg, Base RoBERTa Pos, Base NB Pos, Base SVM Pos, Base VADER Compound. The main opposing signal was Base VADER Neg."
